This	February 11, 1973	Last	Weeks
Week	Fiction	Week	On List
""			
""	JONATHAN LIVINGSTON SEAGULL, by Richard Bach. (Macmillan Publishing		
1		1	41
""	Company.)		
""			
2	THE ODESSA FILE, by Frederick Forsyth. (Viking Press.)	2	15
""			
3	SEMI-TOUGH, by Dan Jenkins. (Atheneum.)	4	18
""			
4	THE PERSIAN BOY, by Mary Renault. (Pantheon.)	5	12
""			
5	AUGUST 1914, by Aleksandr Solzhenitsyn. (Farrar, Straus & Giroux.)	3	21
""			
6	GREEN DARKNESS, by Anya Seton. (Houghton Mifflin Company.)	7	8
""			
7	THE CAMERONS, by Robert Crichton. (Alfred a Knopf.)	6	12
""			
8	THE SUNLIGHT DIALOGUES, by John Gardner. (Random House.)	--	1
""			
""	ELEPHANTS CAN REMEMBER, by Agatha Christie. (Dodd, Mead and		
9		9	3
""	Company.)		
""			
10	THE WINDS OF WAR, by Herman Wouk. (Little, Brown.)	10	64
This	February 11, 1973	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HARRY S. TRUMAN, by Margaret Truman. (Morrow.)	2	8
""			
2	DR. ATKINS' DIET REVOLUTION, by Dr. Robert Atkins. (David McKay.)	4	11
""			
3	THE BEST AND THE BRIGHTEST, by David Halberstam. (Random House.)	1	11
""			
4	I'M O.K.- YOU'RE O.K., by Thomas Harris. (Harper and Row.)	3	43
""			
5	JOHNNY, WE HARDLY KNEW YE, by Kenny O'Donnell. (Little, Brown.)	6	9
""			
6	THE JOY OF SEX, by Alex Comfort. (Crown.)	8	8
""			
7	JOURNEY TO IXTLAN, by Carlos Castaneda. (Washington Square Press.)	7	11
""			
8	SUPER MONEY, by Adam Smith. (John Wiley and Sons, Inc.)	5	18
""			
9	ALL CREATURES GREAT AND SMALL, by James Herriot. (St. Martin's Press.)	9	4
""			
10	FIRE IN THE LAKE, by Frances Fitzgerald. (Little, Brown and Company.)	--	12
