This	January 10, 1971	Last	Weeks
Week	Fiction	Week	On List
""			
1	LOVE STORY, by Erich Segal. (Harper and Row.)	1	46
""			
2	ISLANDS IN THE STREAM, by Ernest Hemingway. (Collins Publishers.)	2	13
""			
3	QB VII, by Leon Uris. (Doubleday & Company, Inc.)	3	6
""			
4	PASSENGER TO FRANKFURT, by Agatha Christie. (Dodd, Mead and Company.)	7	6
""			
5	THE CRYSTAL CAVE, by Mary Stewart. (William Morrow and Company, Inc.)	4	28
""			
6	THE CHILD FROM THE SEA, by Elizabeth Goudge. (Putnam Publishing.)	5	17
""			
7	RICH MAN, POOR MAN, by Irwin Shaw. (Delacorte Press.)	6	14
""			
8	GREAT LION OF GOD, by Taylor Caldwell. (Doubleday and Company, Inc.)	--	34
""			
9	CARAVAN TO VACCARES, by Alistair MacLean. (Doubleday.)	9	4
""			
10	THE SECRET WOMAN, by Victoria Holt. (Doubleday.)	10	24
This	January 10, 1971	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CIVILISATION, by Kenneth Clark. (Harper and Row.)	4	12
""			
2	THE GREENING OF AMERICA, by Charles Reich. (Random House.)	3	7
""			
""	EVERYTHING YOU ALWAYS WANTED TO KNOW ABOUT SEX, by Dr. David		
3		1	51
""	Reuben. (David McKay and Company.)		
""			
4	INSIDE THE THIRD REICH, by Albert Speer. (MacMillan Company.)	5	21
""			
5	"THE SENSUOUS WOMAN. by ""J"" (Lyle Stuart, Inc.)"	2	38
""			
6	A WHITE HOUSE DIARY, by Lady Bird Johnson. (Holt McDougal.)	6	8
""			
""	NORMAN ROCKWELL, ILLUSTRATOR, by Arthur Guptill. (Watson-Guptill		
7		--	1
""	Publications.)		
""			
8	CRIME IN AMERICA, by Ramsey Clark. (Simon and Schuster.)	8	5
""			
9	FUTURE SHOCK, by Alvin Toffler. (Random House, Inc.)	7	13
""			
10	KHRUSHCHEV REMEMBERS, by Nikita Khrushchev. (Little, Brown.)	--	1
