This	June 4, 1978	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	3	55
""	family saga.		
""			
2	BLOODLINE, by Sidney Sheldon. (Morrow, $9.95.) Love and high financial	1	17
""	intrigue on three continents.		
""			
3	THE HOLCROFT COVENANT, by Robert Ludlum. (Putnam's/Richard Marek,	2	9
""	$10.95.) Nazi scheme to found a Fourth Reich.		
""			
4	SCRUPLES, by Judith Krantz. (Crown, $10.) Woman's rise in the fashion world.	4	13
""			
5	THE HUMAN FACTOR, by Graham Greene. (Simon & Schuster, $9.95.) Spy	5	11
""	novel with the Greene touch.		
""			
6	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	6	37
""	in pre-Hobbit days.		
""			
7	STAINED GLASS, by William F. Buckley Jr. (Doubleday, $8.95.) C.I.A. super-hero	8	2
""	Blackford Oakes fights another cold war battle.		
""			
8	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	14	51
""	barnstorms Middle America.		
""			
9	THE WORLD ACCORDING TO GARP, by John Irving. (Dutton/Henry Robbins,	9	2
""	$10.95.) Comic, extravagant novel about son of famous mother.		
""			
10	KALKI, by Gore Vidal. (Random House, $10.) Reincarnation of Hindu god Vishnu	7	2
""	brings down the apocalypse.		
""			
11	THE WOMEN'S ROOM, by Marilyn French. (Summit Books, $10.95.) Woman's	11	26
""	rough road to liberation.		
""			
12	THE PLAGUE DOGS, by Richard Adams. (Knopf, $10.95.) Cops and	12	10
""	dogknappers in Southern California.		
""			
13	WHISTLE, by James Jones. (Delacorte, $10.95.) Final Volume of Jones's World	13	10
""	War II trilogy; honest and moving.		
""			
14	A STRANGER IS WATCHING, by Mary Higgins Clark. (Simon & Schuster, $8.95.)	15	10
""	Random killer at large in the city.		
""			
15	THE LAST CONVERTIBLE, by Anton Myrer. (Putnam's, $10.95.) Five Harvard	--	3
""	classmates through World War II to middle age.		
This	June 4, 1978	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IF LIFE IS A BOWL OF CHERRIES -- WHAT AM I DOING IN THE PITS?  by	1	8
""	Erma Bombeck. (McGraw-Hill, $7.95.) More domestic drolleries.		
""			
2	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	2	28
""	For fun and health.		
""			
3	MY MOTHER/MY SELF, by Nancy Friday. (Delacorte, $9.95.) A study of the	3	18
""	mother and daughter relationship.		
""			
4	RN: THE MEMOIRS OF RICHARD NIXON, by Richard Nixon. (T.Y. Crowell,	--	1
""	$8.95.) His early life; the White House years.		
""			
5	PULLING YOUR OWN STRINGS, by Wayne W. Dyer. (T.Y. Cromwell, $8.95.)	4	4
""	Taking charge of your life.		
""			
6	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	5	27
""	$14.95.) Everything you wanted to know about the little people.		
""			
7	ADRIEN ARPEL'S THREE-WEEK CRASH MAKEOVER, SHAPEOVER BEAUTY	6	10
""	PROGRAM, by Adrien Arpel. (Antheneum, $11.95.) Advice from the head of an		
""	international cosmetics corporation.		
""			
8	RUNNING AND BEING, by George A. Sheehan, M.D. (Simon & Schuster, $8.95.)	7	2
""	Advice and philosophy for runners.		
""			
9	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	12	28
""	$14.95.) Record kept y a nature-lover and illustrator.		
""			
10	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	8	40
""	$10.) More adventures of a Yorkshire vet.		
""			
11	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	9	31
""	house in suburbia.		
""			
12	METROPOLITAN LIFE, by Fran Lebowitz. (Dutton/ Henry Robbins, $8.50.)	11	2
""	Astringent observations on the New York scene.		
""			
13	THE ONLY INVESTMENT GUIDE YOU'LL EVER NEED, by Andrew Tobias.	14	6
""	(Harcourt Brace Jovanovich, $5.95.) Written with a sense of humor.		
""			
14	IN HIS IMAGE: The Cloning of a Man, by David M. Rorvik. (Lippincolt, $8.95.)	10	5
""	Wealthy man reproduces himself.		
""			
15	THE FINAL CONCLAVE, by Malachi Martin. (Stein & Day, $11.95.) Communists	13	8
""	will influence choice of the next Pope.		
