This	November 6, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	1	7
""	in pre-Hobbit days.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	2	25
""	family saga.		
""			
3	THE HONOURABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	3	5
""	Hong Kong.		
""			
4	DANIEL MARTIN, by John Fowles. (Little, Brown, $12.95.) English screenwriter	5	7
""	reviews his life.		
""			
5	THE IMMIGRANTS, by Howard Fast. (Houghton Mifflin, $6.95.) Ambition and love	11	4
""	in turn-of-the-century San Francisco.		
""			
6	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	4	21
""	barnstorms Middle America.		
""			
7	THE SECOND DEADLY SIN, by Lawrence Sanders. (Putnam's, $9.95.) Cop	12	8
""	tracks down a painter's murderer.		
""			
8	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	7	12
""	family in Hong Kong over three generations.		
""			
9	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	6	14
""	erotica written for a wealthy patron.		
""			
10	BEGGARMAN, THIEF, by Irwin Shaw. (Delacorte, $9.95.) The next generation of	13	3
""	Jordaches takes over.		
""			
11	DREAMS DIE FIRST, by Harold Robbins. (Simon & Schuster, $9.95.) Hustler-type	14	2
""	girlie magazine publisher.		
""			
12	THE BOOK OF MERLYN, by Terence H. White. (University of Texas Press,	9	5
""	"$9.95.) Missing book of ""The Once and Future King."""		
""			
13	THE INVESTIGATION, by Dorothy Uhnak. (Simon & Schuster, $9.95.) Woman	10	8
""	accused of murdering her children.		
""			
14	COMA, by Robin Cook. (Little, Brown, $8.95.) Manchurian horror at the Boston	8	10
""	Memorial Hospital.		
""			
15	ATTACHMENTS, by Judith Rossner. (Simon and Schuster, $8.95.) Siamese twins	--	1
""	marry.		
This	November 6, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	1	10
""	$10.) More adventures of a Yorkshire vet.		
""			
2	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	3	18
""	to get yours.		
""			
3	THE BOOK OF LISTS, by David Wallechhinsky, Irving Wallace and Amy Wallace.	2	21
""	(Morrow, $10.95.) Facts that entertain.		
""			
4	THE DRAGONS OF EDEN, by Carl Sagan. (Random House, $8.95.) How human	4	21
""	intelligence evolved: a scientist's speculation.		
""			
5	SIX MEN, by Allistair Cooke. (Knopf, $8.95.) Profiles of public men he knew.	5	4
""			
6	VIVIEN LEIGH, by Anne Edwards. (Simon & Schuster, $9.95.) A tragic heroine,	10	16
""	born to please.		
""			
7	THE CAMERA NEVER BLINKS, by Dan Rather with Mickey Herskowitz. (Morrow,	6	15
""	$10.) TV newsman's story.		
""			
8	IT DIDN'T START WITH WATERGATE, by Victor Lasky. (Dial, $10.) The	7	22
""	Democrats did it too.		
""			
9	THE POSSIBLE DREAM, by Charles Paul Conn. (Revell, $6.95.) Story of the	9	9
""	Amway Corporation.		
""			
10	ESSAYS OF E.B. WHITE, by E.B. White. (Harper & Row, $12.50.) Observations	8	3
""	on things large and small.		
""			
11	YOUR ERRONEOUS ZONES, by Dr. Wayne W. Dyer. (Funk & Wagnalls, $6.95.)	15	63
""	Breezy self-help pep talk.		
""			
12	HOW TO TAKE CHARGE OF YOUR LIFE, by Milfred Newman and Bernard	--	7
""	Berkowitz. (Harcourt Brace Jovanovich, $5.95.) Advice for the failure-prone.		
""			
13	THE MANAGERIAL WOMAN., by Margaret Hennig and Anne Jardim. (Anchor	11	10
""	Press/Doubleday, $7.95.) Up in the organization.		
""			
14	AT RANDOM, by Bennett Cerf. (Random House, $12.95.) The publisher's	13	2
""	reminiscences.		
""			
15	THE PATH BETWEEN THE SEAS, by David McCullough. (Simon & Schuster,	12	13
""	$14.95.) The Panama Canal Story.		
