This	December 18, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	1	13
""	in pre-Hobbit days.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	2	31
""	family saga.		
""			
3	THE HONOURABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	3	11
""	Hong Kong.		
""			
4	BEGGARMAN, THIEF, by Irwin Shaw. (Delacorte, $9.95.) The next generation of	4	9
""	Jordaches takes over.		
""			
5	DANIEL MARTIN, by John Fowles. (Little, Brown, $12.95.) English screenwriter	5	13
""	reviews his life.		
""			
6	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	7	27
""	barnstorms Middle America.		
""			
7	DREAMS DIE FIRST, by Harold Robbins. (Simon & Schuster, $9.95.) Hustler-type	6	8
""	girlie magazine publisher.		
""			
8	THE BOOK OF MERLYN, by Terence H. White. (University of Texas Press,	11	11
""	"$9.95.) Missing book of ""The Once and Future King."""		
""			
9	THE IMMIGRANTS, by Howard Fast. (Houghton Mifflin, $6.95.) Ambition and love	8	10
""	in turn-of-the-century San Francisco.		
""			
10	THE SECOND DEADLY SIN, by Lawrence Sanders. (Putnam's, $9.95.) Cop	12	14
""	tracks down a painter's murderer.		
""			
11	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	9	18
""	family in Hong Kong over three generations.		
""			
12	THE HOBBIT, by J.R.R. Tolkien. (Harry N. Abrams, $29.95.) Illustrated edition	--	1
""	derived from the TV show.		
""			
13	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	13	20
""	erotica written for a wealthy patron.		
""			
14	THE WOMEN'S ROOM, by Marilyn French. (Summit Books, $10.95.) Woman's	10	3
""	rough road to liberation.		
""			
15	THE PROFESSOR OF DESIRE, by Phillip Roth. (Farrar, Straus & Giroux, $8.95.)	--	3
""	The paradoxal male.		
This	December 18, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	1	16
""	$10.) More adventures of a Yorkshire vet.		
""			
2	THE BOOK OF LISTS, by David Wallechhinsky, Irving Wallace and Amy Wallace.	2	27
""	(Morrow, $10.95.) Facts that entertain.		
""			
3	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	5	4
""	$14.95.) Everything you wanted to know about the little people.		
""			
4	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	3	4
""	For fun and health.		
""			
5	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	4	24
""	to get yours.		
""			
6	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	7	7
""	house in suburbia.		
""			
7	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	8	6
""	$14.95.) Record kept by a nature lover and illustrator.		
""			
8	THE DRAGONS OF EDEN, by Carl Sagan. (Random House, $8.95.) How human	6	27
""	intelligence evolved: a scientist's speculation.		
""			
9	DOWN THE SEINE AND UP THE POTOMAC WITH ART BUCHWALD, by Art	--	1
""	Buchwald. (Putnam's, $10.95.) His best columns over 25 years.		
""			
10	THE WOMAN'S DRESS FOR SUCCESS BOOK, by John Malloy. (Follett, $9.95.)	10	5
""	Female guide to tasteful apparel.		
""			
11	SIX MEN, by Allistair Cooke. (Knopf, $8.95.) Profiles of public men he knew.	9	10
""			
12	THE CAMERA NEVER BLINKS, by Dan Rather with Mickey Herskowitz. (Morrow,	15	21
""	$10.) TV newsman's story.		
""			
13	THE SECOND RING OF POWER, by Carlos Castaneda. (Simon & Schuster,	--	1
""	$9.95.) Sorceress tests Castaneda.		
""			
14	ESSAYS OF E.B. WHITE, by E.B. White. (Harper & Row, $12.50.) Observations	14	9
""	on things large and small.		
""			
15	DESIGNING YOUR FACE, by Way Bandy. (Random House, $8.95.) How to use	12	3
""	cosmetics.		
