This	November 12, 1978	Last	Weeks
Week	Fiction	Week	On List
""			
1	WAR AND REMEMBRANCE, by Herman Wouk. (Little, Brown, $15.) The Henry	2	4
""	"family of ""The Winds of War"" during World War II."		
""			
2	CHESAPEAKE, by James A. Michener. (Random House, $12.95.) Four centuries	1	11
""	of Maryland's Eastern Shore.		
""			
3	FOOLS DIE, by Mario Puzo. (Putnam's, $12.50.) Hollywood tycoons and literary	3	6
""	celebrities gamble with fate.		
""			
4	THE FAR PAVILIONS, by M.M. Kaye. (St. Martin's, $12.95.) Love and war in the	5	6
""	high Himalayas.		
""			
5	SECOND GENERATION, by Howard Fast. (Houghton Mifflin, $10.95.) The	4	6
""	"children of ""The Immigrants"" on the eve of World War II."		
""			
6	PRELUDE TO TERROR, by Helen MacInnes (Harcourt Brace Jovanovich, $10.)	6	6
""	An art consultant amid an international conspiracy.		
""			
7	THE EMPTY COPPER SEA, by John D. MacDonald. (Lippincott, $8.95.) Travis	12	3
""	McGee on the trail of a vanished tycoon.		
""			
8	EVERGREEN, by Belva Plain. (Delacorte, $10.) Jewish immigrant woman's rise	7	14
""	from Lower East Side poverty.		
""			
9	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $6.95.) Messiah	11	68
""	barnstorms Middle America.		
""			
10	EYE OF THE NEEDLE, by Ken Follett. (Arbor House, $8.95.) Nazi spy vs. British	9	13
""	professor in a World War II thriller.		
""			
11	BRIGHT FLOWS THE RIVER, by Taylor Caldwell. (Doubleday, $10.95.) The	--	1
""	angsts of a man confined to a sanitarium.		
""			
12	THURSDAY THE RABBI WALKED OUT, by Harry Kemelman. (Morrow, $8.95.)	10	5
""	David Small uses Jewish wit and wisdom to solve another violent crime.		
""			
13	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	15	52
""	in pre-Hobbit days.		
""			
14	WIFEY, by Judy Blume. (Putnam's, $8.95.) A woman's search for emotional	--	1
""	identity.		
""			
15	SCRUPLES, by Judith Krantz. (Crown, $10.) Woman's rise in the fashion world.	8	30
This	November 12, 1978	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IF LIFE IS A BOWL OF CHERRIES -- WHAT AM I DOING IN THE PITS?  by	1	25
""	Erma Bombeck. (McGraw-Hill, $7.95.) More domestic drolleries.		
""			
2	A DISTANT MIRROR, by Barbara W. Tuchman. (Knopf, $15.95.) The calamitous	3	6
""	14th century.		
""			
3	IN SEARCH OF HISTORY, by Theodore H. White. (Harper & Row, $12.95.) A	4	6
""	journalist's memoirs.		
""			
4	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	2	45
""	For fun and health.		
""			
5	AMERICAN CAESAR, by William Manchester. (Little, Brown, $15.) The life of	5	6
""	Douglas MacArthur.		
""			
6	THE SNOW LEOPARD, by Peter Matiniessen. (Viking, $12.95.) A five-week walk	12	6
""	through the Himalayas.		
""			
7	THE WOMAN DOCTOR'S DIET FOR WOMEN, by Barbara Edelstein, M.D.	13	7
""	(Prentice-Hall, $7.95.) Designed especially for women's metabolic needs.		
""			
8	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	7	43
""	$17.50.) All about the little people.		
""			
9	A TIME FOR TRUTH, by William E. Simon. (McGraw-Hill/Reader's Digest Press,	9	14
""	$12.50.) The former Treasury Secretary calls for a return to free-enterprise		
""	economics.		
""			
10	ROBERT KENNEDY AND HIS TIMES, by Arthur M. Schlesinger, Jr. (Houghton	6	6
""	Mifflin, $19.95.) The politician and the forces that shaped him.		
""			
11	PULLING YOUR OWN STRINGS, by Wayne W. Dyer. (T.Y. Cromwell, $8.95.)	8	21
""	Taking charge of your life.		
""			
12	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	10	45
""	$14.95.) Record kept y a nature-lover and illustrator.		
""			
13	THE ONLY INVESTMENT GUIDE YOU'LL EVER NEED, by Andrew Tobias.	11	22
""	(Harcourt Brace Jovanovich, $5.95.) Written with a sense of humor.		
""			
14	JACKIE OH! by Kitty Kelley. (Holt, $14.95.) A gossipy biography of Jacqueline	--	1
""	Kennedy Onassis.		
""			
15	PURE AND SIMPLE, by Marian Burros. (Morrow, $9.95.) Cooking the additive-	14	4
""	free way.		
