This	March 30, 1975	Last	Weeks
Week	Fiction	Week	On List
""			
1	CENTENNIAL, by James Michener.  (Random House, $12.50.) Dioramic historical	1	31
""	novel covering the land and people around Centennial, Colo.		
""			
2	THE SEVEN-PER-CENT SOLUTION, edited by Nicholas Meyer.  (Dutton, $6.95.)	2	28
""	Droll resurrection of Sherlock Holmes, in which he kicks cocaine, foils a grand plot		
""	against world peace.		
""			
3	LADY, by Thomas Tryon.  (Knopf, $7.95.) Intimations of evil about her that are	3	17
""	slow in revealing themselves.		
""			
4	SOMETHING HAPPENED, by Joseph Heller. (Knopf, $10.)  A man's obsession	4	23
""	with the past: a revelation of a type and a time.		
""			
5	"THE MONEYCHANGERS, by Arthur Hailey. (Doubleday, $10.) The ""Airport"" et"	--	1
""	seq. treatment -- this time applied to banking.		
""			
6	THE EBONY TOWER, by John Fowles. (Little, Brown, $7.95.) Elegantly turned	6	16
""	stories that explore eros and the muse, among other matters.		
""			
7	THE PROMISE OF JOY, by Allen Drury. (Doubleday, $10.) More implausible	--	1
""	"Washington melodrama; featuring the ""yellow peril"" no less."		
""			
8	THE PIRATE, by Harold Robbins.  (Simon & Schuster, $8.95.) Middle Eastern	5	24
""	melodrama laced with sex, money and power.		
""			
9	A MONTH OF SUNDAYS, by John Updike. (Knopf, $6.95.) Straying parson;	8	2
""	beautifully written but a frail structure for some weighty thoughts.		
""			
10	THE DREADFUL LEMON SKY, by John D, MacDonald. (Lippincott, $6.95.) Travis	10	2
""	McGee again, with MacDonald proving once more he is a fine writer -- period.		
This	March 30, 1975	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BERMUDA TRIANGLE, by Charles Berlitz. (Doubleday, $7.95.) Uncritical	1	20
""	theorizing about allegedly mysterious ship-plane disappearances.		
""			
2	HELTER SKELTER, by Vincent Bugliosi with Curt Gentry. (Norton, $10.)	2	12
""	Authoritative account of the Manson family murders and trial.		
""			
3	STRICTLY SPEAKING, by Edwin Newman. (Bobbs-Merrill, $7.95.) A plea for	4	18
""	good English, with a plenitude of funny-horrible examples.		
""			
4	THE PALACE GUARD, by Dan Rather and Gary Paul Gates.  (Harper & Row,	5	19
""	$8.95.) Juicy anecdotes about the Nixon White House; debatable theorizing.		
""			
5	ALL THINGS BRIGHT AND BEAUTIFUL, by James Herriot. (St. Martin's Press,	3	25
""	$8.95.) Pleasant memoirs of a Yorkshire veterinarian.		
""			
6	HERE AT THE NEW YORKER, by Brendan Gill. (Random House, $12.95.) Witty	6	3
""	anecdotal history of the magazine's first 50 years.		
""			
7	THE BANKERS, by Martin Mayer. (Weybright and Talley, $15.) Comprehensive,	7	8
""	fact-laden look at banking, lacking in daily-life relevance.		
""			
8	THE ULTRA SECRET, by F.W. Winterbotham. (Harper & Row, $8.95.) The	8	10
""	ultimate World War II secret -- how the British broke the German code.		
""			
9	THE ASCENT OF MAN,  by J. Bronowski. (Little, Brown, $15.) Instructive lecture	--	2
""	course on the evolution of science and technology.		
""			
10	THE PLEASURE BOND, by William H. Masters and Virginia E. Johnson. (Little,	9	3
""	Brown, $8.95.) Popularized preachments that take sex out of the laboratory.		
