This	May 14, 1978	Last	Weeks
Week	Fiction	Week	On List
""			
1	BLOODLINE, by Sidney Sheldon. (Morrow, $9.95.) Love and high financial	1	14
""	intrigue on three continents.		
""			
2	THE HOLCROFT COVENANT, by Robert Ludlum. (Putnam's/Richard Marek,	2	6
""	$10.95.) Nazi scheme to found a Fourth Reich.		
""			
3	SCRUPLES, by Judith Krantz. (Crown, $10.) Woman's rise in the fashion world.	3	10
""			
4	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	4	52
""	family saga.		
""			
5	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	6	34
""	in pre-Hobbit days.		
""			
6	THE HUMAN FACTOR, by Graham Greene. (Simon & Schuster, $9.95.) Spy	5	8
""	novel with the Greene touch.		
""			
7	WHISTLE, by James Jones. (Delacorte, $10.95.) Final Volume of Jones's World	7	7
""	War II trilogy; honest and moving.		
""			
8	A STRANGER IS WATCHING, by Mary Higgins Clark. (Simon & Schuster, $8.95.)	9	7
""	Random killer at large in the city.		
""			
9	THE PLAGUE DOGS, by Richard Adams. (Knopf, $10.95.) Cops and	8	7
""	dogknappers in Southern California.		
""			
10	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	10	48
""	barnstorms Middle America.		
""			
11	THE WOMEN'S ROOM, by Marilyn French. (Summit Books, $10.95.) Woman's	12	23
""	rough road to liberation.		
""			
12	THE LAST CONVERTIBLE, by Anton Myrer. (Putnam's, $10.95.) Five Harvard	--	1
""	classmates through World War II to middle age.		
""			
13	RACHEL, THE RABBI'S WIFE, by Sylvia Tenenbaum. (Morrow, $9.95.) Keeping	--	11
""	the faith in suburbia.		
""			
14	THE HONORABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	13	32
""	Hong Kong.		
""			
15	GOODBYE CALIFORNIA, by Allistair MacLean. (Doubleday, $8.95.) Muslim plot	11	3
""	to heave the state into the sea.		
This	May 14, 1978	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	1	25
""	For fun and health.		
""			
2	IF LIFE IS A BOWL OF CHERRIES -- WHAT AM I DOING IN THE PITS?  by	2	5
""	Erma Bombeck. (McGraw-Hill, $7.95.) More domestic drolleries.		
""			
3	MY MOTHER/MY SELF, by Nancy Friday. (Delacorte, $9.95.) A study of the	3	15
""	mother and daughter relationship.		
""			
4	ADRIEN ARPEL'S THREE-WEEK CRASH MAKEOVER, SHAPEOVER BEAUTY	6	7
""	PROGRAM, by Adrien Arpel. (Antheneum, $11.95.) Advice from the head of an		
""	international cosmetics corporation.		
""			
5	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	5	24
""	$14.95.) Everything you wanted to know about the little people.		
""			
6	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	7	28
""	house in suburbia.		
""			
7	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	8	37
""	$10.) More adventures of a Yorkshire vet.		
""			
8	THE ONLY INVESTMENT GUIDE YOU'LL EVER NEED, by Andrew Tobias.	4	3
""	(Harcourt Brace Jovanovich, $5.95.) Written with a sense of humor.		
""			
9	PULLING YOUR OWN STRINGS, by Wayne W. Dyer. (Funk & Wagnalls, $8.95.)	--	1
""	Taking charge of your life.		
""			
10	THE FINAL CONCLAVE, by Malachi Martin. (Stein & Day, $11.95.) Communists	11	5
""	will influence choice of the next Pope.		
""			
11	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	10	45
""	to get yours.		
""			
12	THE ENDS OF POWER, by H.R. Halderman with Joseph DiMona. (Times Books,	9	10
""	$12.95.) Watergate, etc. by the former Presidential aide.		
""			
13	COMING INTO THE COUNTRY, by John McPhee. (Farrar, Straus & Giroux,	14	17
""	$10.95.) The last of the big country - Alaska.		
""			
14	IN HIS IMAGE: The Cloning of a Man, by David M. Rorvik. (Lippincolt, $8.95.)	12	2
""	Wealthy man reproduces himself.		
""			
15	DESIGNING YOUR FACE, by Way Bandy. (Random House, $8.95.) How to use	15	21
""	cosmetics.		
