This	January 14, 1973	Last	Weeks
Week	Fiction	Week	On List
""			
""	JONATHAN LIVINGSTON SEAGULL, by Richard Bach. (Macmillan Publishing		
1		1	37
""	Company.)		
""			
2	THE ODESSA FILE, by Frederick Forsyth. (Viking Press.)	2	11
""			
3	AUGUST 1914, by Aleksandr Solzhenitsyn. (Farrar, Straus & Giroux.)	4	17
""			
4	SEMI-TOUGH, by Dan Jenkins. (Atheneum.)	3	14
""			
5	THE CAMERONS, by Robert Crichton. (Alfred a Knopf.)	6	8
""			
6	THE PERSIAN BOY, by Mary Renault. (Pantheon.)	5	8
""			
7	GREEN DARKNESS, by Anya Seton. (Houghton Mifflin Company.)	--	4
""			
8	THE WINDS OF WAR, by Herman Wouk. (Little, Brown.)	7	60
""			
9	ON THE NIGHT OF THE SEVENTH MOON, by Victoria Holt. (Doubleday.)	8	16
""			
10	THE EIGER SANCTION, by Trevanian. (Crown Publishing.)	9	6
This	January 14, 1973	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HARRY S. TRUMAN, by Margaret Truman. (Morrow.)	2	4
""			
2	THE BEST AND THE BRIGHTEST, by David Halberstam. (Random House.)	3	7
""			
3	I'M O.K.- YOU'RE O.K., by Thomas Harris. (Harper and Row.)	1	39
""			
4	DR. ATKINS' DIET REVOLUTION, by Dr. Robert Atkins. (David McKay.)	5	7
""			
5	SUPER MONEY, by Adam Smith. (John Wiley and Sons, Inc.)	4	14
""			
6	JOHNNY, WE HARDLY KNEW YE, by Kenny O'Donnell. (Little, Brown.)	8	5
""			
""	THE PETER PRESCRIPTION, by Laurence J. Peter. (William Morrow and		
7		6	23
""	Company, Inc.)		
""			
8	ALL CREATURES GREAT AND SMALL, by James Herriot. (St. Martin's Press.)	--	1
""			
9	JOURNEY TO IXTLAN, by Carlos Castaneda. (Washington Square Press.)	9	7
""			
10	THE JOY OF SEX, by Alex Comfort. (Crown.)	10	5
