This	June 12, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	FALCONER, by John Cheever. (Knopf, $7.95.) Stunning prison novel of escape	1	11
""	and redemption.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	4	4
""	family saga.		
""			
3	OLIVER'S STORY, by Erich Segal. (Harper & Row, $7.95.) Tearless but well-	2	14
""	"meaning sequel to ""Love Story."""		
""			
4	THE CRASH OF '79, by Paul E. Erdman. (Simon & Schuster, $8.95.) Sheiks, oil,	3	26
""	International intrigue and skullduggery.		
""			
5	CONDOMINIUM, by John D. MacDonald. (J.B. Lippincott, $10.) Disaster hits	6	8
""	Leisure Village.		
""			
6	TRINITY, by Leon Uris. (Doubleday, $10.95.) One family's meander through a	5	64
""	century of modern Irish history.		
""			
7	THE CHANCELLOR MANUSCRIPT, by Robert Ludlum. (Dial, $10.) Topical	7	12
""	thriller.		
""			
8	A BOOK OF COMMON PRAYER, by Joan Didion. (Simon & Schuster, $8.95.) A	8	8
""	woman adrift...		
""			
9	HOW TO SAVE YOUR OWN LIFE, by Erica Jong. (Holt, Rinehart & Watson,	9	11
""	$8.95.) Isadora again.		
""			
10	EAST WIND, RAIN, by N. Richard Nash. (Atheneum, $9.95.) Pearl Harbor on the	10	5
""	eve.		
This	June 12, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	YOUR ERRONEOUS ZONES, by Dr. Wayne W. Dyer. (Funk & Wagnalls, $6.95.)	1	42
""	Breezy self-help pep talk.		
""			
2	PASSAGES, by Gail Sheehy. (Dutton, $9.95.) Help for adults undergoing	2	51
""	developmental crises.		
""			
3	HAYWIRE, by Brooke Hayward. (Knopf, $10.) Moving memoirs of a Hollywood	3	12
""	childhood.		
""			
4	ROOTS, by Alex Haley. (Doubleday, $12.50.) One man's family and an important	4	36
""	document of Black History.		
""			
5	CHANGING, by Liv Ullmann. (Knopf, $8.95.) The film star on life, Bergman and,	5	16
""	sketchily, her art.		
""			
6	THE GAMESMAN, by Michael Maccoby. (Simon & Schuster, $8.95.) Innovative	6	15
""	study of the new corporate man, to whom winning is the only thing.		
""			
7	THE GRASS IS ALWAYS GREENER OVER THE SEPTIC TANK, by Erma	8	34
""	Bombeck. (McGraw-Hill, $6.95.) Suburban humor by the columnist.		
""			
8	IT DIDN'T START WITH WATERGATE, by Victor Lasky. (Dial, $10.) The	9	2
""	Democrats did it too.		
""			
9	FISHBAIT: The Memoirs of the Congressional Doorkeeper, by William Miller, as	--	2
""	told to Frances Spatz Leighton. (Prentice-Hall, $12.50.) Capitol Hill tell-all.		
""			
10	MAJESTY, by Robert Lacey. (Harcourt Brace Jovanovich, $12.50.) The Queen	7	9
""	Elizabeth II story.		
