This	May 31, 1970	Last	Weeks
Week	Fiction	Week	On List
""			
1	LOVE STORY, by Erich Segal. (Harper and Row.)	1	14
""			
""	THE FRENCH LIEUTENANT'S WOMAN, by John Fowles. (Little, Brown and		
2		2	27
""	Company.)		
""			
3	DELIVERANCE, by James Dickey. (Houghton Mifflin Company.)	3	8
""			
4	LOSING BATTLES, by Eudura Welty. (Random House.)	4	4
""			
5	GREAT LION OF GOD, by Taylor Caldwell. (Doubleday and Company, Inc.)	5	5
""			
6	TRAVELS WITH MY AUNT, by Graham Greene. (Viking Press.)	6	18
""			
7	THE GODFATHER, by Mario Puzo. (G. P. Putnam's Sons.)	7	62
""			
""	THE GANG THAT COULDN'T SHOOT STRAIGHT, by Jimmy Breslin. (Viking		
8		8	20
""	Books.)		
""			
9	MR. SAMMLERS PLANET, by Saul Bellow. (Viking Press.)	--	14
""			
10	THE LORD WON'T MIND, by Gordon Merrick. (Bernard Geis.)	--	1
This	May 31, 1970	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	UP THE ORGANIZATION, by Robert Townsend. (Alfred A. Knopf.)	1	9
""			
""	EVERYTHING YOU ALWAYS WANTED TO KNOW ABOUT SEX, by Dr. David		
2		2	19
""	Reuben. (David McKay and Company.)		
""			
3	"THE SENSUOUS WOMAN. by ""J"" (Lyle Stuart, Inc.)"	5	6
""			
4	THE NEW ENGLISH BIBLE. (Oxford University Press.)	3	9
""			
5	MARY QUEEN OF SCOTS, by Antonia Fraser. (Delacorte Press.)	4	25
""			
""	HUMAN SEXUAL INADEQUACY, by William H. Masters and Virginia E. Johnson.		
6		--	1
""	(Little Brown and Company.)		
""			
7	HARD TIMES, by Studs Terkel. (Random House.)	6	4
""			
8	LOVE AND WILL, by Rollo May. (W.W. Norton & Company Inc.)	8	15
""			
""	THE AMERICAN HERITAGE DICTIONARY OF THE ENGLISH LANGUAGE.		
9		--	31
""	(American Heritage Publishing Co.)		
""			
10	I KNOW WHY THE CAGED BIRD SINGS, by Maya Angelou. (Random House.)	10	5
