This	January 21, 1979	Last	Weeks
Week	Fiction	Week	On List
""			
1	CHESAPEAKE, by James A. Michener. (Random House, $12.95.) Four centuries	1	21
""	of Maryland's Eastern Shore.		
""			
2	WAR AND REMEMBRANCE, by Herman Wouk. (Little, Brown, $15.) The Henry	2	14
""	"family of ""The Winds of War"" during World War II."		
""			
3	FOOLS DIE, by Mario Puzo. (Putnam's, $12.50.) Hollywood tycoons and literary	4	16
""	celebrities gamble with fate.		
""			
4	SECOND GENERATION, by Howard Fast. (Houghton Mifflin, $10.95.) The	6	16
""	"children of ""The immigrants"" on the eve of World War II."		
""			
5	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	3	61
""	in pre-Hobbit days.		
""			
6	THE FAR PAVILIONS, by M.M. Kaye. (St. Martin's, $12.95.) Love and war in the	9	16
""	high Himalayas.		
""			
7	EVERGREEN, by Belva Plain. (Delacorte, $10.) Jewish immigrant woman's rise	7	24
""	from Lower East Side poverty.		
""			
8	THE STORIES OF JOHN CHEEVER, by John Cheever. (Knopf, $15.) Visions of	5	5
""	lost moral order amid contemporary domestic disarray.		
""			
9	BRIGHT FLOWS THE RIVER, by Taylor Caldwell. (Doubleday, $10.95.) The	10	11
""	angsts of a man confined to a sanitarium.		
""			
10	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $6.95.) Messiah	8	78
""	barnstorms Middle America.		
""			
11	THE COUP, by John Updike. (Knopf, $8.95.) A comedy of incongruities set in	13	3
""	modern Africa.		
""			
12	WIFEY, by Judy Blume. (Putnam's, $8.95.) A woman's search for emotional	--	8
""	identity.		
""			
13	PRELUDE TO TERROR, by Helen MacInnes (Harcourt Brace Jovanovich, $10.)	11	16
""	An art consultant amid an international conspiracy.		
""			
14	EYE OF THE NEEDLE, by Ken Follett. (Arbor House, $8.95.) Nazi spy vs. British	14	23
""	professor in a World War II thriller.		
""			
15	THE STAND, by Stephen King. (Doubleday, $12.95.) Terrible disease sweeps	--	1
""	across the United States.		
This	January 21, 1979	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MOMMIE DEAREST, by Christina Crawford. (Morrow, $9.95.) Life with Joan	2	10
""	Crawford.		
""			
2	A DISTANT MIRROR, by Barbara W. Tuchman. (Knopf, $15.95.) The calamitous	3	16
""	14th century.		
""			
3	IF LIFE IS A BOWL OF CHERRIES -- WHAT AM I DOING IN THE PITS?  by	4	35
""	Erma Bombeck. (McGraw-Hill, $7.95.) More domestic drolleries.		
""			
4	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	1	53
""	$17.50.) All about the little people.		
""			
5	AMERICAN CAESAR, by William Manchester. (Little, Brown, $15.) The life of	5	16
""	Douglas MacArthur.		
""			
6	FAERIES, described and illustrated by Brian Froud and Alan Lee. (Harry N.	7	10
""	Abrams, $14.95.) Life in a world of magic.		
""			
7	IN SEARCH OF HISTORY, by Theodore H. White. (Harper & Row, $12.95.) A	6	16
""	journalist's memoirs.		
""			
8	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	8	55
""	For fun and health.		
""			
9	TUTANKHAMUN: The Untold Story, by Thomas Hoving. (Simon & Schuster,	10	5
""	$12.95.) Howard Carter's relations with the Metropolitan Museum.		
""			
10	JACKIE OH! by Kitty Kelley. (Holt, $14.95.) A gossipy biography of Jacqueline	12	11
""	Kennedy Onassis.		
""			
11	THE BUCHWALD STOPS HERE, by Art Buchwald. (Putnam's, $9.95.) More	14	5
""	collected columns by the satirical pundit.		
""			
12	NURSE, by Peggy Anderson. (St. Martin's Press, $10.95.) The personal and	--	1
""	professional life of a nurse in a metropolitan hospital.		
""			
13	ROBERT KENNEDY AND HIS TIMES, by Arthur M. Schlesinger, Jr. (Houghton	--	14
""	Mifflin, $19.95.) The politician and the forces that shaped him.		
""			
14	WANDERINGS, by Chaim Potok. (Knopf, $17.95.) Four thousand years of Jewish	--	1
""	history.		
""			
15	THE ANN LANDERS ENCYCLOPEDIA A TO Z, by Ann Landers. (Doubleday,	11	6
""	$17.50.) Advice on everyday problems by the syndicated columnist.		
