This	April 2, 1978	Last	Weeks
Week	Fiction	Week	On List
""			
1	BLOODLINE, by Sidney Sheldon. (Morrow, $9.95.) Love and high financial	1	8
""	intrigue on three continents.		
""			
2	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	3	46
""	family saga.		
""			
3	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	2	28
""	in pre-Hobbit days.		
""			
4	SCRUPLES, by Judith Krantz. (Crown, $10.) Woman's rise in the fashion world.	5	4
""			
5	WHISTLE, by James Jones. (Delacorte, $10.95.) Final Volume of Jones's World	--	1
""	War II trilogy; honest and moving.		
""			
6	THE HUMAN FACTOR, by Graham Greene. (Simon & Schuster, $9.95.) Spy	15	2
""	novel with the Greene touch.		
""			
7	THE WOMEN'S ROOM, by Marilyn French. (Summit Books, $10.95.) Woman's	4	17
""	rough road to liberation.		
""			
8	THE HONORABLE SCHOOLBOY, by John le Carré. (Knopf, $10.) Espionage in	7	26
""	Hong Kong.		
""			
9	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	6	42
""	barnstorms Middle America.		
""			
10	THE PLAGUE DOGS, by Richard Adams. (Knopf, $10.95.) Cops and	--	1
""	dogknappers in Southern California.		
""			
11	THE BLACK MARBLE, by Joseph Wambaugh. (Delacorte, $9.95.) Cops and	8	14
""	dogknappers in Southern California.		
""			
12	RACHEL, THE RABBI'S WIFE, by Sylvia Tenenbaum. (Morrow, $9.95.) Keeping	9	6
""	the faith in suburbia.		
""			
13	DREAMS DIE FIRST, by Harold Robbins. (Simon & Schuster, $9.95.) Hustler-type	10	23
""	girlie magazine publisher.		
""			
14	BEGGARMAN, THIEF, by Irwin Shaw. (Delacorte, $9.95.) The next generation of	--	23
""	Jordaches takes over.		
""			
15	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	11	34
""	erotica written for a wealthy patron.		
This	April 2, 1978	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE COMPLETE BOOK OF RUNNING, by James F. Fixx. (Random House, $10.)	2	19
""	For fun and health.		
""			
2	THE ENDS OF POWER, by H.R. Halderman with Joseph DiMona. (Times Books,	1	4
""	$12.95.) Watergate, etc. by the former Presidential aide.		
""			
3	MY MOTHER/MY SELF, by Nancy Friday. (Delacorte, $9.95.) A study of the	6	9
""	mother and daughter relationship.		
""			
4	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	4	31
""	$10.) More adventures of a Yorkshire vet.		
""			
5	GNOMES, text by Wil Huygen, illustrated by Rien Poortvliet. (Harry N. Abrams,	3	18
""	$14.95.) Everything you wanted to know about the little people.		
""			
6	THE AMITYVILLE HORROR, by Jay Anson. (Prentice-Hall, $7.95.) Haunted	5	22
""	house in suburbia.		
""			
7	THE WOMAN'S DRESS FOR SUCCESS BOOK, by John Malloy. (Follett, $9.95.)	10	16
""	Female guide to tasteful apparel.		
""			
8	THE SECOND RING OF POWER, by Carlos Castaneda. (Simon & Schuster,	7	16
""	$9.95.) Sorceress tests Castaneda.		
""			
9	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	9	39
""	to get yours.		
""			
10	COMING INTO THE COUNTRY, by John McPhee. (Farrar, Straus & Giroux,	8	11
""	$10.95.) The last of the big country - Alaska.		
""			
11	DESIGNING YOUR FACE, by Way Bandy. (Random House, $8.95.) How to use	12	15
""	cosmetics.		
""			
12	INNER SKIING, by W. Timothy Gallwey and Robert Kriegel. (Random House,	15	10
""	$8.95.) Improving your mental attitude.		
""			
13	ARNOLD: The Education of a Body Builder, by Arnold Schwarzenegger and	11	9
""	Douglas Kent Hall. (Simon & Schuster, $9.95.) Tips from the superstar of		
""	"""Pumping Iron."""		
""			
14	ADRIEN ARPEL'S THREE-WEEK CRASH MAKEOVER, SHAPEOVER BEAUTY	--	1
""	PROGRAM, by Adrien Arpel. (Antheneum, $11.95.) Advice from the head of an		
""	international cosmetics corporation.		
""			
15	THE COUNTRY DIARY OF AN EDWARDIAN LADY, by Edith Holden. (Holt,	14	21
""	$14.95.) Record kept y a nature-lover and illustrator.		
