This	November 7, 1971	Last	Weeks
Week	Fiction	Week	On List
""			
1	WHEELS, by Arthur Hailey. (Doubleday and Company.)	2	6
""			
2	THE DAY OF THE JACKAL, by Frederick Forsyth. (Viking Press, Inc.)	1	10
""			
3	THE EXORCIST, by William Peter Blatty. (Harper and Row.)	3	21
""			
4	MESSAGE FROM MALAGA, by Helen MacInnes. (Harcourt Brace Jovanovich.)	4	6
""			
5	THE SHADOW OF THE LYNX, by Victoria Holt. (Doubleday.)	6	17
""			
6	THE OTHER, by Thomas Tryon. (Alfred a Knopf.)	7	21
""			
7	THEIRS WAS THE KINGDOM, by R.F. Delderfield. (Simon and Schuster.)	5	7
""			
8	THE DRIFTERS, by James A. Michener. (Random House.)	8	20
""			
9	BEAR ISLAND, by Alistair MacLean. (William Collins Sons and Co.)	--	1
""			
10	DEATH OF THE FOX, by George P. Garrett. (Doubleday and Company, Inc.)	--	1
This	November 7, 1971	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	BURY MY HEART AT WOUNDED KNEE, by Dee Brown. (Holt, Rinehart and		
1		1	35
""	Winston.)		
""			
2	ANY WOMAN CAN!, by David Reuben, M.D. (David McKay Company, Inc.)	2	6
""			
3	WITHOUT MARX OR JESUS, by Jean-Francois Revel. (Doubleday and Co.)	6	4
""			
4	HONOR THY FATHER, by Gay Talese. (World Publishing.)	--	1
""			
""	ELEANOR AND FRANKLIN, by Joseph P. Lash. (W.W. Norton and Company,		
5		7	2
""	Inc.)		
""			
6	BEYOND FREEDOM AND DIGNITY, by B. F. Skinner. (Alfred A. Knopf, Inc.)	3	4
""			
7	THE GIFT HORSE, by Hildegard Knef. (McGraw-Hill.)	4	14
""			
8	THE RA EXPEDITIONS, by Thor Heyerdahl. (Doubleday and Co.)	5	9
""			
9	THE LAST WHOLE EARTH CATALOG. (Portola Institute.)	--	1
""			
10	"THE SENSUOUS MAN, by ""M"" (Lyle Stuart, Inc.)"	8	35
