This	September 25, 1977	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE THORN BIRDS, by Colleen McCullough. (Harper & Row, $9.95.) Australian	1	19
""	family saga.		
""			
2	ILLUSIONS, by Richard Bach. (Delacorte/Eleanor Friede, $5.95.) Messiah	2	15
""	barnstorms Middle America.		
""			
3	THE SILMARILLION, by J.R.R. Tolkien. (Houghton Mifflin, $10.95.) Middle Earth	--	1
""	in pre-Hobbit days.		
""			
4	THE CRASH OF '79, by Paul E. Erdman. (Simon & Schuster, $8.95.) Sheiks, oil,	4	41
""	International intrigue and skullduggery.		
""			
5	DYNASTY, by Robert S. Elegant. (McGraw-Hill, $10.95.) Saga of a Eurasian	3	6
""	family in Hong Kong over three generations.		
""			
6	COMA, by Robin Cook. (Little, Brown, $8.95.) Manchurian horror at the Boston	7	4
""	Memorial Hospital.		
""			
7	DELTA OF VENUS, by Anais Nin. (Harcourt Brace Jovanovich, $10.) Elegant	6	8
""	erotica written for a wealthy patron.		
""			
8	THE INVESTIGATION, by Dorothy Uhnak. (Simon & Schuster, $9.95.) Woman	9	3
""	accused of murdering her children.		
""			
9	THE SECOND DEADLY SIN, by Lawrence Sanders. (Putnam's, $9.95.) Cop	11	2
""	tracks down a painter's murderer.		
""			
10	FULL DISCLOSURE, by William Safire. (Doubleday, $10.95.) President goes	5	10
""	blind; White House intrigue.		
""			
11	OLIVER'S STORY, by Erich Segal. (Harper & Row, $7.95.) Tearless but well-	8	29
""	"meaning sequel to ""Love Story."""		
""			
12	CONDOMINIUM, by John D. MacDonald. (J.B. Lippincott, $10.) Disaster hits	10	23
""	Leisure Village.		
""			
13	THE RICH ARE DIFFERENT, by Susan Howatch. (Simon & Schuster, $11.50.)	12	5
""	They have more money.		
""			
14	FALCONER, by John Cheever. (Knopf, $7.95.) Stunning prison novel of escape	14	25
""	and redemption.		
""			
15	DANIEL MARTIN, by John Fowles. (Little, Brown, $12.95.) English screenwriter	--	1
""	reviews his life.		
This	September 25, 1977	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THINGS WISE AND WONDERFUL, by James Herriot. (St. Martin's Press,	1	4
""	$10.) More adventures of a Yorkshire vet.		
""			
2	YOUR ERRONEOUS ZONES, by Dr. Wayne W. Dyer. (Funk & Wagnalls, $6.95.)	3	57
""	Breezy self-help pep talk.		
""			
3	LOOKING OUT FOR NUMBER ONE, by Robert Ringer. (Cromwell, $9.95.) How	2	12
""	to get yours.		
""			
4	THE BOOK OF LISTS, by David Wallechhinsky, Irving Wallace and Amy Wallace.	4	15
""	(Morrow, $10.95.) Facts that entertain.		
""			
5	THE DRAGONS OF EDEN, by Carl Sagan. (Random House, $8.95.) How human	5	15
""	intelligence evolved: a scientist's speculation.		
""			
6	THE CAMERA NEVER BLINKS, by Dan Rather with Mickey Herskowitz. (Morrow,	6	9
""	$10.) TV newsman's story.		
""			
7	ROOTS, by Alex Haley. (Doubleday, $12.50.) One man's family and an important	14	46
""	document of Black History.		
""			
8	VIVIEN LEIGH, by Anne Edwards. (Simon & Schuster, $9.95.) A tragic heroine,	8	10
""	born to please.		
""			
9	IT DIDN'T START WITH WATERGATE, by Victor Lasky. (Dial, $10.) The	7	16
""	Democrats did it too.		
""			
10	THE POSSIBLE DREAM, by Charles Paul Conn. (Revell, $6.95.) Story of the	10	3
""	Amway Corporation.		
""			
11	THE PATH BETWEEN THE SEAS, by David McCullough. (Simon & Schuster,	9	7
""	$14.95.) The Panama Canal Story.		
""			
12	HOW TO TAKE CHARGE OF YOUR LIFE, by Milfred Newman and Bernard	13	3
""	Berkowitz. (Harcourt Brace Jovanovich, $5.95.) Advice for the failure-prone.		
""			
13	MONTY, by Robert LaGuardia. (Arbor House, $12.95.) Life of the actor	--	1
""	Montgomery Clift.		
""			
14	A SEASON IN THE SUN, by Roger Kahn. (Harper & Row, $8.95.) Account of a	--	1
""	baseball year.		
""			
15	FISHBAIT: The Memoirs of the Congressional Doorkeeper, by William Miller, as	12	11
""	told to Frances Spatz Leighton. (Prentice-Hall, $12.50.) Capitol Hill tell-all.		
