This	February 22, 1970	Last	Weeks
Week	Fiction	Week	On List
""			
""	THE FRENCH LIEUTENANT'S WOMAN, by John Fowles. (Little, Brown and		
1		2	13
""	Company.)		
""			
2	THE GODFATHER, by Mario Puzo. (G. P. Putnam's Sons.)	1	48
""			
3	THE HOUSE ON THE STRAND, by Daphne du Maurier. (Doubleday and Co.)	3	20
""			
4	TRAVELS WITH MY AUNT, by Graham Greene. (Viking Press.)	8	4
""			
5	MR. SAMMLERS PLANET, by Saul Bellow. (Viking Press.)	--	1
""			
6	FIRE FROM HEAVEN, by Mary Renault. (Pantheon/Random House,)	7	10
""			
7	THE INHERITORS, by Harold Robbins. (Trident Press.)	4	13
""			
""	THE GANG THAT COULDN'T SHOOT STRAIGHT, by Jimmy Breslin. (Viking		
8		6	6
""	Books.)		
""			
9	IN THIS HOUSE OF BREDE, by Rumer Godden. (Viking Press.)	9	19
""			
10	PUPPET ON A CHAIN, by Alistair MacLean. (Doubleday and Company, Inc.)	5	11
This	February 22, 1970	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SELLING OF THE PRESIDENT 1968, by Joe McGinniss. (Trident		
1		1	18
""	Press/Simon and Schuster.)		
""			
""	EVERYTHING YOU ALWAYS WANTED TO KNOW ABOUT SEX, by Dr. David		
2		3	5
""	Reuben. (David McKay and Company.)		
""			
""	THE PETER PRINCIPLE, by Laurence J. Peter and Raymond Hull. (William		
3		2	41
""	Morrow and Co.)		
""			
4	MARY QUEEN OF SCOTS, by Antonia Fraser. (Delacorte Press.)	8	11
""			
""	THE AMERICAN HERITAGE DICTIONARY OF THE ENGLISH LANGUAGE.		
5		5	20
""	(American Heritage Publishing Co.)		
""			
""	THE GRAHAM KERR COOKBOOK, by the Galloping Gourmet and Hubert		
6		6	10
""	Sieben. (Doubleday.)		
""			
7	IN SOMEONE'S SHADOW, by Rod McKuen. (Random House.)	--	6
""			
8	RUFFLES AND FLOURISHES, by Liz Carpenter. (Doubleday and Co., Inc.)	9	2
""			
""	THE COLLAPSE OF THE THIRD REPUBLIC, by William L. Shirer. (Simon and		
9		7	13
""	Schuster.)		
""			
""	AMBASSADOR'S JOURNAL, by John Kenneth Galbraith. (Houghton Mifflin		
10		--	13
""	Company.)		
