This	September 19, 1971	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE EXORCIST, by William Peter Blatty. (Harper and Row.)	1	14
""			
2	THE OTHER, by Thomas Tryon. (Alfred a Knopf.)	2	14
""			
3	THE DAY OF THE JACKAL, by Frederick Forsyth. (Viking Press, Inc.)	3	3
""			
4	THE SHADOW OF THE LYNX, by Victoria Holt. (Doubleday.)	4	10
""			
5	THE DRIFTERS, by James A. Michener. (Random House.)	5	13
""			
6	ON INSTRUCTIONS OF MY GOVERNMENT, by Pierre Salinger. (Doubleday.)	8	8
""			
7	THE PASSIONS OF THE MIND, by Irving Stone. (Doubleday and Company.)	7	26
""			
8	THE BELL JAR, by Sylvia Plath. (Harper and Row.)	9	20
""			
9	PENMARRIC, by Susan Howatch. (Simon & Schuster.)	6	16
""			
10	THE NEW CENTURIONS, by Joseph Wambaugh. (Little, Brown and Company.)	10	31
This	September 19, 1971	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	BURY MY HEART AT WOUNDED KNEE, by Dee Brown. (Holt, Rinehart and		
1		1	28
""	Winston.)		
""			
2	AMERICA, INC, by Morton Mintz and Jerry S. Cohen. (Dial Press.)	5	12
""			
3	THE GIFT HORSE, by Hildegard Knef. (McGraw-Hill.)	4	7
""			
4	"THE SENSUOUS MAN, by ""M"" (Lyle Stuart, Inc.)"	2	29
""			
5	THE FEMALE EUNUCH, by Germaine Greer. (McGraw-Hill Book Company.)	3	19
""			
6	THE RA EXPEDITIONS, by Thor Heyerdahl. (Doubleday and Co.)	--	2
""			
7	BOSS, by Mike Royko. (Dutton Books and Co., Inc.)	6	25
""			
8	CAPONE, by John Kobler. (G.P. Putnam's Sons.)	7	9
""			
""	DO YOU SINCERELY WANT TO BE RICH?, by Charles Raw, Bruce Page and		
9		--	2
""	Godfrey Hodgson. (Viking.)		
""			
10	MADAME, by Patrick O'Higgins. (Viking Press.)	--	1
