This	May 5, 1974	Last	Weeks
Week	Fiction	Week	On List
""			
1	WATERSHIP DOWN,  by Richard Adams. (Macmillian, $6.95.) The peerless rabbit	2	4
""	saga back for a holiday-season reprise.		
""			
2	BURR, by Gore Vidal. (Random House, $8.95.) A wicked entertainment about the	1	25
""	conventional textbook villain.		
""			
3	"JAWS, Peter Benchley. (Doubleday, $6.95.) ""Better close for winter, Caleb. Big"	4	9
""	"shark et up all the summer people."""		
""			
4	THE SNARE OF THE HUNTER, by Helen MacInnes. (Harcourt Brace Jovanovich,	3	9
""	$7.50.) Thrust and counterthrust, chases and Byzantine maneuvers and a reliable		
""	pro at work.		
""			
5	THE FAN CLUB, by Irving Wallace. (Simon & Schuster, $9.95.) Four men act out	6	3
""	their boring sexual fantasies.		
""			
6	THE PARTNERS, by Louis Auchincloss. (Houghton Mifflin, $6.95.) The gentle	5	7
""	moralist of Wall Street charts the destinies within a big law firm.		
""			
7	YOU AND ME BABE, by Chuck Barris. (Harper's Magazine Press, $6.95.) Drearily	--	1
""	predictable story of a TV producer whose marriage breaks up when he strikes it		
""	rich.		
""			
8	I HEARD THE OWL CALL MY NAME, by Margaret Craven. (Doubleday, $4.95.) A	9	8
""	dying young Anglican priest living among Pacific coast Indians learns from their		
""	culture.		
""			
9	COME NINEVEH, COME TYRE, by Allen Drury. (Doubleday, $8.95.) Another	7	24
""	political melodrama, this time about a dim-witted President and a pacifist cabal.		
""			
10	TUESDAY THE RABBI SAW RED, by Harry Kemelman. (Arthur Fields	8	5
""	Books/Dutton, $6.95.) Rabbi Small applies Talmudic ratiocination to solve a		
""	murder on campus.		
This	May 5, 1974	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"PLAIN SPEAKING, by Merle Miller. (Putnam's, $8.95.) An ""oral biography"" of"	2	15
""	Harry Truman, with some salty opinions on a variety of things.		
""			
2	YOU CAN PROFIT FROM A MONETARY CRISIS, Harry Browne. (Macmillian,	1	11
""	$8.95.) Investment strategies that will allegedly keep you solvent.		
""			
3	TIMES TO REMEMBER, by Rose Fitzgerald Kennedy. (Doubleday, $12.50.) As	3	5
""	the twigs were bent, Kennedy-style, by the Founding Mother.		
""			
4	MANAGEMENT, by Peter F. Drucker. (Harper & Row, $15.) A rather ponderous	5	8
""	but ambitious attempt to systematize the study of management.		
""			
5	HOW TO BE YOUR OWN BEST FRIEND, by Mildred Newman, Bernard	4	41
""	Berkowitz with Jean Owen. (Random House, $4.95.) Stop defeating yourself and		
""	start living!		
""			
6	ALISTAIR COOKE'S AMERICA, by Alistair Cooke. (Knopf, $15.) The debonair	6	25
""	television commentator's ramble through American history.		
""			
7	WORKING, by Studs Terkel. (Pantheon, $10.) Sociological poetry in which people	8	4
""	talk about their jobs.		
""			
8	THE JOY OF SEX, by Alex Comfort. (Crown, $12.95.) Sophisticated eroticism but	7	72
""	basically just another how-to.		
""			
9	THOMAS JEFFERSON, by Fawn Broodie. (Norton, $12.50.) Speculative but	--	1
""	generally convincing portrait of the inner Jefferson.		
""			
10	ALIVE: The Story of the Andes Survivors, by Piers Paul Read. (Lippincott, $10.) A	9	2
""	powerful tale of survival.		
