This	February 14, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	SOUTHERN CROSS, by Patricia Cornwell. (Putnam, $25.95.) A former police	1	3
""	chief finds herself summoned to Richmond to clean up scandalous conditions.		
""			
2	IN DANGER'S PATH, by W. E. B. Griffin. (Putnam, $24.95.) During World War II,	3	3
""	Fleming Pickering, a Marine officer, performs perilous missions in the Pacific.		
""			
3	SEIZE THE NIGHT, by Dean Koontz. (Bantam, $26.95.) A man who can live only	2	5
""	at night tracks children who have mysteriously disappeared in a California town.		
""			
4	A MAN IN FULL, by Tom Wolfe. (Farrar, Straus & Giroux, $28.95.) Life in Atlanta	4	13
""	on the cusp of the millennium, as Old South values collide with a new world.		
""			
5	BILLY STRAIGHT, by Jonathan Kellerman. (Random House, $25.95.) A 12-year-	5	5
""	old boy witnesses a murder.		
""			
6	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	8	8
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school of		
""	witchcraft.		
""			
7	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	7	16
""	female characters narrate this novel set in the Belgian Congo.		
""			
8	THE CAT WHO SAW STARS, by Lilian Jackson Braun. (Putnam, $22.95.) Jim	6	3
""	Qwilleran's vacation is upset when his feline friends contend with U.F.O.'s.		
""			
9	AMSTERDAM, by Ian McEwan. (Talese/Doubleday, $21.) The death of a woman	13	4
""	they both loved has far-reaching consequences for a composer and an editor.		
""			
10	ANGELS FLIGHT, by Michael Connelly. (Little, Brown, $25.) Harry Bosch	9	5
""	investigates the murder of a lawyer.		
""			
11	THE SIMPLE TRUTH, by David Baldacci. (Warner, $25.) The appeal by a man	11	11
""	serving a life sentence for murder creates chaos in Washington's legal community.		
""			
12	WHEN THE WIND BLOWS, by James Patterson. (Little, Brown, $25.) A young girl	10	14
""	helps a widow and an F.B.I. agent uncover a deadly plot.		
""			
13	A NIGHT WITHOUT ARMOR, by Jewel Kilcher. (HarperCollins, $15.) The singer-	15	19
""	songwriter's poems.		
""			
14	BAG OF BONES, by Stephen King. (Scribner, $28.) A series of terrifying events	--	18
""	besets a best-selling novelist.		
""			
15	RAINBOW SIX, by Tom Clancy. (Putnam, $27.95.) John Clark, heading a task	12	25
""	force, probes terrorist incidents.		
""			
16	WHILE I WAS GONE, by Sue Miller. (Knopf, $24.) A small-town veterinarian, the	--	1
This	February 14, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	9
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	69
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	BLIND MAN'S BLUFF, by Sherry Sontag and Christopher Drew with Annette	3	11
""	Lawrence Drew. (Public Affairs, $25.) American submarine espionage.		
""			
4	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	4	11
""	account of the 20th century.		
""			
5	PLAYING FOR KEEPS, by David Halberstam. (Random House, $24.95.) The life	--	1
""	and times of Michael Jordan.		
""			
6	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	9	4
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
7	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	7	20
""	$22.) How a murderer helped compile the Oxford English Dictionary.		
""			
8	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	5	110
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
9	THE ENDURANCE, by Caroline Alexander. (Knopf, $29.95.) Ernest Shackleton's	10	9
""	1914 Antarctic expedition.		
""			
10	CONVERSATIONS WITH GOD: Book 3, by Neale Donald Walsch. (Hampton	6	13
""	Roads, $22.95.) More discussions of moral questions.		
""			
11	WHY NOT ME? by Al Franken. (Delacorte, $23.95.) The comedian gives a	14	3
""	satirical account of his Presidential campaign in the year 2000 and his		
""	Administration.		
""			
12	A WALK IN THE WOODS, by Bill Bryson. (Broadway, $25.) A journalist hikes the	12	34
""	Appalachian Trail.		
""			
13	THE DEATH OF OUTRAGE, by William J. Bennett. (Free Press, $20.) The former	11	20
""	Secretary of Education takes a critical view of the Clinton Presidency.		
""			
14	CARELESS LOVE, by Peter Guralnick. (Little, Brown, $27.95.) From Army service	--	2
""	in 1958 to his death in 1977: the conclusion of a biography of Elvis Presley.		
""			
15	ANGELA'S ASHES, by Frank McCourt. (Scribner, $25.) An Irish-American writer	15	114
""	recalls his childhood.		
