This	October 4, 1998	Last	Weeks
Week	Fiction	Week	On List
""			
1	RAINBOW SIX, by Tom Clancy. (Putnam, $27.95.) John Clark, heading an	1	7
""	international task force, investigates terrorist incidents in Switzerland, Germany		
""	and Spain.		
""			
2	THE LOOP, by Nicholas Evans. (Delacorte, $25.95.) A biologist finds herself	5	2
""	facing professional and romantic problems while trying to protect wolves in		
""	Montana.		
""			
3	TELL ME YOUR DREAMS, by Sidney Sheldon. (Morrow, $26.) A series of brutal	2	4
""	murders that may involve three young women leads to a bizarre trial.		
""			
4	I KNOW THIS MUCH IS TRUE, by Wally Lamb. (Regan Books/HarperCollins,	3	14
""	$27.50.) A troubled man must care for his schizophrenic identical-twin brother and		
""	face the nightmares that have bedeviled their family.		
""			
5	NO SAFE PLACE, by Richard North Patterson. (Knopf, $25.95.) The perils	4	4
""	suffered by a senator running for President in the year 2000.		
""			
6	MEMOIRS OF A GEISHA, by Arthur Golden. (Knopf, $25.) The life of a young	6	45
""	woman growing up in Kyoto who has to reinvent herself after World War II begins.		
""			
7	SUMMER SISTERS, by Judy Blume. (Delacorte, $21.95.) Two young women from	7	18
""	very different backgrounds come of age together on Martha's Vineyard.		
""			
8	FIELD OF THIRTEEN, by Dick Francis. (Putnam, $24.95.) Thirteen stories of	12	2
""	suspense that center on the world of horse racing.		
""			
9	MESSAGE IN A BOTTLE, by Nicholas Sparks. (Warner, $20.) After finding a	9	24
""	seaborne bottle containing an enigmatic letter, a divorced woman encounters love.		
""			
10	THE FIRST EAGLE, by Tony Hillerman. (HarperCollins, $25.) Two Navajo	8	8
""	policemen pursue a mysterious killer -- a plague or a person? -- in the Southwest.		
""			
11	BRIDGET JONES'S DIARY, by Helen Fielding. (Viking, $22.95.) A year in the life	13	16
""	of a 30-something single woman in London.		
""			
12	A NIGHT WITHOUT ARMOR, by Jewel Kilcher. (HarperCollins, $15.) The singer-	11	11
""	songwriter's poems contemplate love, family, Alaska and life on the road.		
""			
13	FLASH, by Jayne Ann Krentz. (Pocket, $24.) A woman who has inherited a	--	1
""	business must join forces with an unlikely partner to contend with a blackmailer.		
""			
14	POINT OF ORIGIN, by Patricia Cornwell. (Putnam, $25.95.) Dr. Kay Scarpetta	10	11
""	battles an old enemy, a serial killer who has escaped and is resuming her crimes.		
""			
15	DAY OF CONFESSION, by Allan Folsom. (Little, Brown, $25.) A Hollywood	--	1
""	lawyer, in Rome to claim the body of his brother, a priest who has reportedly died		
This	October 4, 1998	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DEATH OF OUTRAGE, by William J. Bennett. (Free Press, $20.) The former	3	4
""	Secretary of Education takes a critical view of the Clinton Presidency.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	50
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	THE TEN COMMANDMENTS, by Laura Schlessinger and Stewart Vogel. (Cliff	5	2
""	Street/HarperCollins, $24.) The radio psychologist and a rabbi discuss the		
""	significance of the Ten Commandments in contemporary life.		
""			
4	THE DAY DIANA DIED, by Christopher Andersen. (Morrow, $27.) An account of	1	6
""	the events surrounding the death of the Princess of Wales.		
""			
5	HIGH CRIMES AND MISDEMEANORS, by Ann H. Coulter. (Regnery, $24.95.) A	8	2
""	lawyer states the case for the impeachment of President Clinton.		
""			
6	HIS BRIGHT LIGHT, by Danielle Steel. (Delacorte, $25.) The novelist recalls the	10	2
""	life of her son Nick Traina, who suffered from manic depression and died at 19.		
""			
7	A WALK IN THE WOODS, by Bill Bryson. (Broadway, $25.) A journalist finds	6	17
""	beauty and humor while hiking the Appalachian Trail.		
""			
8	A PIRATE LOOKS AT FIFTY, by Jimmy Buffett. (Random House, $24.95.)	4	16
""	Traveling from Florida to the Amazon, the singer-songwriter reflects on his life.		
""			
9	ANGELA'S ASHES, by Frank McCourt. (Scribner, $25.) An Irish-American writer	7	107
""	recalls his childhood amid the miseries of Limerick.		
""			
10	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	9	94
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
11	WE ARE OUR MOTHERS' DAUGHTERS, by Cokie Roberts. (Morrow, $19.95.)	12	22
""	The television news anchor's personal reflections on women.		
""			
12	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	--	1
""	$22.) How an American who was a certified lunatic and a murderer helped James		
""	Murray compile the Oxford English Dictionary.		
""			
13	THE GIFTS OF THE JEWS, by Thomas Cahill. (Talese/ Doubleday, $23.50.)	13	25
""	What Western civilization owes an ancient nomadic tribe.		
""			
14	DIANA: Portrait of a Princess, by Jayne Fincher and Judy Wade. (Callaway/Simon	--	3
""	& Schuster, $35.) More than 500 photographs of the Princess of Wales.		
""			
15	I AM JACKIE CHAN, by Jackie Chan with Jeff Yang. (Ballantine, $24.95.) From	--	1
""	child of refugees in Hong Kong to movie star in Hollywood: an autobiography.		
