This	July 4, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	1	2
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
2	WHITE OLEANDER, by Janet Fitch. (Little, Brown, $24.) The ordeals of growing	3	7
""	up as experienced by a teen-age girl whose single mother murders a lover.		
""			
3	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	2	3
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
4	MOTHER OF PEARL, by Melinda Haynes. (Hyperion, $23.95.) The lives of a 28-	--	1
""	year-old black man and a 15-year-old white girl converge in Petal, Miss., in the		
""	1950's.		
""			
5	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	9	20
""	a burned-out lawyer and a young woman who works as a missionary in the jungles		
""	of Brazil are brought together by a startling secret.		
""			
6	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	5	28
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
7	STAR WARS: Episode I -- The Phantom Menace, by Terry Brooks.	4	7
""	(Lucas/Ballantine, $25.) How it all began for Anakin Skywalker (a k a Darth		
""	Vader).		
""			
8	THE GIRL WHO LOVED TOM GORDON, by Stephen King. (Scribner, $16.95.)	10	11
""	When a young girl gets lost in the woods, she is saved by her spiritual association		
""	with a relief pitcher for the Boston Red Sox.		
""			
9	BEYOND THE GREAT SNOW MOUNTAINS, by Louis L'Amour. (Bantam,	15	6
""	$16.95.) Ten short stories ranging from the Old West to Hollywood to Siberia.		
""			
10	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $17.) The	6	171
""	problems of finding your way through life; in verse and pictures.		
""			
11	CERTAIN PREY, by John Sandford. (Putnam, $24.95.) Lucas Davenport pursues	8	6
""	a woman who is a longtime successful paid killer.		
""			
12	DANGEROUS KISS, by Jackie Collins. (Simon & Schuster, $25.) Lucky	11	3
""	Santangelo copes with many problems as she tracks down the killer of a member		
""	of her family.		
""			
13	EAST OF THE MOUNTAINS, by David Guterson. (Harcourt Brace, $25.) A man	13	9
""	with cancer returns to the eastern Washington of his youth to commit suicide.		
""			
14	WE'LL MEET AGAIN, by Mary Higgins Clark. (Simon & Schuster, $25.) A woman	7	9
This	July 4, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	29
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
2	SHADOW, by Bob Woodward. (Simon & Schuster, $27.50.) How the Watergate	--	1
""	scandal affected the Administrations of Richard Nixon's five successors.		
""			
3	EVERY MAN A TIGER, by Tom Clancy with Chuck Horner. (Putnam, $27.95.) The	3	6
""	novelist and a retired Air Force general examine the Persian Gulf war.		
""			
4	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	89
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
5	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	9	31
""	account of the 20th century.		
""			
6	THE MAJORS, by John Feinstein. (Little, Brown, $25.) A journalist reports on the	6	12
""	1998 major golf tournaments.		
""			
7	CINDERELLA STORY, by Bill Murray with George Peper. (Doubleday, $19.95.)	7	4
""	Golfing adventures.		
""			
8	I AIN'T GOT TIME TO BLEED, by Jesse Ventura. (Villard, $19.95.) Reflections on	4	4
""	politics and other subjects.		
""			
9	COMRADES, by Stephen E. Ambrose. (Simon & Schuster, $21.) A celebration of	--	1
""	male friendships by the historian and biographer.		
""			
10	ENCORE PROVENCE, by Peter Mayle. (Knopf, $23.) Further experiences in the	8	4
""	south of France.		
""			
11	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	11	24
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
12	BETRAYAL, by Bill Gertz. (Regnery, $27.95.) A reporter charges that the Clinton	5	6
""	Administration has undermined America's security.		
""			
13	ALL TOO HUMAN, by George Stephanopoulos. (Little, Brown, $27.95.) The	15	14
""	former adviser to President Clinton recalls his years in the White House.		
""			
14	A GOLFER'S LIFE, by Arnold Palmer with James Dodson. (Ballantine, $26.95.)	--	1
""	The autobiography of golf's most charismatic champion.		
""			
15	DEADLINES AND DATELINES, by Dan Rather. (Morrow, $23.) Essays about the	--	1
""	events and personalities of the 1990's by the television news anchor.		
""			
16	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) An American writer	10	11
