This	July 25, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	1	5
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
2	GRANNY DAN, by Danielle Steel. (Delacorte, $19.95.) A woman learns about her	2	2
""	grandmother's Russian past.		
""			
3	WHITE OLEANDER, by Janet Fitch. (Little, Brown, $24.) The ordeals of growing	4	10
""	up as experienced by a teen-age girl whose single mother murders a lover.		
""			
4	MOTHER OF PEARL, by Melinda Haynes. (Hyperion, $23.95.) The lives of a 28-	3	4
""	year-old black man and a 15-year-old white girl converge in Petal, Miss., in the		
""	1950's.		
""			
5	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	5	6
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
6	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	6	31
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
7	A VERY STRANGE TRIP, by L. Ron Hubbard and Dave Wolverton. (Bridge, $25.)	11	2
""	An Army truck driver transports a contraband Russian time machine.		
""			
8	STAR WARS: Episode I -- The Phantom Menace, by Terry Brooks.	12	10
""	(Lucas/Ballantine, $25.) How it all began for Anakin Skywalker (a k a Darth		
""	Vader).		
""			
9	LAKE NEWS, by Barbara Delinsky. (Simon & Schuster, $24.) To escape a	8	3
""	scandal in the big city, a talented singer flees to her seemingly idyllic hometown.		
""			
10	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	9	23
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
11	THE GIRL WHO LOVED TOM GORDON, by Stephen King. (Scribner, $16.95.) A	10	14
""	young girl who is a fan of the Boston Red Sox gets lost in the woods.		
""			
12	MCNALLY'S DILEMMA, by Lawrence Sanders. (Putnam, $24.95.) Archy McNally	--	1
""	investigates the death of a Florida playboy who lived a tangled life.		
""			
13	A NEW SONG, by Jan Karon. (Viking, $24.95.) A clergyman and his wife move	--	10
""	600 miles from home.		
""			
14	THE GIRLS' GUIDE TO HUNTING AND FISHING, by Melissa Bank. (Viking,	13	6
""	$23.95.) The progress of a young New York woman through the terrain of sex and		
""	love.		
This	July 25, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SHADOW, by Bob Woodward. (Simon & Schuster, $27.50.) How the Watergate	1	4
""	scandal affected the Administrations of Richard Nixon's five successors.		
""			
2	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	2	32
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
3	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) The author	3	92
""	recalls his old college mentor.		
""			
4	I AIN'T GOT TIME TO BLEED, by Jesse Ventura. (Villard, $19.95.) Reflections on	5	7
""	politics and other subjects.		
""			
5	THE FIRST WORLD WAR, by John Keegan. (Knopf, $35.) A historian recounts	7	3
""	the 1914-18 conflict from the viewpoint of the strategists and the men in the		
""	trenches.		
""			
6	ENCORE PROVENCE, by Peter Mayle. (Knopf, $23.) Further experiences in the	4	7
""	south of France.		
""			
7	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	6	27
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
8	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) An American writer	10	14
""	remembers a spring and summer spent in the romantic sections of Italy.		
""			
9	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	12	34
""	account of the 20th century.		
""			
10	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	14	16
""	describes how she turned painful experiences into feelings of hope.		
""			
11	CINDERELLA STORY, by Bill Murray with George Peper. (Doubleday, $19.95.)	13	7
""	Golfing adventures.		
""			
12	EVERY MAN A TIGER, by Tom Clancy with Chuck Horner. (Putnam, $27.95.) The	9	9
""	novelist and a retired Air Force general examine the Persian Gulf war.		
""			
13	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	--	119
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
14	ELEANOR ROOSEVELT, by Blanche Wiesen Cook. (Viking, $34.95.) The second	--	1
""	volume of a biography covers her initial years as the nation's First Lady.		
""			
15	DEADLINES AND DATELINES, by Dan Rather. (Morrow, $23.) Essays about the	11	3
""	events and personalities of the 1990's by the television news anchor.		
