This	December 1, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	SCARLETT, by Alexandra Ripley. (Warner, $24.95.) The sequel to Margaret	1	8
""	"Mitchell's ""Gone With the Wind."""		
""			
2	NO GREATER LOVE, by Danielle Steel. (Delacorte, $23.) The sinking of the	2	2
""	Titanic greatly alters the lives and fortunes of Edwina Winfield and her large		
""	family.		
""			
3	NEEDFUL THINGS, by Stephen King. (Viking, $24.95.) A newcomer opens a	3	7
""	shop in Castle Rock, Me., bringing bargains as well as nightmares and disasters		
""	to the town.		
""			
4	THE SUM OF ALL FEARS, by Tom Clancy. (Putnam, $24.95.) Middle Eastern	4	15
""	terrorists edge the world to the brink of nuclear war.		
""			
5	THE SAPPHIRE ROSE, by David Eddings. (Del Rey/Ballantine, $22.) The third	11	2
""	"volume in ""The Elenium,"" a fantasy saga."		
""			
6	COMEBACK, by Dick Francis. (Putnam, $21.95.) A diplomat, returning to his	5	5
""	native Gloucestershire, finds that his past life in horse racing may help save		
""	others.		
""			
7	NIGHT OVER WATER, by Ken Follett. (Morrow, $23.) High drama on a trans-	7	9
""	Atlantic flight after the outbreak of World War II.		
""			
8	REMEMBER, by Barbara Taylor Bradford. (Random House, $22.50.) A television	6	5
""	correspondent takes a trip across Europe to learn the truth about her fiance's		
""	suicide.		
""			
9	THE DOOMSDAY CONSPIRACY, by Sidney Sheldon. (Morrow, $22.) An	9	12
""	American naval officer, assigned to investigate a balloon accident in the Alps, has		
""	to contend with a mysterious force.		
""			
10	SLEEPING BEAUTY, by Judith Michael. (Poseidon, $22.) A lawyer returns to her	8	6
""	estranged family to attend a funeral.		
""			
11	ALL THE WEYRS OF PERN, by Anne McCaffrey. (Del Rey/Ballantine, $20.) A	10	6
""	"new volume in the science fiction series ""The Dragonriders of Pern."""		
""			
12	THE FIRM, by John Grisham. (Doubleday, $19.95.) A young lawyer learns that his	13	38
""	firm is engaged in secret, possibly illegal activities.		
""			
13	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) Verse	15	88
""	and pictures.		
""			
14	LILA, by Robert M. Pirsig. (Bantam, $22.50.) On a sailboat cruise down the	14	3
""	Hudson with a woman companion, a philosopher reflects on the nature of our		
""	society.		
This	December 1, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	UNDER FIRE, by Oliver L. North with William Novak. (HarperCollins, $25.) The	3	4
""	autobiography of the retired Marine lieutenant colonel, with his view of the Iran-		
""	contra affair.		
""			
2	ME: Stories of My Life, by Katharine Hepburn. (Knopf, $25.) The actress's	2	11
""	memoirs.		
""			
3	DEN OF THIEVES, by James B. Stewart. (Simon & Schuster, $25.) How Ivan	1	7
""	Boesky, Michael Milken, Martin Siegel and Dennis Levine plundered and created		
""	havoc on Wall Street.		
""			
4	UH-OH, by Robert Fulghum. (Villard, $19.) Reflections on life's commonplaces.	5	14
""			
5	PRAIRYERTH, by William Least Heat-Moon. (Davison/Houghton Mifflin, $24.95.)	7	5
""	A close look at the people and mores, past and present, of Chase County,		
""	Kansas.		
""			
6	THE NEW WORLD ORDER, by Pat Robertson. (Word Publishing, $17.99.) A	8	5
""	clergyman discusses the significance of global changes.		
""			
7	CHILDHOOD, by Bill Cosby. (Putnam, $14.95.) The entertainer recalls his	6	4
""	boyhood and reflects on the ways of today's kids.		
""			
8	PARLIAMENT OF WHORES, by P. J. O'Rourke. (Entrekin/Atlantic Monthly,	10	24
""	$19.95.) A humorist's attempt to explain the Federal Government.		
""			
9	IRON JOHN, by Robert Bly. (Addison-Wesley, $19.95.) The passage of the male	12	54
""	from boyhood into manhood, as practiced in various cultures.		
""			
10	MOLLY IVINS CAN'T SAY THAT, CAN SHE? by Molly Ivins. (Random House,	11	3
""	$23.) Essays about the current political and cultural scene by the Texas journalist.		
""			
11	CRUEL DOUBT, by Joe McGinniss. (Simon & Schuster, $25.) The ordeal of a	9	7
""	North Carolina woman whose son was accused of planning the murder of herself		
""	and her husband.		
""			
12	FIRE IN THE BELLY, by Sam Keen. (Bantam, $19.95.) A philosopher explores the	--	28
""	changing role of the male in today's society.		
""			
13	DANCE WHILE YOU CAN, by Shirley MacLaine. (Bantam, $22.50.) The actress	4	4
""	examines her feelings about relationships, aging and the future.		
""			
14	BACKLASH, by Susan Faludi. (Crown, $24.) A journalist contends that the media,	13	2
""	the fashion and beauty industries and political groups are staging a war against		
""	women's rights.		
""			
15	WHEN YOU LOOK LIKE YOUR PASSPORT PHOTO, IT'S TIME TO GO HOME,	--	15
