This	July 19, 1992	Last	Weeks
Week	Fiction	Week	On List
""			
1	GERALD'S GAME, by Stephen King. (Viking, $23.50.) Twenty-eight hours of	--	1
""	horror suffered by a woman chained to a bedpost after her husband suffers a		
""	heart attack.		
""			
2	THE PELICAN BRIEF, by John Grisham. (Doubleday, $22.50.) A woman law	1	19
""	student seeks to discover the truth about the murder of two Supreme Court		
""	justices.		
""			
3	WAITING TO EXHALE, by Terry McMillan. (Viking, $22.) The friendships and	3	8
""	romances of four black women in Phoenix.		
""			
4	SCRUPLES TWO, by Judith Krantz. (Crown, $22.) Continuing the story of the	2	4
""	crowd that frequents an ultrachic Beverly Hills store.		
""			
5	DARK FORCE RISING, by Timothy Zahn. (Spectra/Bantam, $18.50.) An insane	4	7
""	"Jedi threatens Luke Skywalker in the second volume of a ""Star Wars"" trilogy."		
""			
6	POSSESSING THE SECRET OF JOY, by Alice Walker. (Harcourt Brace	6	5
""	Jovanovich, $19.95.) The struggles of an African woman to come to terms with the		
""	consequences of female circumcision.		
""			
7	JEWELS, by Danielle Steel. (Delacorte, $23.) The life of a woman who becomes	5	10
""	rich by dealing in precious stones.		
""			
8	FATHERLAND, by Robert Harris. (Random House, $21.) A thriller set in the Third	--	2
""	Reich 20 years after Hitler wins World War II.		
""			
9	SAHARA, by Clive Cussler. (Simon & Schuster, $23.) On a mission to Africa, Dirk	7	9
""	Pitt uncovers a plot that may extinguish all life in the world's seas.		
""			
10	DOUBLE DEUCE, by Robert B. Parker. (Putnam, $19.95.) Spenser joins his old	10	5
""	friend Hawk to investigate murders in a Boston housing project.		
""			
11	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) Verse	9	117
""	and pictures.		
""			
12	ALL AROUND THE TOWN, by Mary Higgins Clark. (Simon & Schuster, $22.) The	8	13
""	plight of a college student accused of killing her professor.		
""			
13	EYE OF THE STORM, by Jack Higgins. (Putnam, $22.95.) An American is hired	--	1
""	by the British to thwart an Iraqi agent's attempt to kill Margaret Thatcher during the		
""	gulf war.		
""			
14	COLONY, by Anne Rivers Siddons. (HarperCollins, $20.) A 90-year-old South	--	1
""	Carolina woman recalls what she saw while becoming the doyenne of a Maine		
""	summer retreat.		
This	July 19, 1992	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	DIANA: HER TRUE STORY, by Andrew Morton. (Simon & Schuster, $22.) A	1	3
""	biography of the Princess of Wales.		
""			
2	THE SILENT PASSAGE, by Gail Sheehy. (Random House, $16.) The	2	8
""	psychological and social significance of menopause for today's women.		
""			
3	TRUMAN, by David McCullough. (Simon & Schuster, $30.) A biography of the 33d	3	5
""	President.		
""			
4	SAM WALTON: MADE IN AMERICA, by Sam Walton with John Huey.	4	4
""	(Doubleday, $22.50.) The autobiography of the man who became the richest		
""	American by creating the Wal-Mart store chain.		
""			
5	DIANA IN PRIVATE, by Lady Colin Campbell. (St. Martin's, $19.95.) A biography	6	8
""	of the Princess of Wales.		
""			
6	A BRILLIANT MADNESS, by Patty Duke and Gloria Hochman. (Bantam, $22.50.)	8	3
""	The actress tells how she learned to live with manic-depressive illness.		
""			
7	HEAD TO HEAD, by Lester Thurow. (Morrow, $25.) The upcoming economic	7	11
""	battle among Japan, Europe and the United States.		
""			
8	PEROT, by Todd Mason. (Business One Irwin, $16.95.) An unauthorized	5	7
""	biography of Ross Perot.		
""			
9	ACQUIRED TASTES, by Peter Mayle. (Bantam, $20.) Essays on the pleasures of	10	5
""	living extravagantly during the high-flying 1980's.		
""			
10	LINCOLN AT GETTYSBURG, by Garry Wills. (Simon & Schuster, $23.) The	--	1
""	address delivered on Nov. 19, 1863, and how it has affected American life.		
""			
11	WHO WILL TELL THE PEOPLE, by William Greider. (Simon & Schuster, $25.)	14	11
""	How powerful monied interests dominate the Government.		
""			
12	THE HAPPY ISLES OF OCEANIA, by Paul Theroux. (Putnam, $24.95.) An 18-	--	1
""	month exploration of the South Pacific in a one-man kayak.		
""			
13	REVOLUTION FROM WITHIN, by Gloria Steinem. (Little, Brown, $22.95.) The	11	25
""	reflections of a feminist on the struggle to achieve self-esteem.		
""			
14	GIVE WAR A CHANCE, by P. J. O'Rourke. (Atlantic Monthly, $20.95.) Satirical	9	13
""	essays.		
""			
15	ELEANOR ROOSEVELT, by Blanche Wiesen Cook. (Viking, $27.50.) The first 49	13	9
""	years of a pre-eminent First Lady.		
""			
16	DIANA: A PRINCESS AND HER TROUBLED MARRIAGE, by Nicholas Davies.	--	1
