This	July 11, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	1	3
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
2	WHITE OLEANDER, by Janet Fitch. (Little, Brown, $24.) The ordeals of growing	2	8
""	up as experienced by a teen-age girl whose single mother murders a lover.		
""			
3	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	3	4
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
4	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	6	29
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
5	MOTHER OF PEARL, by Melinda Haynes. (Hyperion, $23.95.) The lives of a 28-	4	2
""	year-old black man and a 15-year-old white girl converge in Petal, Miss., in the		
""	1950's.		
""			
6	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	5	21
""	a burned-out lawyer and a young woman who works as a missionary in the jungles		
""	of Brazil are brought together by a startling secret.		
""			
7	STAR WARS: Episode I -- The Phantom Menace, by Terry Brooks.	7	8
""	(Lucas/Ballantine, $25.) How it all began for Anakin Skywalker (a k a Darth		
""	Vader).		
""			
8	THE GIRL WHO LOVED TOM GORDON, by Stephen King. (Scribner, $16.95.)	8	12
""	When a young girl gets lost in the woods, she is saved by her spiritual association		
""	with a relief pitcher for the Boston Red Sox.		
""			
9	THE GIRLS' GUIDE TO HUNTING AND FISHING, by Melissa Bank. (Viking,	15	4
""	$23.95.) The progress of a young New York woman through the terrain of sex and		
""	love.		
""			
10	WE'LL MEET AGAIN, by Mary Higgins Clark. (Simon & Schuster, $25.) A woman	14	10
""	struggles to free herself of the suspicion that she murdered her husband.		
""			
11	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $17.) The	10	172
""	problems of finding your way through life; in verse and pictures.		
""			
12	CERTAIN PREY, by John Sandford. (Putnam, $24.95.) Lucas Davenport pursues	11	7
""	a woman who is a longtime successful paid killer.		
""			
13	HIGH FIVE, by Janet Evanovich. (St. Martin's, $23.95.) Stephanie Plum searches	--	1
""	for an elderly uncle who has mysteriously disappeared, leaving perplexing clues.		
""			
14	LAKE NEWS, by Barbara Delinsky. (Simon & Schuster, $24.) To escape a	--	1
This	July 11, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SHADOW, by Bob Woodward. (Simon & Schuster, $27.50.) How the Watergate	2	2
""	scandal affected the Administrations of Richard Nixon's five successors.		
""			
2	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	30
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
3	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	4	90
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
4	EVERY MAN A TIGER, by Tom Clancy with Chuck Horner. (Putnam, $27.95.) The	3	7
""	novelist and a retired Air Force general examine the Persian Gulf war.		
""			
5	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	5	32
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
6	THE MAJORS, by John Feinstein. (Little, Brown, $25.) A journalist reports on the	6	13
""	1998 Masters, U.S. Open, British Open and P.G.A. golf tournaments.		
""			
7	"ENCORE PROVENCE, by Peter Mayle. (Knopf, $23.) The author of ""A Year in"	10	5
""	"Provence"" recounts further experiences in the south of France."		
""			
8	CINDERELLA STORY, by Bill Murray with George Peper. (Doubleday, $19.95.)	7	5
""	The golfing adventures of the actor and comedian.		
""			
9	I AIN'T GOT TIME TO BLEED, by Jesse Ventura. (Villard, $19.95.) Reflections on	8	5
""	politics, pro wrestling and other subjects by the Governor of Minnesota.		
""			
10	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	11	25
""	$22.95.) What Buddhist doctrines and common sense tell us about dealing with		
""	everyday problems.		
""			
11	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) An American writer	16	12
""	remembers a spring and summer spent in the romantic sections of Italy.		
""			
12	THE FIRST WORLD WAR, by John Keegan. (Knopf, $35.) A military historian	--	1
""	recounts the 1914-18 conflict from the viewpoint of the strategists and the men in		
""	the trenches.		
""			
13	BETRAYAL, by Bill Gertz. (Regnery, $27.95.) A reporter charges that the Clinton	12	7
""	Administration has undermined America's security.		
""			
14	THE LEXUS AND THE OLIVE TREE, by Thomas L. Friedman. (Farrar, Straus &	17	10
""	Giroux, $27.50.) A journalist explains the instant electronic global economy.		
""			
15	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	--	14
