This	April 7, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	HEARTBEAT, by Danielle Steel. (Delacorte, $21.95.) A chance meeting of a man	1	7
""	and a woman enables them to solve their romantic problems.		
""			
2	THE DRUID OF SHANNARA, by Terry Brooks. (Del Rey/Ballantine, $19.95.) A	2	4
""	new volume in a series about the fantasy land of Shannara.		
""			
3	THE FIRM, by John Grisham. (Doubleday, $19.95.) A young lawyer learns that the	6	4
""	firm he recently joined is engaged in secret activities.		
""			
4	THE EAGLE HAS FLOWN, by Jack Higgins. (Simon & Schuster, $21.95.) A	3	4
""	German general plots a daring rescue attempt during World War II.		
""			
5	DAMAGE, by Josephine Hart. (Knopf, $18.) A British gentleman is mesmerized	9	2
""	when he meets the woman his son plans to marry.		
""			
6	COLD FIRE, by Dean R. Koontz. (Putnam, $22.95.) A despondent reporter finds	4	11
""	hope and romance.		
""			
7	THE PLAINS OF PASSAGE, by Jean M. Auel. (Crown, $24.95.) Europe in the Ice	5	25
""	Age.		
""			
8	MAGIC HOUR, by Susan Isaacs. (HarperCollins, $21.95.) The romantic and	7	9
""	professional lives of a homicide detective become entangled.		
""			
9	FORGIVING, by LaVyrle Spencer. (Putnam, $19.95.) A young woman finds	8	8
""	familial problems and love in Dakota Territory.		
""			
10	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) Verse	--	54
""	and pictures.		
""			
11	CIRCLE OF FRIENDS, by Maeve Binchy. (Delacorte, $19.95.) The coming of age	10	11
""	of women in an Irish village and in Dublin's academia.		
""			
12	SLIVER, by Ira Levin. (Bantam, $19.95.) An editor is watched, haunted and	--	2
""	menaced by the man who owns her apartment building.		
""			
13	POSSESSION, by A. S. Byatt. (Random House, $22.95.) A pair of British	13	16
""	academics pursue the relationship between two Victorian poets.		
""			
14	THE WITCHING HOUR, by Anne Rice. (Knopf, $22.95.) The relationship of a	14	21
""	professional woman, the descendant of witches, and a rich man.		
""			
15	THE STORIES OF EVA LUNA, by Isabel Allende. (Atheneum, $18.95.) Twenty-	12	4
""	three short tales.		
""			
16	THE OLD CONTEMPTIBLES, by Martha Grimes. (Little, Brown, $19.95.) Scotland	--	7
""	Yard's Richard Jury finds himself a suspect in a strange death.		
This	April 7, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	YOU'LL NEVER EAT LUNCH IN THIS TOWN AGAIN, by Julia Phillips. (Random	3	2
""	House, $22.) Life in Hollywood as experienced by an Academy Award-winning		
""	producer.		
""			
2	IRON JOHN, by Robert Bly. (Addison-Wesley, $18.95.) The passage of the male	1	20
""	from boyhood into manhood, as practiced in various cultures.		
""			
3	RIDERS ON THE STORM, by John Densmore. (Delacorte, $19.95.) Memories of	8	3
""	Jim Morrison and the Doors, from the rock band's drummer.		
""			
4	AND THE SEA WILL TELL, by Vincent Bugliosi with Bruce B. Henderson. (Norton,	2	8
""	$22.95.) An enigmatic 1974 murder case.		
""			
5	THE PRIZE, by Daniel Yergin. (Simon & Schuster, $24.95.) The role that oil has	5	10
""	played in world history from the mid-19th century to the present.		
""			
6	IN OUR DEFENSE, by Ellen Alderman and Caroline Kennedy. (Morrow, $22.95.)	--	3
""	How the Bill of Rights affects Americans' lives today.		
""			
7	THE NEXT CENTURY, by David Halberstam. (Morrow, $16.95.) A journalist's	6	5
""	assessment of the prospects for various countries.		
""			
8	SLEEPWALKING THROUGH HISTORY, by Haynes Johnson. (Norton, $24.95.) A	--	1
""	social history of America during the Reagan era.		
""			
9	YOU JUST DON'T UNDERSTAND, by Deborah Tannen. (Morrow, $18.95.) The	4	35
""	different languages men and women speak.		
""			
10	THE CIVIL WAR, by Geoffrey C. Ward with Ric Burns and Ken Burns. (Knopf,	7	26
""	$50.) From Fort Sumter to Appomattox, in words and pictures.		
""			
11	A LIFE OF PICASSO, by John Richardson with the collaboration of Marilyn	--	1
""	McCully. (Random House, $39.95.) The first 25 years in the life of the painter.		
""			
12	A HISTORY OF THE ARAB PEOPLES, by Albert Hourani. (Belknap/Harvard	--	1
""	University, $24.95.) A comprehensive account from Mohammed's time to the		
""	present; the work of an Oxford scholar.		
""			
13	JIM MORRISON: Dark Star, by Dylan Jones. (Viking Studio, $29.95.) The lead	--	1
""	singer of the Doors recalled through photographs and interviews.		
""			
14	MILLIE'S BOOK, as dictated to Barbara Bush. (Morrow, $17.95.) The White House	10	28
""	dog's memoirs.		
""			
15	A LIFE ON THE ROAD, by Charles Kuralt. (Putnam, $19.95.) The recollections of	9	21
""	the itinerant television newscaster.		
