This	October 3, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	HARRY POTTER AND THE PRISONER OF AZKABAN, by J. K. Rowling.	1	2
""	(Levine/Scholastic, $19.95.) A British boy's life at a school for witchcraft is		
""	menaced when an infamous murderer escapes from prison.		
""			
2	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	2	16
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
3	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	3	41
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
4	HEARTS IN ATLANTIS, by Stephen King. (Scribner, $28.) Five long,	--	1
""	interconnected stories about an America haunted by the Vietnam War.		
""			
5	TARA ROAD, by Maeve Binchy. (Delacorte, $24.95.) Two women -- one from	8	12
""	Ireland, one from New England -- exchange houses for the summer.		
""			
6	THE ALIBI, by Sandra Brown. (Warner, $25.95.) Jealousy, intrigue and corruption	4	3
""	beset a Charleston lawyer during his pursuit of public office.		
""			
7	BLACK NOTICE, by Patricia Cornwell. (Putnam, $25.95.) Kay Scarpetta's	5	7
""	investigation of a ship's cargo gets her involved in an international conspiracy.		
""			
8	ASSASSINS, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.) The sixth	6	7
""	volume in a series about true believers who confront the Antichrist.		
""			
9	DARK LADY, by Richard North Patterson. (Knopf, $25.95.) Stella Marz, a driven	7	4
""	county prosecutor, pursues criminals infesting a struggling Midwestern city.		
""			
10	IN PURSUIT OF THE PROPER SINNER, by Elizabeth George. (Bantam, $25.95.)	10	3
""	Two English detectives investigate the murder of a man and a woman found near		
""	an ancient circle of stones known as Nine Sisters Henge.		
""			
11	BIG TROUBLE, by Dave Barry. (Putnam, $23.95.) An outrageous chain of events	--	1
""	suddenly changes the lives of half a dozen people in Coconut Grove, Fla.		
""			
12	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	9	15
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
13	HARD TIME, by Sara Paretsky. (Delacorte, $24.95.) V. I. Warshawski copes with	--	1
""	mysteries involving a multimedia conglomerate and a prison for women.		
""			
14	FAMILY HONOR, by Robert B. Parker. (Putnam, $22.95.) A policewoman turned	14	2
""	private detective is hired to find a missing teen-age girl.		
""			
15	MOTHER OF PEARL, by Melinda Haynes. (Hyperion, $23.95.) The lives of a 28-	13	13
This	October 3, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	1	102
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
2	FAITH OF MY FATHERS, by John McCain with Mark Salter. (Random House,	3	2
""	$25.) The United States Senator (and former P.O.W.) recalls his life in the Navy.		
""			
3	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	2	37
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
4	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	5	26
""	describes how she turned painful experiences into feelings of hope.		
""			
5	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	4	42
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
6	ISAAC'S STORM, by Erik Larson. (Crown, $25.) An account of America's	7	3
""	deadliest hurricane, which killed at least 6,000 people in Galveston, Tex., in 1900,		
""	and the Weather Bureau scientist who failed to forecast it.		
""			
7	THE SWORD AND THE SHIELD, by Christopher Andrew and Vasili Mitrokhin.	--	1
""	(Basic Books, $32.50.) How the K.G.B. operated in the United States and other		
""	countries during the cold war.		
""			
8	SHE SAID YES, by Misty Bernall. (Plough, $17.) The life of Cassie Bernall, a 17-	--	1
""	year-old junior who was killed at Columbine High School in Littleton, Colo.		
""			
9	THE HUNGRY OCEAN, by Linda Greenlaw. (Hyperion, $22.95.) A sea captain's	8	11
""	account of her 30-day swordfishing voyage off the Northeast coast.		
""			
10	THE MILLION DOLLAR MERMAID, by Esther Williams with Digby Diehl. (Simon &	--	1
""	Schuster, $26.) The autobiography of the film star of the 40's and 50's.		
""			
11	ETHICS FOR THE NEW MILLENNIUM, by the Dalai Lama. (Riverhead, $24.95.)	9	7
""	The ethical system Buddhism offers us for the present and the future.		
""			
12	DIANA IN SEARCH OF HERSELF, by Sally Bedell Smith. (Times Books/Random	6	5
""	House, $25.) A biography of the late Princess of Wales.		
""			
13	BEEN THERE, DONE THAT, by Eddie Fisher with David Fisher. (Dunne/St.	--	1
""	Martin's, $24.95.) The autobiography of the popular singer.		
""			
14	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	10	129
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
15	REASON FOR HOPE, by Jane Goodall with Phillip Berman. (Warner, $26.95.)	--	1
""	The life, professional and spiritual, of the scientist who studied chimpanzees.		
