This	April 1, 1990	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BOURNE ULTIMATUM, by Robert Ludlum. (Random House,  $21.95.) Jason	1	3
""	Bourne plans to infiltrate the ruthless Medusa  Bridage as part of a plot to trap his		
""	archenemy, Carlos the Jackal.		
""			
2	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House,  $12.95.) The	2	6
""	problems of finding your way through life; in  verse and pictures.		
""			
3	CLEAR AND PRESENT DANGER, by Tom Clancy. (Putnam, $21.95.)  The	4	31
""	C.I.A.'s Jack Ryan fights Colombian drug lords.		
""			
4	DEVICES AND DESIRES, by P. D. James. (Knopf, $19.95.) Adam  Dalgliesh	3	10
""	puzzles over a series of killings on the windy Norfolk coast.		
""			
5	BITTER SWEET, by LaVyrle Spencer. (Putnam, $18.95.) A  widow's ordeal after	6	5
""	meeting her high school flame, now a  less than happily married man.		
""			
6	THE SCIONS OF SHANNARA, by Terry Brooks. (Del Rey/Ballantine,  $19.95.)	7	4
""	The adventures of two brothers who practice magic in  a fantasy land.		
""			
7	THE BAD PLACE, by Dean R. Koontz. (Putnam, $19.95.) A  troubled sleepwalker	5	10
""	hires a detective team to investigate  his behavior.		
""			
8	A RULING PASSION, by Judith Michael. (Poseidon, $19.95.) A  young widow's	8	11
""	entry into the world of television brings her  adventures fraught with love, intrigue,		
""	revenge and murder.		
""			
9	VINELAND, by Thomas Pynchon. (Little, Brown, $19.95.) The  passions of the	9	11
""	60's continue to govern the lives of members  of a community in California.		
""			
10	CARIBBEAN, by James A. Michener. (Random House, $22.95.) The  history of	13	20
""	the sea islands.		
""			
11	DADDY, by Danielle Steel. (Delacorte, $19.95.) Unexpected  crisis wreck the safe,	12	20
""	predictable world a man has built for  himself and his family.		
""			
12	COUNTERATTACK, by W. E. B. Griffin. (Putnam, $16.95.) The Marines in action,	10	9
""	"from Pearl Harbor to Guadalcanal; third volume in ""The Corps"" series."		
""			
13	COLD HARBOUR, by Jack Higgins. (Simon & Schuster, $19.95.)  The O.S.S.	11	11
""	agent Craig Osbourne on a perilous mission during  World War II.		
""			
14	TALES FROM MARGARITAVILLE, by Jimmy Buffett. (Harcourt Brace	14	23
""	Jovanovich, $16.95.) Short stories set on a mythical  Caribbean island.		
""			
15	DECEPTION, by Philip Roth. (Simon & Schuster, $18.95.) The  ambiguous	--	1
""	relationship of an American novelist named Philip  and an English-born woman.		
This	April 1, 1990	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MEGATRENDS 2000, by John Naisbitt and Patricia Aburdene.  (Morrow, $21.95.)	1	10
""	Prognostications for the next decade.		
""			
2	BARBARIANS AT THE GATE, by Bryan Burrough and John Helyar.  (Harper &	2	10
""	Row, $22.95.) The 1988 battle for control of RJR  Nabisco.		
""			
3	MEANS OF ASCENT, by Robert A. Caro. (Knopf, $24.95.) Lyndon  Johnson's	5	2
""	seven-year pursuit of a seat in the Senate, won in  1948 by 87 votes.		
""			
4	LIAR'S POKER by Michael Lewis. (Norton, $19.95.) Wall  Street's tumultuous	3	21
""	1980's.		
""			
5	WHAT I SAW AT THE REVOLUTION, by Peggy Noonan. (Random House,	4	6
""	$19.95.) The memoirs of a former Presidential speechwriter.		
""			
6	IT WAS ON FIRE WHEN I LAY DOWN ON IT, by Robert Fulghum.  (Villard,	6	28
""	$17.95.) A new collection of inspirational essays.		
""			
7	PARTING WITH ILLUSIONS, by Vladimir Pozner. (Atlantic  Monthly, $19.95.) The	--	3
""	autobiography of a man, raised in New  York, who became a commentator on		
""	Radio Moscow.		
""			
8	THE CUCKOO'S EGG, by Clifford Stoll. (Doubleday, $19.95.) An  astrophysicist	8	9
""	tells how he stalked a computer hacker.		
""			
9	ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN, by  Robert	7	74
""	Fulghum. (Villard, $17.95.) Inspirational essays.		
""			
10	A BRIEF HISTORY OF TIME, by Stephen W. Hawking. (Bantam,  $18.95.) A	9	102
""	scientist reviews efforts to create a unified  theory of the universe.		
""			
11	THE SPY WENT DANCING, by Aline, Countess of Romanones.  (Putnam,	14	3
""	$19.95.) A World War II O.S.S. operative resumes her  work during the 60's.		
""			
12	DEEP COVER, by Michael Levine. (Delacorte, $19.95.) The  political account of	--	2
""	the Drug Enforcement Administration by a  former agent.		
""			
13	DEAR DAD, by Louis Anderson. (Viking, $16.95.) A memoir of  the comedian's	--	1
""	boyhood, written in the form of letters to his  long-deceased father.		
""			
14	THE TEMPTING OF AMERICA, by Robert H. Bork. (Free Press,  $22.95.) A	10	16
""	critique of the relationship between politics and  the law by Ronald Reagan's		
""	Supreme Court nominee.		
""			
15	HEAD FIRST, by Norman Cousins. (Dutton, $19.95.) How the  brain affects the	13	9
""	body's endocrine and immune systems.		
