This	August 15, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	4	34
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
2	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	1	8
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
3	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	3	9
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
4	GRANNY DAN, by Danielle Steel. (Delacorte, $19.95.) A woman learns the	2	5
""	secrets of her grandmother's past in czarist Russia.		
""			
5	MOTHER OF PEARL, by Melinda Haynes. (Hyperion, $23.95.) The lives of a 28-	5	7
""	year-old black man and a 15-year-old white girl converge in Petal, Miss., in the		
""	1950's.		
""			
6	WHITE OLEANDER, by Janet Fitch. (Little, Brown, $24.) The ordeals of growing	6	13
""	up as experienced by a teen-age girl whose single mother murders a lover.		
""			
7	THE GIRLS' GUIDE TO HUNTING AND FISHING, by Melissa Bank. (Viking,	9	9
""	$23.95.) The progress of a young New York woman through the terrain of sex and		
""	love.		
""			
8	CARNAL INNOCENCE, by Nora Roberts. (Bantam, $19.95.) A woman visiting	7	4
""	Innocence, Miss., becomes enamored of a man suspected of being a serial killer.		
""			
9	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	8	26
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
10	THE GIRL WHO LOVED TOM GORDON, by Stephen King. (Scribner, $16.95.)	10	17
""	When a young girl gets lost in the woods, she is saved by her spiritual association		
""	with a relief pitcher for the Boston Red Sox.		
""			
11	MCNALLY'S DILEMMA, by Lawrence Sanders. (Putnam, $24.95.) Archy McNally	12	4
""	investigates the death of a Florida playboy who lived a tangled life.		
""			
12	TRUE AT FIRST LIGHT, by Ernest Hemingway. (Scribner, $26.) Stalking game on	11	4
""	an African safari: a greatly trimmed version of a previously unpublished novel.		
""			
13	ALL THE QUEEN'S MEN, by Linda Howard. (Pocket, $23.95.) Amid a stormy	--	1
""	relationship, a man and a woman, both C.I.A. agents, work to arrest a Frenchman		
""	who is selling arms to terrorists.		
""			
14	LAKE NEWS, by Barbara Delinsky. (Simon & Schuster, $24.) To escape a	13	6
""	scandal in the big city, a talented singer flees to her seemingly idyllic hometown.		
This	August 15, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	95
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
2	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	3	35
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
3	SHADOW, by Bob Woodward. (Simon & Schuster, $27.50.) How the Watergate	1	7
""	scandal affected the Administrations of Richard Nixon's five successors.		
""			
4	THE FIRST WORLD WAR, by John Keegan. (Knopf, $35.) A military historian	4	6
""	recounts the 1914-18 conflict from the viewpoint of the strategists and the men in		
""	the trenches.		
""			
5	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	6	30
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
6	"ENCORE PROVENCE, by Peter Mayle. (Knopf, $23.) The author of ""A Year in"	7	10
""	"Provence"" recounts further adventures in the south of France."		
""			
7	SEE JANE WIN, by Sylvia Rimm with Sara Rimm-Kaufman and Ilonna Rimm.	5	3
""	(Crown, $25.) The experiences of 1,000 girls as they became successful women		
""	in today's society.		
""			
8	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	12	122
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
9	THE HUNGRY OCEAN, by Linda Greenlaw. (Hyperion, $22.95.) A sea captain's	11	4
""	account of her 30-day swordfishing voyage off the Northeast coast.		
""			
10	I AIN'T GOT TIME TO BLEED, by Jesse Ventura. (Villard, $19.95.) Reflections on	9	10
""	politics, pro wrestling and other subjects by the Governor of Minnesota.		
""			
11	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) An American writer	8	17
""	remembers a spring and summer spent in the romantic sections of Italy.		
""			
12	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	10	37
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
13	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	13	19
""	describes how she turned painful experiences into feelings of hope.		
""			
14	CINDERELLA STORY, by Bill Murray with George Peper. (Doubleday, $19.95.)	--	8
""	The golfing adventures of the actor and comedian.		
""			
15	THE MAJORS, by John Feinstein. (Little, Brown, $25.) A sportswriter reports on	14	17
