This	July 12, 1992	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PELICAN BRIEF, by John Grisham. (Doubleday, $22.50.) A woman law	1	18
""	student seeks to discover the truth about the murder of two Supreme Court		
""	justices.		
""			
2	SCRUPLES TWO, by Judith Krantz. (Crown, $22.) Continuing the story of the	4	3
""	crowd that frequents an ultrachic Beverly Hills store.		
""			
3	WAITING TO EXHALE, by Terry McMillan. (Viking, $22.) The friendships and	3	7
""	romances of four black women in Phoenix.		
""			
4	DARK FORCE RISING, by Timothy Zahn. (Spectra/Bantam, $18.50.) An insane	5	6
""	"Jedi threatens Luke Skywalker in the second volume of a ""Star Wars"" trilogy."		
""			
5	JEWELS, by Danielle Steel. (Delacorte, $23.) The life of a woman who becomes	7	9
""	rich by dealing in precious stones.		
""			
6	POSSESSING THE SECRET OF JOY, by Alice Walker. (Harcourt Brace	10	4
""	Jovanovich, $19.95.) The struggles of an African woman to come to terms with the		
""	consequences of female circumcision.		
""			
7	SAHARA, by Clive Cussler. (Simon & Schuster, $23.) On a mission to Africa, Dirk	2	8
""	Pitt uncovers a plot that may extinguish all life in the world's seas.		
""			
8	ALL AROUND THE TOWN, by Mary Higgins Clark. (Simon & Schuster, $22.) The	8	12
""	plight of a college student accused of killing her professor.		
""			
9	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	6	116
""	problems of finding your way through life; in verse and pictures.		
""			
10	DOUBLE DEUCE, by Robert B. Parker. (Putnam, $19.95.) Spenser joins his old	9	4
""	friend Hawk to investigate murders in a Boston housing project.		
""			
11	THE ROAD TO OMAHA, by Robert Ludlum. (Random House, $23.95.) A retired	11	19
""	general and a lawyer scheme to take possession of Nebraska on behalf of an		
""	obscure Indian tribe.		
""			
12	JAZZ, by Toni Morrison. (Knopf, $21.) A couple in the Harlem of the 1920's learn	--	12
""	again and again that life does not keep its promises.		
""			
13	ALL THE PRETTY HORSES, by Cormac McCarthy. (Knopf, $21.) The adventures	12	5
""	of a 16-year-old vaquero from Texas in the Mexico of 1950.		
""			
14	RISING SUN, by Michael Crichton. (Knopf, $22.) The mysterious death of a young	13	21
""	woman leads to an investigation in which technology and the American-Japanese		
""	rivalry play major roles.		
""			
15	"""I"" IS FOR INNOCENT, by Sue Grafton. (Holt, $18.95.) Kinsey Millhone"	--	11
This	July 12, 1992	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	DIANA: HER TRUE STORY, by Andrew Morton. (Simon & Schuster, $22.) A	1	2
""	biography of the Princess of Wales.		
""			
2	THE SILENT PASSAGE, by Gail Sheehy. (Random House, $16.) The	2	7
""	psychological and social significance of menopause for today's women.		
""			
3	TRUMAN, by David McCullough. (Simon & Schuster, $30.) A biography of the 33d	3	4
""	President.		
""			
4	SAM WALTON: MADE IN AMERICA, by Sam Walton with John Huey.	4	3
""	(Doubleday, $22.50.) The autobiography of the man who became the richest		
""	American by creating the Wal-Mart store chain.		
""			
5	PEROT, by Todd Mason. (Business One Irwin, $16.95.) An unauthorized	6	6
""	biography of Ross Perot, by a reporter for The Wall Street Journal.		
""			
6	DIANA IN PRIVATE, by Lady Colin Campbell. (St. Martin's, $19.95.) A biography	5	7
""	of the Princess of Wales.		
""			
7	HEAD TO HEAD, by Lester Thurow. (Morrow, $25.) An economist considers the	7	10
""	upcoming economic battle among Japan, Europe and the United States.		
""			
8	A BRILLIANT MADNESS, by Patty Duke and Gloria Hochman. (Bantam, $22.50.)	--	2
""	The actress tells how she learned to live with manic-depressive illness.		
""			
9	GIVE WAR A CHANCE, by P. J. O'Rourke. (Atlantic Monthly, $20.95.) Satirical	11	12
""	essays on recent social and political developments.		
""			
10	ACQUIRED TASTES, by Peter Mayle. (Bantam, $20.) Essays on the pleasures of	12	4
""	living extravagantly during the high-flying 1980's.		
""			
11	REVOLUTION FROM WITHIN, by Gloria Steinem. (Little, Brown, $22.95.) The	14	24
""	reflections of a feminist on the struggle to achieve self-esteem.		
""			
12	BACKLASH, by Susan Faludi. (Crown, $24.) A journalist contends that the media	--	33
""	and political groups are staging a war against women's rights.		
""			
13	ELEANOR ROOSEVELT, by Blanche Wiesen Cook. (Viking, $27.50.) From	15	8
""	childhood in New York to the White House: the first 49 years of a pre-eminent First		
""	Lady.		
""			
14	WHO WILL TELL THE PEOPLE, by William Greider. (Simon & Schuster, $25.) A	13	10
""	journalist's account of how powerful monied interests and elite groups dominate		
""	the Federal Government.		
""			
15	CHIEF, by Daryl F. Gates with Diane K. Shah. (Bantam, $22.50.) The	8	6
""	autobiography of the man who headed the Los Angeles Police Department for 14		
