This	December 16, 1990	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PLAINS OF PASSAGE, by Jean M. Auel. (Crown, $24.95.) The experiences	1	9
""	of a couple on a trek on horseback across Europe in the Ice Age.		
""			
2	FOUR PAST MIDNIGHT, by Stephen King. (Viking, $22.95.) Four novellas about	2	14
""	horror and terror in the late-night hours.		
""			
3	THE WITCHING HOUR, by Anne Rice. (Knopf, $22.95.) The relationship of a	3	6
""	professional woman, the descendant of witches, and a rich man she brings back		
""	to life after he drowns.		
""			
4	CARL'S CHRISTMAS, by Alexandra Day. (Farrar, Straus & Giroux, $10.95.) A	--	1
""	picture story about a dog who takes care of a baby while its parents perform		
""	Christmastime chores.		
""			
5	DAZZLE, by Judith Krantz. (Crown, $21.95.) The familial, professional and	5	3
""	romantic life of an eighth-generation California woman who becomes a celebrity		
""	photographer.		
""			
6	THE POLAR EXPRESS, written and illustrated by Chris Van Allsburg. (Houghton	--	26
""	Mifflin, $17.95.) A small boy's Christmas Eve train ride.		
""			
7	MEMORIES OF MIDNIGHT, by Sidney Sheldon. (Morrow, $21.95.) The destiny of	6	17
""	an American woman is haunted by a vengeful Greek tycoon.		
""			
8	JURASSIC PARK, by Michael Crichton. (Knopf, $19.95.) A biotechnician's use of	13	3
""	genetic engineering to clone dinosaurs for a theme park threatens to become a		
""	global emergency.		
""			
9	LONGSHOT, by Dick Francis. (Putnam, $19.95.) An author of survival guides	4	8
""	attempts to write about the world of horse racing.		
""			
10	THE WILD CHRISTMAS REINDEER, written and illustrated by Jan Brett.	--	1
""	(Putnam, $14.95.) Little Teeka responds to Santa's request that she get his		
""	reindeer ready for the Christmas Eve ride.		
""			
11	LADY BOSS, by Jackie Collins. (Simon & Schuster, $21.95.) Lucky Santangelo	7	11
""	schemes and maneuvers to get control of a major movie studio.		
""			
12	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	9	43
""	problems of finding your way through life; in verse and pictures.		
""			
13	THE RUBY KNIGHT, by David Eddings. (Del Rey/Ballantine, $19.95.) The second	8	5
""	"volume in ""The Elenium,"" a fantasy series."		
""			
14	THE STAND, by Stephen King. (Doubleday, $24.95.) Doomsday brings horrors to	15	29
""	America; the uncut version of a novel first published in 1978.		
This	December 16, 1990	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	A LIFE ON THE ROAD, by Charles Kuralt. (Putnam, $19.95.) The memoirs of the	1	5
""	itinerant television newscaster.		
""			
2	THE CIVIL WAR, by Geoffrey C. Ward with Ric Burns and Ken Burns. (Knopf,	3	10
""	$50.) From Fort Sumter to Appomattox, in words and pictures.		
""			
3	BO KNOWS BO, by Bo Jackson and Dick Schaap. (Doubleday, $18.95.) The	2	5
""	autobiography of the athlete who plays baseball for the Kansas City Royals and		
""	football for the Los Angeles Raiders.		
""			
4	MILLIE'S BOOK, as dictated to Barbara Bush. (Morrow, $17.95.) The memoirs of	4	12
""	the English springer spaniel who lives in the White House.		
""			
5	AN AMERICAN LIFE, by Ronald Reagan. (Simon & Schuster, $24.95.) The	5	4
""	autobiography of the 40th President.		
""			
6	IRON JOHN, by Robert Bly. (Addison-Wesley, $18.95.) The passage of the male	8	4
""	from boyhood into manhood, as practiced and cherished in various cultures and		
""	centuries.		
""			
7	THE CAT AND THE CURMUDGEON, by Cleveland Amory. (Little, Brown,	6	9
""	$17.95.) The continuing contentions of two curmudgeons, one feline, the other a		
""	writer.		
""			
8	ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN, by Robert	9	5
""	Fulghum. (Villard, $8.95.) An illustrated gift edition of the popular inspirational		
""	essay, with new commentary.		
""			
9	GET TO THE HEART, by Barbara Mandrell with George Vecsey. (Bantam,	7	13
""	$19.95.) The autobiography of the country-music singer.		
""			
10	FRIDAY NIGHT LIGHTS, by H. G. Bissinger. (Addison-Wesley, $19.95.) A high	10	11
""	school football season in Odessa, Tex.		
""			
11	YOU JUST DON'T UNDERSTAND, by Deborah Tannen. (Morrow, $18.95.) The	12	20
""	different languages men and women speak.		
""			
12	SUDDENLY, by George F. Will. (Free Press, $19.95.) Essays about America's	--	1
""	success in the cold war and the strains now developing in its society and		
""	Government.		
""			
13	POWERSHIFT, by Alvin Toffler. (Bantam, $22.95.) How the changes currently	11	7
""	occurring throughout the world are altering our daily lives.		
""			
14	BY WAY OF DECEPTION, by Victor Ostrovsky and Claire Hoy. (St. Martin's,	13	12
""	$22.95.) An account of the operations of Mossad, the Israeli spy service.		
