This	November 3, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	SCARLETT, by Alexandra Ripley. (Warner, $24.95.) The sequel to Margaret	1	4
""	"Mitchell's ""Gone With the Wind."""		
""			
2	NEEDFUL THINGS, by Stephen King. (Viking, $24.95.) A newcomer opens a	2	3
""	shop in Castle Rock, Me., bringing bargains as well as nightmares and disasters		
""	to the town.		
""			
3	THE SUM OF ALL FEARS, by Tom Clancy. (Putnam, $24.95.) Middle Eastern	3	11
""	terrorists edge the world to the brink of nuclear war.		
""			
4	NIGHT OVER WATER, by Ken Follett. (Morrow, $23.) High drama on a trans-	4	5
""	Atlantic flight after the outbreak of World War II.		
""			
5	COMEBACK, by Dick Francis. (Putnam, $21.95.) A diplomat, returning to his	--	1
""	native Gloucestershire, finds that his past life in horse racing may help save		
""	others.		
""			
6	ALL THE WEYRS OF PERN, by Anne McCaffrey. (Del Rey/Ballantine, $20.) The	6	2
""	"final volume in the fantasy series ""The Dragonriders of Pern."""		
""			
7	THE DOOMSDAY CONSPIRACY, by Sidney Sheldon. (Morrow, $22.) An	5	8
""	American naval officer, assigned to investigate a balloon accident in the Alps, has		
""	to contend with a mysterious force.		
""			
8	REMEMBER, by Barbara Taylor Bradford. (Random House, $22.50.) A television	--	1
""	correspondent takes a trip across Europe to learn the truth about her fiance's		
""	suicide and herself.		
""			
9	THE FIRM, by John Grisham. (Doubleday, $19.95.) A young lawyer learns that his	8	34
""	firm is engaged in secret, possibly illegal activities.		
""			
10	THE DECEIVER, by Frederick Forsyth. (Bantam, $22.50.) Sam McCready recalls	9	6
""	his years in the British secret service.		
""			
11	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) Verse	7	84
""	and pictures.		
""			
12	HARLOT'S GHOST, by Norman Mailer. (Random House, $30.) World events of	14	3
""	the past few decades as seen by three Yankee aristocrats who work for the C.I.A.		
""			
13	SLEEPING BEAUTY, by Judith Michael. (Poseidon, $22.) A lawyer returns to her	12	2
""	estranged family to attend a funeral and finds new understanding and love.		
""			
14	GONE WITH THE WIND, by Margaret Mitchell. (Macmillan, $21.95.) The 1936	--	3
""	novel about Scarlett O'Hara and Rhett Butler.		
""			
15	SAINT MAYBE, by Anne Tyler. (Knopf, $22.) The struggles of a young man to	10	9
This	November 3, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	DEN OF THIEVES, by James B. Stewart. (Simon & Schuster, $25.) How Ivan	2	3
""	Boesky, Michael Milken, Martin Siegel and Dennis Levine plundered and created		
""	havoc on Wall Street.		
""			
2	ME: Stories of My Life, by Katharine Hepburn. (Knopf, $25.) The actress's	1	7
""	memoirs.		
""			
3	UH-OH, by Robert Fulghum. (Villard, $19.) Reflections on life's commonplaces,	3	10
""	from meat loaf to pet dogs to fireflies.		
""			
4	CRUEL DOUBT, by Joe McGinniss. (Simon & Schuster, $25.) The ordeal of a	12	3
""	North Carolina woman whose son was accused of planning the murder of herself		
""	and her husband.		
""			
5	LA TOYA, by La Toya Jackson with Patricia Romanowski. (Dutton, $19.95.)	4	7
""	Growing up in a leading show business family, as experienced by Michael		
""	Jackson's sister.		
""			
6	IRON JOHN, by Robert Bly. (Addison-Wesley, $19.95.) The passage of the male	5	50
""	from boyhood into manhood, as practiced in various cultures.		
""			
7	THE NEW WORLD ORDER, by Pat Robertson. (Word Publishing, $17.99.) A	--	1
""	clergyman discusses the significance of the changes now taking place around the		
""	globe.		
""			
8	SAVAGE INEQUALITIES, by Jonathan Kozol. (Crown, $20.) The current crisis in	--	1
""	the nation's inner-city public schools, with suggestions for coping with it.		
""			
9	FIRE IN THE BELLY, by Sam Keen. (Bantam, $19.95.) A philosopher explores the	6	25
""	changing role of the male in today's society.		
""			
10	PARLIAMENT OF WHORES, by P. J. O'Rourke. (Entrekin/Atlantic Monthly,	7	20
""	$19.95.) A humorist's attempt to explain the Federal Government.		
""			
11	J. EDGAR HOOVER, by Curt Gentry. (Norton, $29.95.) The career of the longtime	8	6
""	Director of the F.B.I.		
""			
12	MADONNA UNAUTHORIZED, by Christopher Andersen. (Simon & Schuster,	10	2
""	$20.) A biography of the pop star.		
""			
13	PRAIRYERTH, by William Least Heat-Moon. (Davison/Houghton Mifflin, $24.95.)	--	1
""	A close look at the people and mores, past and present, of Chase County,		
""	Kansas.		
""			
14	CHUTZPAH, by Alan M. Dershowitz. (Little, Brown, $22.95.) A prominent law	11	20
""	professor's reflections on the lot of Jews in America.		
