This	September 26, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	HARRY POTTER AND THE PRISONER OF AZKABAN, by J. K. Rowling.	--	1
""	(Levine/Scholastic, $19.95.) A British boy's life at a school for witchcraft is		
""	menaced when an infamous murderer escapes from prison.		
""			
2	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	3	15
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
3	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	2	40
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
4	THE ALIBI, by Sandra Brown. (Warner, $25.95.) Jealousy, intrigue and corruption	1	2
""	beset a Charleston lawyer during his pursuit of public office.		
""			
5	BLACK NOTICE, by Patricia Cornwell. (Putnam, $25.95.) Kay Scarpetta's	4	6
""	investigation of a ship's cargo gets her involved in an international conspiracy.		
""			
6	ASSASSINS, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.) The sixth	5	6
""	volume in a series about true believers who confront the Antichrist.		
""			
7	DARK LADY, by Richard North Patterson. (Knopf, $25.95.) Stella Marz, a driven	6	3
""	county prosecutor, pursues criminals infesting a struggling Midwestern city.		
""			
8	TARA ROAD, by Maeve Binchy. (Delacorte, $24.95.) Two women -- one from	--	11
""	Ireland, one from New England -- exchange houses for the summer.		
""			
9	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	8	14
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
10	IN PURSUIT OF THE PROPER SINNER, by Elizabeth George. (Bantam, $25.95.)	7	2
""	Two English detectives investigate the murder of a man and a woman found near		
""	an ancient circle of stones known as Nine Sisters Henge.		
""			
11	THE KILLING GAME, by Iris Johansen. (Bantam, $23.95.) A forensic sculptor who	9	2
""	hopes to find her murdered daughter's remains is tormented by a psychopath.		
""			
12	GRANNY DAN, by Danielle Steel. (Delacorte, $19.95.) A woman learns the	10	11
""	secrets of her grandmother's past in czarist Russia.		
""			
13	MOTHER OF PEARL, by Melinda Haynes. (Hyperion, $23.95.) The lives of a 28-	--	12
""	year-old black man and a 15-year-old white girl converge in Petal, Miss., in the		
""	1950's.		
""			
14	FAMILY HONOR, by Robert B. Parker. (Putnam, $22.95.) A policewoman turned	--	1
""	private detective is hired to find a missing teen-age girl.		
This	September 26, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	1	101
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
2	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	3	36
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
3	FAITH OF MY FATHERS, by John McCain with Mark Salter. (Random House,	--	1
""	$25.) The United States senator (and former P.O.W.) recalls his life and that of his		
""	father and grandfather in the Navy.		
""			
4	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	4	41
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
5	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	2	25
""	describes how she turned painful experiences into feelings of hope.		
""			
6	DIANA IN SEARCH OF HERSELF, by Sally Bedell Smith. (Times Books/Random	5	4
""	House, $25.) A biography of the late Princess of Wales.		
""			
7	ISAAC'S STORM, by Erik Larson. (Crown, $25.) An account of America's	10	2
""	deadliest hurricane, which killed at least 6,000 people in Galveston, Tex., in 1900,		
""	and the Weather Bureau scientist who failed to forecast it.		
""			
8	THE HUNGRY OCEAN, by Linda Greenlaw. (Hyperion, $22.95.) A sea captain's	6	10
""	account of her 30-day swordfishing voyage off the Northeast coast.		
""			
9	ETHICS FOR THE NEW MILLENNIUM, by the Dalai Lama. (Riverhead, $24.95.)	7	6
""	The ethical system Buddhism offers us for the present and the future.		
""			
10	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	8	128
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
11	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) An American writer	14	23
""	remembers a spring and summer spent in the romantic sections of Italy.		
""			
12	THE FIRST WORLD WAR, by John Keegan. (Knopf, $35.) A historian recounts	13	12
""	the 1914-18 conflict from the viewpoint of the strategists and the men in the		
""	trenches.		
""			
13	BLIND EYE, by James B. Stewart. (Simon & Schuster, $25.) How a physician who	12	3
""	is under investigation for killing patients was inadequately supervised.		
""			
14	BILL AND HILLARY, by Christopher Andersen. (Morrow, $27.50.) A journalist's	9	6
""	account of the marriage of the President and the First Lady.		
""			
15	SHADOW, by Bob Woodward. (Simon & Schuster, $27.50.) How the Watergate	11	13
