This	February 28, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	1	2
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
2	SOUTHERN CROSS, by Patricia Cornwell. (Putnam, $25.95.) A former police	2	5
""	chief finds herself summoned to Richmond to clean up scandalous conditions.		
""			
3	RANSOM, by Julie Garwood. (Pocket, $24.) In the 13th century, two Scottish	3	2
""	chieftains come to the aid of a beautiful woman who is fighting an unscrupulous		
""	baron.		
""			
4	A MAN IN FULL, by Tom Wolfe. (Farrar, Straus & Giroux, $28.95.) Life in Atlanta	4	15
""	on the cusp of the millennium, as Old South values collide with a new world.		
""			
5	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	6	18
""	female characters narrate this novel set in the Belgian Congo.		
""			
6	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	7	10
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school of		
""	witchcraft.		
""			
7	SEND NO FLOWERS, by Sandra Brown. (Bantam, $18.95.) A young widow and	15	2
""	mother embarks on an affair with an enigmatic man she met on a camping trip.		
""			
8	IN DANGER'S PATH, by W. E. B. Griffin. (Putnam, $24.95.) During World War II,	5	5
""	Fleming Pickering, a Marine officer, performs perilous missions in the Pacific.		
""			
9	SEIZE THE NIGHT, by Dean Koontz. (Bantam, $26.95.) A man who can live only	10	7
""	at night tracks children who have mysteriously disappeared in a California town.		
""			
10	BILLY STRAIGHT, by Jonathan Kellerman. (Random House, $25.95.) A 12-year-	8	7
""	old boy, trying to survive on Los Angeles's mean streets, witnesses a brutal		
""	murder.		
""			
11	BE COOL, by Elmore Leonard. (Delacorte, $24.95.) The former mobster Chili	--	1
""	Palmer tries to make another movie, this one about a singer named Linda Moon.		
""			
12	THE CAT WHO SAW STARS, by Lilian Jackson Braun. (Putnam, $22.95.) Jim	9	5
""	Qwilleran's vacation is upset when his feline friends contend with U.F.O.'s.		
""			
13	APOLLYON, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $19.97.) After the	--	1
""	rapture of the saved, the world's remaining believers confront the Antichrist.		
""			
14	AMSTERDAM, by Ian McEwan. (Talese/Doubleday, $21.) The death of a woman	11	6
""	they both loved has far-reaching consequences for a composer and an editor.		
""			
15	A NIGHT WITHOUT ARMOR, by Jewel Kilcher. (HarperCollins, $15.) The singer-	--	20
""	songwriter's poems.		
This	February 28, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	11
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	71
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	BLIND MAN'S BLUFF, by Sherry Sontag and Christopher Drew with Annette	3	13
""	Lawrence Drew. (Public Affairs, $25.) American submarine espionage from the		
""	early cold war years to the present.		
""			
4	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	6	6
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
5	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	5	13
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
6	PLAYING FOR KEEPS, by David Halberstam. (Random House, $24.95.) The life	7	3
""	and times of Michael Jordan.		
""			
7	BEAUTY FADES, DUMB IS FOREVER, by Judy Sheindlin. (Cliff Street/	4	2
""	HarperCollins, $22.) Judge Judy examines the problems that face women today.		
""			
8	TRAVELING MERCIES, by Anne Lamott. (Pantheon, $23.) A chronicle of the	12	3
""	author's journey toward faith and spirituality.		
""			
9	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	8	112
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
10	THE ENDURANCE, by Caroline Alexander. (Knopf, $29.95.) The story of Ernest	10	11
""	Shackleton's 1914 Antarctic expedition.		
""			
11	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	9	22
""	$22.) How a murderer helped compile the Oxford English Dictionary.		
""			
12	WHY NOT ME? by Al Franken. (Delacorte, $23.95.) The comedian gives a	14	5
""	satirical account of his Presidential campaign in the year 2000 and his		
""	Administration.		
""			
13	FOR THE LOVE OF THE GAME, by Michael Jordan. Edited by Mark Vancil.	16	14
""	(Crown, $50.) A profusely illustrated memoir by the former N.B.A. superstar.		
""			
14	ELEGY FOR IRIS, by John Bayley. (St. Martin's, $22.95.) A memoir by a British	--	1
""	literary critic about his late wife, the novelist Iris Murdoch, and her descent into		
""	Alzheimer's disease.		
