This	March 21, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	1	5
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
2	RIVER'S END, by Nora Roberts. (Putnam, $23.95.) The daughter of a glamorous	--	1
""	Hollywood couple confronts the horrifying events that befell her family years		
""	earlier.		
""			
3	SINGLE & SINGLE, by John le Carré. (Scribner, $26.) A British bank becomes	--	1
""	involved in money laundering for drug merchants from the former Soviet Union.		
""			
4	ASHES TO ASHES, by Tami Hoag. (Bantam, $24.95.) Kate Conlan, a former	--	1
""	F.B.I. agent, tracks a serial killer, known as the Cremator, who is terrorizing		
""	Minneapolis.		
""			
5	TARA ROAD, by Maeve Binchy. (Delacorte, $24.95.) Two women -- one from	--	1
""	Ireland, one from New England -- learn a lot about each other as well as about		
""	themselves when they exchange houses for the summer.		
""			
6	APOLLYON, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $19.97.) After the	2	4
""	rapture of the saved, the world's remaining believers confront the Antichrist.		
""			
7	BE COOL, by Elmore Leonard. (Delacorte, $24.95.) The former mobster Chili	4	4
""	Palmer tries to make another movie, this one about a singer named Linda Moon.		
""			
8	A SUDDEN CHANGE OF HEART, by Barbara Taylor Bradford. (Doubleday, $24.)	6	3
""	When tragedy strikes, a woman turns to her best friend, an art dealer, for help.		
""			
9	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	11	13
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school of		
""	witchcraft.		
""			
10	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	8	21
""	female characters, a missionary's family, narrate this novel set in the Belgian		
""	Congo during that country's fight for independence.		
""			
11	VECTOR, by Robin Cook. (Putnam, $24.95.) A New York City cabdriver, once a	--	1
""	Soviet expert in biological weapons, joins forces with a neofascist skinhead militia.		
""			
12	AMY AND ISABELLE, by Elizabeth Strout. (Random House, $22.95.) A teen-	9	2
""	ager's liaison with a math teacher jeopardizes her relationship with her mother.		
""			
13	SOUTHERN CROSS, by Patricia Cornwell. (Putnam, $25.95.) A former police	3	8
""	chief finds herself summoned to Richmond to clean up scandalous conditions.		
""			
14	A MAN IN FULL, by Tom Wolfe. (Farrar, Straus & Giroux, $28.95.) Life in Atlanta	10	18
""	on the cusp of the millennium, as Old South values collide with a new world.		
This	March 21, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MONICA'S STORY, by Andrew Morton. (St. Martin's, $24.95.) From her childhood	--	1
""	in Beverly Hills to the scandal in Washington: a biography of Monica Lewinsky.		
""			
2	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	14
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
3	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	74
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
4	PERFECT MURDER, PERFECT TOWN, by Lawrence Schiller. (HarperCollins,	3	3
""	$26.) The death of JonBenet Ramsey and its effect on the city of Boulder, Colo.		
""			
5	"REACHING TO HEAVEN, by James Van Praagh. (Dutton, $22.95.) A ""renowned"	5	2
""	"medium"" discusses death, the spirit world and reincarnation."		
""			
6	TRAVELING MERCIES, by Anne Lamott. (Pantheon, $23.) A chronicle of the	7	6
""	author's journey toward faith and spirituality.		
""			
7	BLIND MAN'S BLUFF, by Sherry Sontag and Christopher Drew with Annette	8	16
""	Lawrence Drew. (Public Affairs, $25.) American submarine espionage from the		
""	early cold war years to the present.		
""			
8	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	6	9
""	$22.95.) What Buddhist doctrines and common sense tell us about dealing with		
""	everyday problems.		
""			
9	BEAUTY FADES, DUMB IS FOREVER, by Judy Sheindlin. (Cliff Street/	4	5
""	HarperCollins, $22.) Judge Judy examines the problems that face women today.		
""			
10	THE ENDURANCE, by Caroline Alexander. (Knopf, $29.95.) The story of Ernest	14	14
""	Shackleton's 1914 Antarctic expedition.		
""			
11	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	11	115
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
12	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	13	25
""	$22.) How a murderer helped compile the Oxford English Dictionary.		
""			
13	FIRST PERSON PLURAL, by Cameron West. (Hyperion, $23.95.) A psychologist	10	2
""	describes his struggles with dissociative identity (or multiple personality) disorder.		
""			
14	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	9	16
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
15	PLAYING FOR KEEPS, by David Halberstam. (Random House, $24.95.) The life	12	6
