This	June 13, 1993	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BRIDGES OF MADISON COUNTY, by Robert James Waller. (Warner,	1	44
""	$14.95.) A photographer and a lonely farmer's wife in Iowa.		
""			
2	PLEADING GUILTY, by Scott Turow. (Farrar, Straus & Giroux, $24.) A lawyer in	5	2
""	pursuit of his firm's missing partner and a multimillion-dollar fund.		
""			
3	THE SCORPIO ILLUSION, by Robert Ludlum. (Bantam, $23.95.) A former naval	4	2
""	officer tracks down a terrorist conspiracy headed by a vengeful woman.		
""			
4	THE CLIENT, by John Grisham. (Doubleday, $23.50.) A deadly secret, revealed	2	13
""	by a lawyer just before he kills himself, presents problems for an 11-year-old boy.		
""			
5	LIKE WATER FOR CHOCOLATE, by Laura Esquivel. (Doubleday, $17.50.)	6	9
""	Frustration, love, hope -- and recipes -- sampled by a woman on a Mexican ranch.		
""			
6	I'LL BE SEEING YOU, by Mary Higgins Clark. (Simon & Schuster, $23.) A	3	6
""	television news reporter has mystifying experiences when she covers a story.		
""			
7	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	7	130
""	problems of finding your way through life; in verse and pictures.		
""			
8	GAI-JIN, by James Clavell. (Delacorte, $27.50.) Cordial relationships and	8	6
""	terrorism between the Japanese and foreigners in Yokohama in 1862.		
""			
9	THE LAST COMMAND, by Timothy Zahn. (Spectra/Bantam, $21.95.) The final	9	8
""	"volume of a ""Star Wars"" trilogy."		
""			
10	A SEASON IN PURGATORY, by Dominick Dunne. (Crown, $22.) The political and	10	7
""	social machinations of a wealthy Irish Catholic family.		
""			
11	ANGEL, by Barbara Taylor Bradford. (Random House, $23.) The reunion of four	11	6
""	people is transformed by the appearance of two celebrated men.		
""			
12	PAPER DOLL, by Robert B. Parker. (Putnam, $19.95.) Spenser tracks the killer of	--	1
""	an upper-crust Boston woman to her past in a small South Carolina town.		
""			
13	"""J"" IS FOR JUDGMENT, by Sue Grafton. (Holt, $21.95.) Kinsey Millhone"	12	9
""	investigates the case of a man who apparently committed suicide.		
""			
14	CHARMS FOR THE EASY LIFE, by Kaye Gibbons. (Putnam, $19.95.) The	14	7
""	fortunes of three indomitable North Carolina women.		
""			
15	EINSTEIN'S DREAMS, by Alan Lightman. (Pantheon, $17.) Fantasies said to be	--	14
""	dreamed by Albert Einstein in 1905, when he was a young patent clerk.		
This	June 13, 1993	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WOMEN WHO RUN WITH THE WOLVES, by Clarissa Pinkola Estes. (Ballantine,	1	44
""	$20.) How myths and folk tales can enable women to understand their psyches.		
""			
2	THE WAY THINGS OUGHT TO BE, by Rush H. Limbaugh 3d. (Pocket, $22.)	2	39
""	Anecdotes and opinions offered by the talk show host.		
""			
3	THE REAL ANITA HILL, by David Brock. (Free Press, $24.95.) A journalist's	3	5
""	account of the relationship between the law professor and Clarence Thomas.		
""			
4	HEALING AND THE MIND, by Bill Moyers. (Doubleday, $25.) Conversations with	4	17
""	physicians and others about the relationship of sickness to thoughts and emotions.		
""			
5	THINKING OUT LOUD, by Anna Quindlen. (Random House, $22.) Essays on	6	8
""	current topics by the New York Times columnist.		
""			
6	EMBRACED BY THE LIGHT, by Betty J. Eadie with Curtis Taylor. (Gold Leaf	7	5
""	Press, $14.95.) A woman's near-death experience.		
""			
7	CARE OF THE SOUL, by Thomas Moore. (HarperCollins, $22.50.) A	5	26
""	psychotherapist's discussion of spirituality and everyday life.		
""			
8	SECRET CEREMONIES, by Deborah Laake. (Morrow, $20.) The unhappy	14	2
""	marriages of a woman raised as a Mormon.		
""			
9	CULTURE OF COMPLAINT, by Robert Hughes. (New York Public Library/Oxford	10	5
""	University, $19.95.) Essays critical of current cultural trends.		
""			
10	OPERATING INSTRUCTIONS, by Anne Lamott. (Pantheon, $21.) A novelist	16	2
""	recalls her first year as a single parent.		
""			
11	BANKRUPTCY 1995, by Harry E. Figgie Jr. with Gerald J. Swanson. (Little,	8	30
""	Brown, $19.95.) The collapse of America under Government debt.		
""			
12	TURMOIL AND TRIUMPH, by George P. Shultz. (Stewart/Scribners, $30.) The	9	4
""	memoirs of Ronald Reagan's Secretary of State.		
""			
13	PREPARING FOR THE TWENTY-FIRST CENTURY, by Paul Kennedy. (Random	--	11
""	House, $25.) A Yale historian assays social and political forces.		
""			
14	MAMA MAKES UP HER MIND, by Bailey White. (Addison-Wesley, $17.95.) Life in	13	2
""	a tiny Georgia town; by a first-grade teacher and radio commentator.		
""			
15	ASSEMBLING CALIFORNIA, by John McPhee. (Farrar, Straus & Giroux, $21.)	--	12
""	Investigations into the geological history of California.		
