This	April 29, 1990	Last	Weeks
Week	Fiction	Week	On List
""			
1	SEPTEMBER, by Rosamunde Pilcher. (St.  Martin's, $22.95.) Guests from many	1	2
""	parts of the  world encounter their often unexpected destinies  during a get-		
""	together in a small Scottish town.		
""			
2	THE BOURNE ULTIMATUM, by Robert Ludlum.  (Random House, $21.95.) Jason	2	7
""	Bourne plans to  infiltrate the ruthless Medusa Brigade.		
""			
3	OH, THE PLACES YOU'LL GO! by Dr. Seuss.  (Random House, $12.95.) The	3	10
""	problems of finding  your way through life; in verse and pictures.		
""			
4	SKINNY LEGS AND ALL, by Tom Robbins.  (Bantam, $19.95.) The horror and	10	2
""	humor of the  upcoming apocalypse are played out at a  restaurant near the		
""	United Nations.		
""			
5	MASQUERADE, by Janet Dailey. (Little, Brown,  $19.95.) A New Orleans heiress	4	4
""	encounters a  masked man during a carnival in Nice.		
""			
6	THE EVENING NEWS, by Arthur Hailey.  (Doubleday, $21.95.) Life as lived by	5	3
""	two  competitive television correspondents.		
""			
7	CLEAR AND PRESENT DANGER, by Tom  Clancy. (Putnam, $21.95.) The	6	35
""	C.I.A.'s Jack Ryan  fights Colombian drug lords.		
""			
8	THE SCIONS OF SHANNARA, by Terry Brooks.  (Del Rey/Ballantine, $19.95.)	8	8
""	The adventures of  two brothers who practice magic in a fantasy land.		
""			
9	DEVICES AND DESIRES, by P. D. James. (Knopf,  $19.95.) A series of killings on	7	14
""	the Norfolk coast.		
""			
10	THE BAD PLACE, by Dean R. Koontz. (Putnam,  $19.95.) A troubled sleepwalker	9	14
""	hires a detective  team to investigate his behavior.		
""			
11	BRIGHT STAR, by Harold Coyle. (Simon &  Schuster, $19.95.) An attempted	12	2
""	assassination by a  Libyan terrorist brings American and Soviet  troops into a		
""	violent encounter.		
""			
12	BITTER SWEET, by LaVyrle Spencer. (Putnam,  $18.95.) A widow's ordeal after	11	9
""	meeting her high  school flame, now a less than happily married man.		
""			
13	TALES FROM MARGARITAVILLE, by Jimmy  Buffett. (Harcourt Brace	15	27
""	Jovanovich, $16.95.)  Short stories set on a mythical Caribbean island.		
""			
14	THE GOLD COAST, by Nelson DeMille. (Warner,  $19.95.) How life changes for	--	1
""	an old WASP family  when the head of a crime family becomes its  neighbor on		
""	Long Island's North Shore.		
""			
15	DECEPTION, by Philip Roth. (Simon & Schuster,  $18.95.) The ambiguous	13	3
This	April 29, 1990	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MEN AT WORK, by George F. Will. (Macmillan,  $19.95.) The political pundit and	2	3
""	baseball buff  describes the craft of the game as practiced by  three players and a		
""	manager.		
""			
2	MEANS OF ASCENT, by Robert A. Caro. (Knopf,  $24.95.) Lyndon Johnson's	1	6
""	seven-year pursuit of a  seat in the Senate, won in 1948 by 87 votes.		
""			
3	MEGATRENDS 2000, by John Naisbitt and  Patricia Aburdene. (Morrow, $21.95.)	3	14
""	Prognostications about political, economic and  social developments in the next		
""	decade.		
""			
4	BARBARIANS AT THE GATE, by Bryan  Burrough and John Helyar. (Harper &	4	14
""	Row,  $22.95.) The 1988 battle for control of RJR Nabisco.		
""			
5	LIAR'S POKER, by Michael Lewis. (Norton,  $19.95.) Wall Street's tumultuous	6	25
""	1980's, as  witnessed and participated in by a young bond  trader.		
""			
6	IT WAS ON FIRE WHEN I LAY DOWN ON IT, by  Robert Fulghum. (Villard,	5	32
""	$17.95.) A new collection  of inspirational essays.		
""			
7	KAREEM, by Kareem Abdul-Jabbar with Mignon  McCarthy. (Random House,	11	3
""	$18.95.) A diary of the  Los Angeles Laker's last season in 1989.		
""			
8	WHAT I SAW AT THE REVOLUTION, by Peggy  Noonan. (Random House,	7	10
""	$19.95.) The memoirs of  a former Presidential speechwriter.		
""			
9	PARTING WITH ILLUSIONS, by Vladimir  Pozner. (Atlantic Monthly, $19.95.) The	9	7
""	autobiography of a man, raised in New York, who  became a commentator on		
""	Radio Moscow.		
""			
10	A BRIEF HISTORY OF TIME, by Stephen W.  Hawking. (Bantam, $18.95.) A	10	106
""	scientist reviews  efforts to create a unified theory of the universe.		
""			
11	IN THE ARENA, by Richard Nixon. (Simon &  Schuster, $21.95.) The 37th	--	1
""	President reflects on his  public career and private life.		
""			
12	ALL I REALLY NEED TO KNOW I LEARNED IN  KINDERGARTEN, by Robert	12	78
""	Fulghum. (Villard,  $17.95.) Inspirational essays.		
""			
13	THE CUCKOO'S EGG, by Clifford Stoll.  (Doubleday, $19.95.) An astrophysicist	8	13
""	tells how he  stalked a computer hacker.		
""			
14	HEAD FIRST, by Norman Cousins. (Dutton,  $19.95.) How the brain affects the	14	12
""	body's endocrine  and immune systems.		
""			
15	THE EMPEROR'S NEW MIND, by Roger  Penrose. (Oxford University, $24.95.)	16	13
""	Why  computers will never replace human thinking.		
