This	January 13, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PLAINS OF PASSAGE, by Jean M. Auel. (Crown, $24.95.) The experiences	1	13
""	of a couple on a trek on horseback across Europe in the Ice Age.		
""			
2	FOUR PAST MIDNIGHT, by Stephen King. (Viking, $22.95.) Four novellas about	2	18
""	horror and terror in the late-night hours.		
""			
3	DAZZLE, by Judith Krantz. (Crown, $21.95.) The familial, professional and	6	7
""	romantic life of an eighth-generation California woman who becomes a celebrity		
""	photographer.		
""			
4	THE WITCHING HOUR, by Anne Rice. (Knopf, $22.95.) The relationship of a	3	10
""	professional woman, the descendant of witches, and a rich man she brings back		
""	to life after he drowns.		
""			
5	THE POLAR EXPRESS, written and illustrated by Chris Van Allsburg. (Houghton	4	30
""	Mifflin, $17.95.) A small boy's Christmas Eve train ride.		
""			
6	MEMORIES OF MIDNIGHT, by Sidney Sheldon. (Morrow, $21.95.) The destiny of	5	21
""	an American woman is haunted by a vengeful Greek tycoon.		
""			
7	JURASSIC PARK, by Michael Crichton. (Knopf, $19.95.) A biotechnician uses	7	7
""	genetic engineering to clone dinosaurs for a theme park.		
""			
8	THE BURDEN OF PROOF, by Scott Turow. (Farrar, Straus & Giroux, $22.95.) An	8	31
""	attorney tries to unravel the mystery of his wife's death.		
""			
9	THE SECRET PILGRIM, by John le Carré. (Knopf, $21.95.) On the eve of his	--	1
""	retirement, a member of British intelligence recalls his three decades as a spy.		
""			
10	THE STAND, by Stephen King. (Doubleday, $24.95.) Doomsday brings horrors to	11	33
""	America; the uncut version of a novel first published in 1978.		
""			
11	LADY BOSS, by Jackie Collins. (Simon & Schuster, $21.95.) Lucky Santangelo	12	15
""	schemes and maneuvers to get control of a major movie studio.		
""			
12	CARL'S CHRISTMAS, by Alexandra Day. (Farrar, Straus & Giroux, $10.95.) A	13	5
""	picture story about a dog who takes care of a baby while its parents perform		
""	Christmastime chores.		
""			
13	POSSESSION, by A. S. Byatt. (Random House, $22.95.) A pair of British	9	4
""	academics pursue the relationship between two Victorian poets.		
""			
14	LONGSHOT, by Dick Francis. (Putnam, $19.95.) An author of survival guides	10	12
""	attempts to write about the world of horse racing.		
""			
15	THE FOURTH K, by Mario Puzo. (Random House, $22.) The tumultuous career of	--	1
""	President Francis Xavier Kennedy, cousin of John and Robert Kennedy and		
This	January 13, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	A LIFE ON THE ROAD, by Charles Kuralt. (Putnam, $19.95.) The memoirs of the	1	9
""	itinerant television newscaster.		
""			
2	THE CIVIL WAR, by Geoffrey C. Ward with Ric Burns and Ken Burns. (Knopf,	2	14
""	$50.) From Fort Sumter to Appomattox, in words and pictures.		
""			
3	BO KNOWS BO, by Bo Jackson and Dick Schaap. (Doubleday, $18.95.) The	3	9
""	autobiography of the athlete who plays both baseball and football.		
""			
4	IRON JOHN, by Robert Bly. (Addison-Wesley, $18.95.) The passage of the male	6	8
""	from boyhood into manhood, as practiced in various cultures.		
""			
5	ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN, by Robert	5	9
""	Fulghum. (Villard, $8.95.) An illustrated gift edition of the inspirational essay, with		
""	new commentary.		
""			
6	MILLIE'S BOOK, as dictated to Barbara Bush. (Morrow, $17.95.) The White House	4	16
""	dog's memoirs.		
""			
7	THE CAT AND THE CURMUDGEON, by Cleveland Amory. (Little, Brown,	7	13
""	$17.95.) The continuing contentions of two curmudgeons.		
""			
8	GET TO THE HEART, by Barbara Mandrell with George Vecsey. (Bantam,	9	17
""	$19.95.) The autobiography of the country-music singer.		
""			
9	AN AMERICAN LIFE, by Ronald Reagan. (Simon & Schuster, $24.95.) The	8	8
""	autobiography of the 40th President.		
""			
10	IT WAS ON FIRE WHEN I LAY DOWN ON IT, by Robert Fulghum. (Villard,	12	53
""	$17.95.) A collection of inspirational essays.		
""			
11	SUDDENLY, by George F. Will. (Free Press, $19.95.) Essays about America's	11	5
""	success in the cold war and the strains now developing in its society.		
""			
12	ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN, by Robert	15	96
""	Fulghum. (Villard, $17.95.) Inspirational essays.		
""			
13	POWERSHIFT, by Alvin Toffler. (Bantam, $22.95.) How the changes currently	--	9
""	occurring throughout the world are altering our daily lives.		
""			
14	YOU JUST DON'T UNDERSTAND, by Deborah Tannen. (Morrow, $18.95.) The	14	23
""	different languages men and women speak.		
""			
15	FRIDAY NIGHT LIGHTS, by H. G. Bissinger. (Addison-Wesley, $19.95.) A high	10	15
""	school football season in Odessa, Tex.		
""			
16	THE DISCOVERY OF THE BISMARCK, by Robert D. Ballard with Rick Archbold.	--	2
