This	May 9, 1993	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BRIDGES OF MADISON COUNTY, by Robert James Waller. (Warner,	1	39
""	$14.95.) A photographer and a lonely farmer's wife in Iowa.		
""			
2	THE CLIENT, by John Grisham. (Doubleday, $23.50.) A deadly secret presents	2	8
""	serious problems for an 11-year-old boy.		
""			
3	THE LAST COMMAND, by Timothy Zahn. (Spectra/Bantam, $21.95.) The final	3	3
""	"volume of a ""Star Wars"" trilogy."		
""			
4	"""J"" IS FOR JUDGMENT, by Sue Grafton. (Holt, $21.95.) Kinsey Millhone"	4	4
""	investigates the case of a man who apparently committed suicide -- but may have		
""	returned to life to reap benefits.		
""			
5	I'LL BE SEEING YOU, by Mary Higgins Clark. (Simon & Schuster, $23.) A	--	1
""	television news reporter has mystifying experiences when she covers a story in a		
""	hospital.		
""			
6	GAI-JIN, by James Clavell. (Delacorte, $27.50.) Cordial relationships and	--	1
""	terrorism between the Japanese and foreigners in Yokohama in 1862, shortly after		
""	that city was opened to the West.		
""			
7	A SEASON IN PURGATORY, by Dominick Dunne. (Crown, $22.) The political and	5	2
""	social machinations of a wealthy Irish Catholic family.		
""			
8	LIKE WATER FOR CHOCOLATE, by Laura Esquivel. (Doubleday, $17.50.)	7	4
""	Frustration, love, hope -- and recipes -- sampled by a woman coming of age on a		
""	Mexican ranch.		
""			
9	ANGEL, by Barbara Taylor Bradford. (Random House, $23.) The reunion of four	--	1
""	people, all successful in glamorous jobs, is transformed by the appearance of two		
""	celebrated men.		
""			
10	PERFECT, by Judith McNaught. (Pocket, $22.) A model young woman is	6	2
""	abducted by a onetime award-winning film maker.		
""			
11	AMERICAN STAR, by Jackie Collins. (Simon & Schuster, $23.) The romance of	8	6
""	two teen-agers, one who grows up to be a movie star, the other a model.		
""			
12	EINSTEIN'S DREAMS, by Alan Lightman. (Pantheon, $17.) Fantasies said to be	10	12
""	dreamed by Albert Einstein in 1905, when he was a patent clerk.		
""			
13	CHARMS FOR THE EASY LIFE, by Kaye Gibbons. (Putnam, $19.95.) The	11	2
""	fortunes of three indomitable North Carolina women.		
""			
14	WHISPERS, by Belva Plain. (Delacorte, $22.95.) The realities that lie below the	--	1
""	surface of an outwardly happy family.		
This	May 9, 1993	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WOMEN WHO RUN WITH THE WOLVES, by Clarissa Pinkola Estes. (Ballantine,	1	39
""	$20.) A Jungian analyst reinterprets myths and folk tales to enable women to		
""	understand their psyches.		
""			
2	HEALING AND THE MIND, by Bill Moyers. (Doubleday, $25.) Conversations with	2	12
""	physicians, scientists, therapists and patients about the relationship of sickness to		
""	thoughts and emotions.		
""			
3	THE WAY THINGS OUGHT TO BE, by Rush H. Limbaugh 3d. (Pocket, $22.)	3	34
""	Anecdotes and opinions offered by the talk show host.		
""			
4	CARE OF THE SOUL, by Thomas Moore. (HarperCollins, $22.50.) A	5	21
""	psychotherapist's discussion of spirituality and everyday life.		
""			
5	A WORLD WAITING TO BE BORN, by M. Scott Peck. (Bantam, $22.95.) A call for	4	4
""	individuals and institutions to make civility part of their lives and functions.		
""			
6	BANKRUPTCY 1995, by Harry E. Figgie Jr. with Gerald J. Swanson. (Little,	10	25
""	Brown, $19.95.) The collapse of America under Government debt.		
""			
7	REMEMBERING DENNY, by Calvin Trillin. (Farrar, Straus & Giroux, $19.) A	6	2
""	memoir of a bright young man of the 1950's who committed suicide two years ago.		
""			
8	ASSEMBLING CALIFORNIA, by John McPhee. (Farrar, Straus & Giroux, $21.)	11	9
""	Investigations into the geological history of California.		
""			
9	AMY FISHER: My Story, by Amy Fisher with Sheila Weller. (Pocket, $22.) The	9	3
""	memoirs of the Long Island teen-ager who is now serving time for shooting the		
""	wife of a man she says was her lover.		
""			
10	THINKING OUT LOUD, by Anna Quindlen. (Random House, $22.) Essays on	8	3
""	current topics by the New York Times columnist.		
""			
11	CONDUCT UNBECOMING, by Randy Shilts. (St. Martin's, $27.95.) The roles that	--	1
""	gay men and lesbians have played in the United States armed forces, especially		
""	during the past 30 years.		
""			
12	PREPARING FOR THE TWENTY-FIRST CENTURY, by Paul Kennedy. (Random	7	8
""	House, $25.) A historian assays social and political forces.		
""			
13	THE TE OF PIGLET, by Benjamin Hoff. (Dutton, $16.) Aspects of Taoist	14	33
""	philosophy explained through the actions of an A. A. Milne character.		
""			
14	TRUMAN, by David McCullough. (Simon & Schuster, $30.) A biography of the 33d	13	43
""	President.		
""			
15	NOBODY NOWHERE, by Donna Williams. (Times Books/Random House, $21.)	--	15
