This	April 22, 1990	Last	Weeks
Week	Fiction	Week	On List
""			
1	SEPTEMBER, by Rosamunde Pilcher. (St.  Martin's, $22.95.) Guests from many	--	1
""	parts of the  world encounter their often unexpected destinies  during a get-		
""	together in a small Scottish town.		
""			
2	THE BOURNE ULTIMATUM, by Robert Ludlum.  (Random House, $21.95.) Jason	1	6
""	Bourne plans to  infiltrate the ruthless Medusa Brigade as part of a  plot to trap his		
""	archenemy, Carlos the Jackal.		
""			
3	OH, THE PLACES YOU'LL GO! by Dr. Seuss.  (Random House, $12.95.) The	2	9
""	problems of finding  your way through life; in verse and pictures.		
""			
4	MASQUERADE, by Janet Dailey. (Little, Brown,  $19.95.) A New Orleans heiress	8	3
""	encounters a  masked man during a carnival in Nice.		
""			
5	THE EVENING NEWS, by Arthur Hailey.  (Doubleday, $21.95.) Life as lived by	9	2
""	two  competitive correspondents for a television  network obsessed with bottom-		
""	line accounting.		
""			
6	CLEAR AND PRESENT DANGER, by Tom  Clancy. (Putnam, $21.95.) The	3	34
""	C.I.A.'s Jack Ryan  fights Colombian drug lords.		
""			
7	DEVICES AND DESIRES, by P. D. James. (Knopf,  $19.95.) Adam Dalgliesh	4	13
""	puzzles over a series of  killings on the windy Norfolk coast.		
""			
8	THE SCIONS OF SHANNARA, by Terry Brooks.  (Del Rey/Ballantine, $19.95.)	7	7
""	The adventures of  two brothers who practice magic in a fantasy land.		
""			
9	THE BAD PLACE, by Dean R. Koontz. (Putnam,  $19.95.) A troubled sleepwalker	5	13
""	hires a detective  team to investigate his behavior.		
""			
10	SKINNY LEGS AND ALL, by Tom Robbins.  (Bantam, $19.95.) The horror and	--	1
""	humor of the  upcoming apocalypse are played out at a  restaurant near the		
""	United Nations.		
""			
11	BITTER SWEET, by LaVyrle Spencer. (Putnam,  $18.95.) A widow's ordeal after	6	8
""	meeting her high  school flame, now a less than happily married man.		
""			
12	BRIGHT STAR, by Harold Coyle. (Simon &  Schuster, $19.95.) An attempted	--	1
""	assassination by a  Libyan terrorist brings American and Soviet  troops into a		
""	violent encounter.		
""			
13	DECEPTION, by Philip Roth. (Simon & Schuster,  $18.95.) The ambiguous	--	2
""	relationship of an  American novelist and an English-born woman.		
""			
14	COUNTERATTACK, by W. E. B. Griffin. (Putnam,  $16.95.) The Marines in action,	13	11
""	from Pearl Harbor  to Guadalcanal; third volume in ''The Corps'' series.		
This	April 22, 1990	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MEANS OF ASCENT, by Robert A. Caro. (Knopf,  $24.95.) Lyndon Johnson's	2	5
""	seven-year pursuit of a  seat in the Senate, won in 1948 by 87 votes.		
""			
2	MEN AT WORK, by George F. Will. (Macmillan,  $19.95.) The political pundit and	15	2
""	baseball buff  describes the craft of the game as practiced by  three players and a		
""	manager.		
""			
3	MEGATRENDS 2000, by John Naisbitt and  Patricia Aburdene. (Morrow, $21.95.)	1	13
""	Prognostications for the next decade.		
""			
4	BARBARIANS AT THE GATE, by Bryan  Burrough and John Helyar. (Harper &	3	13
""	Row,  $22.95.) The 1988 battle for control of RJR Nabisco.		
""			
5	IT WAS ON FIRE WHEN I LAY DOWN ON IT, by  Robert Fulghum. (Villard,	6	31
""	$17.95.) A new collection  of inspirational essays.		
""			
6	LIAR'S POKER, by Michael Lewis. (Norton,  $19.95.) Wall Street's tumultuous	4	24
""	1980's.		
""			
7	WHAT I SAW AT THE REVOLUTION, by Peggy  Noonan. (Random House,	5	9
""	$19.95.) The memoirs of  a former Presidential speechwriter.		
""			
8	THE CUCKOO'S EGG, by Clifford Stoll.  (Doubleday, $19.95.) An astrophysicist	8	12
""	tells how he  stalked a computer hacker.		
""			
9	PARTING WITH ILLUSIONS, by Vladimir  Pozner. (Atlantic Monthly, $19.95.) The	7	6
""	autobiography of a man, raised in New York, who  became a commentator on		
""	Radio Moscow.		
""			
10	A BRIEF HISTORY OF TIME, by Stephen W.  Hawking. (Bantam, $18.95.) A	10	105
""	scientist reviews  efforts to create a unified theory of the universe.		
""			
11	KAREEM, by Kareem Abdul-Jabbar with Mignon  McCarthy. (Random House,	11	2
""	$18.95.) A diary of the  Los Angeles Laker's last season in 1989.		
""			
12	ALL I REALLY NEED TO KNOW I LEARNED IN  KINDERGARTEN, by Robert	9	77
""	Fulghum. (Villard,  $17.95.) Inspirational essays.		
""			
13	THE SPY WENT DANCING, by Aline, Countess of  Romanones. (Putnam,	12	6
""	$19.95.) A World War II  O.S.S. operative resumes her work during the 60's.		
""			
14	HEAD FIRST, by Norman Cousins. (Dutton,  $19.95.) How the brain affects the	--	11
""	body's endocrine  and immune systems.		
""			
15	RAW RECRUITS, by Alexander Wolff and Armen  Keteyian. (Pocket, $18.95.)	--	2
""	How current  recruitment practices corrupt college basketball.		
