This	March 24, 1996	Last	Weeks
Week	Fiction	Week	On List
""			
1	PRIMARY COLORS, by Anonymous. (Random House, $24.) The progress of a	1	7
""	certain Southern governor and his wife on their way to the White House.		
""			
2	THE HORSE WHISPERER, by Nicholas Evans. (Delacorte, $23.95.) A troubled	2	27
""	woman seeks solace for herself, her daughter and their horse from a wrangler.		
""			
3	THAT CAMDEN SUMMER, by LaVyrle Spencer. (Putnam, $23.95.) In 1916, a	6	7
""	divorced woman, returning to her Maine hometown, finds scorn and romance.		
""			
4	THE CELESTINE PROPHECY, by James Redfield. (Warner, $17.95.) An ancient	4	108
""	manuscript, found in Peru, provides insights into achieving a fulfilling life.		
""			
5	ABSOLUTE POWER, by David Baldacci. (Warner, $22.95.) Intrigue, sex and	3	7
""	murder in Washington.		
""			
6	MCNALLY'S PUZZLE, by Lawrence Sanders. (Putnam, $24.95.) The private eye	9	2
""	Archy McNally probes the murder of a wealthy widower on Florida's Gold Coast.		
""			
7	AND THIS TOO SHALL PASS, by E. Lynn Harris. (Doubleday, $23.95.) A Chicago	8	3
""	lawyer defends a star football player falsely accused of sexual assault.		
""			
8	FIVE DAYS IN PARIS, by Danielle Steel. (Delacorte, $15.95.) A chance encounter	12	17
""	between two Americans at the Ritz changes their lives forever.		
""			
9	GUILTY AS SIN, by Tami Hoag. (Bantam, $21.95.) The ordeals of an assistant	7	3
""	district attorney as she prosecutes a college professor for kidnapping his		
""	neighbor's child.		
""			
10	INTENSITY, by Dean Koontz. (Knopf, $25.) A young woman contends with a	11	10
""	serial killer.		
""			
11	THE CAT WHO SAID CHEESE, by Lilian Jackson Braun. (Putnam, $22.95.) Jim	5	5
""	Qwilleran and his two feline sleuths probe a deadly bombing in an emporium.		
""			
12	IN THE BEAUTY OF THE LILIES, by John Updike. (Knopf, $25.95.) Over four	13	5
""	generations, a family shifts its allegiance from religious to cinematic illusions.		
""			
13	ROGUE WARRIOR: TASK FORCE BLUE, by Richard Marcinko and John	10	3
""	Weisman. (Pocket, $23.) Battling political extremists, drug gangs and terrorists.		
""			
14	IN THE PRESENCE OF THE ENEMY, by Elizabeth George. (Bantam, $23.95.)	--	1
""	Two British celebrities contend with the kidnappers of their secret love child.		
""			
15	THE LOST WORLD, by Michael Crichton. (Knopf, $25.95.) Scientists visit a Costa	--	24
""	"Rican jungle that is the breeding ground of dinosaurs; a sequel to ""Jurassic Park."""		
""			
16	THE JESTER HAS LOST HIS JINGLE, written and illustrated by David Saltzman.	--	1
This	March 24, 1996	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	RUSH LIMBAUGH IS A BIG FAT IDIOT, by Al Franken. (Delacorte, $21.95.) A	1	8
""	television comedian's comments on the current political scene.		
""			
2	IT TAKES A VILLAGE, by Hillary Rodham Clinton. (Simon & Schuster, $20.) The	2	9
""	First Lady's quest for ways to help create a better society for children.		
""			
3	HOW COULD YOU DO THAT?! by Laura Schlessinger. (HarperCollins, $22.) A	3	7
""	condemnation of self-indulgent morality, and ways to overcome it.		
""			
4	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	7	99
""	House, $23.) The mysterious death of a young man in Savannah, Ga.		
""			
5	ENTER WHINING, by Fran Drescher. (Regan Books/HarperCollins, $22.) The	4	4
""	"memoirs of the star of ""The Nanny."""		
""			
6	EMOTIONAL INTELLIGENCE, by Daniel Goleman. (Bantam, $23.95.) Factors	6	25
""	other than I.Q. that contribute to a successful and happy life.		
""			
7	YOU'LL NEVER MAKE LOVE IN THIS TOWN AGAIN, by Robin, Liza, Linda and	8	4
""	Tiffany, as told to Jennie Louise Frankel, Terrie Maxine Frankel and Joanne		
""	Parrent. (Dove, $22.95.) Four Hollywood prostitutes reminisce.		
""			
8	UNDAUNTED COURAGE, by Stephen E. Ambrose. (Simon & Schuster, $27.50.)	5	3
""	The story of how Thomas Jefferson sponsored Lewis and Clark's exploration.		
""			
9	THE ROAD AHEAD, by Bill Gates with Nathan Myhrvold and Peter Rinearson.	10	16
""	(Viking, $29.95.) What's ahead on the information highway; CD-ROM included.		
""			
10	INTO THE WILD, by Jon Krakauer. (Villard, $22.) The life of a young man whose	--	2
""	obsession with the wilderness had a tragic end in Alaska.		
""			
11	REASONABLE DOUBTS, by Alan M. Dershowitz. (Simon & Schuster, $20.) Why	--	1
""	the jury in the O. J. Simpson case reached the verdict it did.		
""			
12	100 YEARS, 100 STORIES, by George Burns. (Putnam, $15.95.) From the Lower	14	6
""	East Side to stardom.		
""			
13	TIME PRESENT, TIME PAST, by Bill Bradley. (Knopf, $26.) The Senator reflects	9	7
""	on his life and his country.		
""			
14	LONGITUDE, by Dava Sobel. (Walker, $19.) The story of John Harrison, who	11	12
""	invented the chronometer.		
""			
15	MISS AMERICA, by Howard Stern. (Regan Books, $27.50.) Anecdotes and	12	18
""	fulminations from the radio talk show host.		
""			
16	SISTERS. Essays by Carol Saline. Photographs by Sharon J. Wohlmuth.	--	63
