This	September 12, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	2	38
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
2	BLACK NOTICE, by Patricia Cornwell. (Putnam, $25.95.) Kay Scarpetta's	1	4
""	investigation of a ship's cargo gets her involved in an international conspiracy.		
""			
3	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	4	13
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
4	ASSASSINS, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.) The sixth	3	4
""	volume in a series about true believers who confront the Antichrist.		
""			
5	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	5	12
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
6	DARK LADY, by Richard North Patterson. (Knopf, $25.95.) Stella Marz, a driven	--	1
""	county prosecutor, pursues criminals infesting a struggling Midwestern city.		
""			
7	THE EDGE, by Catherine Coulter. (Putnam, $22.95.) An F.B.I. agent searches for	6	4
""	his sister, whose disappearance is intertwined with baffling crimes.		
""			
8	MOTHER OF PEARL, by Melinda Haynes. (Hyperion, $23.95.) The lives of a 28-	7	11
""	year-old black man and a 15-year-old white girl converge in Petal, Miss., in the		
""	1950's.		
""			
9	GRANNY DAN, by Danielle Steel. (Delacorte, $19.95.) A woman learns about her	8	9
""	grandmother's Russian past.		
""			
10	THE GIRLS' GUIDE TO HUNTING AND FISHING, by Melissa Bank. (Viking,	9	13
""	$23.95.) The progress of a young New York woman through the terrain of sex and		
""	love.		
""			
11	WHITE OLEANDER, by Janet Fitch. (Little, Brown, $24.) The ordeals of growing	10	17
""	up as experienced by a teen-age girl whose single mother murders a lover.		
""			
12	APOLLYON, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $19.97.) Confronting	11	11
""	the Antichrist.		
""			
13	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	12	30
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
14	WORST FEARS REALIZED, by Stuart Woods. (HarperCollins, $25.) Stone	13	3
""	Barrington, a cop turned lawyer, seeks a serial killer he knew in the past.		
""			
15	ALL THE QUEEN'S MEN, by Linda Howard. (Pocket, $23.95.) A man and a	14	5
This	September 12, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	1	99
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
2	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	4	23
""	describes how she turned painful experiences into feelings of hope.		
""			
3	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	2	34
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
4	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	3	39
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
5	DIANA IN SEARCH OF HERSELF, by Sally Bedell Smith. (Times Books/Random	8	2
""	House, $25.) A biography of the late Princess of Wales.		
""			
6	THE HUNGRY OCEAN, by Linda Greenlaw. (Hyperion, $22.95.) A sea captain's	5	8
""	account of her 30-day swordfishing voyage off the Northeast coast.		
""			
7	ETHICS FOR THE NEW MILLENNIUM, by the Dalai Lama. (Riverhead, $24.95.)	6	4
""	The ethical system Buddhism offers us for the present and the future.		
""			
8	BILL AND HILLARY, by Christopher Andersen. (Morrow, $27.50.) A journalist's	7	4
""	account of the marriage of the President and the First Lady.		
""			
9	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	10	126
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
10	SHADOW, by Bob Woodward. (Simon & Schuster, $27.50.) How the Watergate	9	11
""	scandal affected the Administrations of Richard Nixon's five successors.		
""			
11	THE FIRST WORLD WAR, by John Keegan. (Knopf, $35.) A historian recounts	11	10
""	the 1914-18 conflict from the viewpoint of the strategists and the men in the		
""	trenches.		
""			
12	ENCORE PROVENCE, by Peter Mayle. (Knopf, $23.) Further adventures in the	14	14
""	south of France.		
""			
13	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) An American writer	12	21
""	recalls the romantic areas of Italy.		
""			
14	THE LEXUS AND THE OLIVE TREE, by Thomas L. Friedman. (Farrar, Straus &	--	16
""	Giroux, $27.50.) A journalist explains the instant electronic global economy.		
""			
15	BLIND EYE, by James B. Stewart. (Simon & Schuster, $25.) How a physician who	--	1
""	is under investigation for killing patients was inadequately supervised.		
