This	September 29, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SUM OF ALL FEARS, by Tom Clancy. (Putnam, $24.95.) Middle Eastern	1	6
""	terrorists edge the world to the brink of nuclear war.		
""			
2	THE DOOMSDAY CONSPIRACY, by Sidney Sheldon. (Morrow, $22.) An	2	3
""	American naval officer, assigned to investigate a balloon accident in the Alps, has		
""	to contend with a mysterious force.		
""			
3	SAINT MAYBE, by Anne Tyler. (Knopf, $22.) The struggles of a young man to	3	4
""	atone for the wrong he feels he has done his older brother.		
""			
4	FLOWERS IN THE RAIN, by Rosamunde Pilcher. (Dunne/St. Martin's, $20.) A	5	4
""	collection of short stories, many of them set in Scotland and dealing with family		
""	relationships.		
""			
5	THE FIRM, by John Grisham. (Doubleday, $19.95.) A young lawyer learns that his	4	29
""	firm is engaged in secret, possibly illegal activities.		
""			
6	THE DECEIVER, by Frederick Forsyth. (Bantam, $22.50.) To escape forced early	--	1
""	retirement, Sam McCready recalls his years in the British secret service.		
""			
7	THE KITCHEN GOD'S WIFE, by Amy Tan. (Putnam, $22.95.) A Chinese-	6	14
""	American matriarch tells the harrowing story of her life.		
""			
8	RUSSKA, by Edward Rutherfurd. (Crown, $25.) Eighteen centuries in the lives of	7	3
""	four families of different cultures residing in a Russian village.		
""			
9	THE DUCHESS, by Jude Deveraux. (Pocket, $21.) An American woman, in	--	1
""	Scotland to marry a duke, finds a mysterious stranger more attractive.		
""			
10	OUTER BANKS, by Anne Rivers Siddons. (HarperCollins, $19.95.) An interior	11	10
""	decorator comes to terms with herself at a college reunion.		
""			
11	LOVES MUSIC, LOVES TO DANCE, by Mary Higgins Clark. (Simon & Schuster,	10	21
""	$21.95.) Two women get caught in the snare of a serial killer.		
""			
12	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	9	79
""	problems of finding your way through life; in verse and pictures.		
""			
13	HEIR TO THE EMPIRE, by Timothy Zahn. (Spectra/Bantam, $15.) The survival of	8	19
""	"the ""Star Wars"" galaxy is menaced by new forces."		
""			
14	THE GARDEN OF RAMA, by Arthur C. Clarke and Gentry Lee. (Spectra/Bantam,	14	4
""	$20.) In the 23d century, astronauts from Earth contend with alien forces.		
""			
15	IMAJICA, by Clive Barker. (HarperCollins, $23.) A fantasy in which three residents	--	1
""	of Earth seek to improve its lot by reuniting it with four other Dominions.		
This	September 29, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ME: Stories of My Life, by Katharine Hepburn. (Knopf, $25.) The actress's	1	2
""	memoirs.		
""			
2	UH-OH, by Robert Fulghum. (Villard, $19.) Reflections on life's commonplaces,	2	5
""	from meat loaf to pet dogs to fireflies.		
""			
3	LA TOYA, by La Toya Jackson with Patricia Romanowski. (Dutton, $19.95.)	9	2
""	Growing up in a show business family, by Michael Jackson's sister.		
""			
4	PARLIAMENT OF WHORES, by P. J. O'Rourke. (Entrekin/Atlantic Monthly,	4	15
""	$19.95.) A humorist's attempt to explain the workings of the Federal Government.		
""			
5	IRON JOHN, by Robert Bly. (Addison-Wesley, $19.95.) The passage from	3	45
""	boyhood into manhood.		
""			
6	EXPOSING MYSELF, by Geraldo Rivera with Daniel Paisner. (Bantam, $21.50.)	--	1
""	The autobiography of the television personality.		
""			
7	WHEN YOU LOOK LIKE YOUR PASSPORT PHOTO, IT'S TIME TO GO HOME,	8	10
""	by Erma Bombeck. (HarperCollins, $19.95.) The tribulations of travel suffered in all		
""	parts of the world.		
""			
8	FIRE IN THE BELLY, by Sam Keen. (Bantam, $19.95.) A philosopher explores the	5	20
""	changing role of the male in today's society.		
""			
9	TOUJOURS PROVENCE, by Peter Mayle. (Knopf, $20.) The charms of rustic	6	13
""	Provence, as savored by a London advertising man who moved there.		
""			
10	ANNE SEXTON, by Diane Wood Middlebrook. (Davison/Houghton Mifflin, $24.95.)	10	4
""	The life of a gifted poet who was hampered by mental illness.		
""			
11	CHUTZPAH, by Alan M. Dershowitz. (Little, Brown, $22.95.) A prominent law	7	15
""	professor's reflections on the lot of Jews in America.		
""			
12	HARD COURTS, by John Feinstein. (Villard, $22.50.) A journalist's behind-the-	11	3
""	scenes look at a year of professional tennis.		
""			
13	J. EDGAR HOOVER, by Curt Gentry. (Norton, $29.95.) The career of the longtime	--	1
""	director of the F.B.I.		
""			
14	DAVE BARRY TALKS BACK, by Dave Barry. (Crown, $18.) A collection of	13	13
""	columns by the syndicated humorist.		
""			
15	BOSS OF BOSSES, by Joseph F. O'Brien and Andris Kurins. (Simon & Schuster,	--	11
""	$22.95.) Two former F.B.I. agents report on the downfall of Paul Castellano, head		
""	of the Gambino crime family.		
