This	May 25, 1997	Last	Weeks
Week	Fiction	Week	On List
""			
1	PRETEND YOU DON'T SEE HER, by Mary Higgins Clark. (Simon & Schuster,	1	5
""	$25.) A chance witness to a murder is obliged to live anonymously to save her life.		
""			
2	THE PARTNER, by John Grisham. (Doubleday, $26.95.) The pursuit of $90 million	2	11
""	stolen by a lawyer who apparently died but is actually hiding in Brazil.		
""			
3	THE RANCH, by Danielle Steel. (Delacorte, $25.95.) Three women who were	3	6
""	college roommates come to terms with themselves at a Wyoming resort.		
""			
4	MASON & DIXON, by Thomas Pynchon. (Holt, $27.50.) The story of the two	4	2
""	British surveyors who drew the boundary between the North and the South in the		
""	1700's.		
""			
5	OUT TO CANAAN, by Jan Karon. (Viking, $23.95.) The fourth volume of ''The	7	4
""	Mitford Years,'' a series about life in a small North Carolina town.		
""			
6	THE NOTEBOOK, by Nicholas Sparks. (Warner, $16.95.) A World War II veteran	6	31
""	meets an old flame who is about to be married.		
""			
7	THE GOSPEL ACCORDING TO THE SON, by Norman Mailer. (Random House,	9	3
""	$22.) The life of Jesus, narrated in the first person.		
""			
8	SNOW IN AUGUST, by Pete Hamill. (Little, Brown, $23.95.) The friendship of an	--	1
""	Irish Catholic boy and a Czechoslovak rabbi in Brooklyn during the late 1940's.		
""			
9	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $16.) Verse and	--	154
""	pictures.		
""			
10	EVENING CLASS, by Maeve Binchy. (Delacorte, $24.95.) Family secrets,	15	12
""	aspirations and passions surface during a course in Italian at a Dublin school.		
""			
11	THE WAITING TIME, by Eugenia Price. (Doubleday, $23.95.) A recently widowed	--	1
""	woman finds romance and a partner to help run a plantation in antebellum		
""	Georgia.		
""			
12	THE NIGHT CREW, by John Sandford. (Putnam, $23.95.) A video crew patrolling	5	5
""	the streets of Los Angeles for news is beset by a series of violent deaths.		
""			
13	AFFAIR, by Amanda Quick. (Bantam, $23.95.) A private investigator undertakes to	8	4
""	find the murderer of a wealthy woman who was her client.		
""			
14	CHROMOSOME 6, by Robin Cook. (Putnam, $24.95.) The missing liver of a	12	8
""	corpse found floating in a river may provide clues to the murder of a crime figure.		
""			
15	THE CELESTINE PROPHECY, by James Redfield. (Warner, $17.95.) An ancient	14	162
""	manuscript's insights.		
This	May 25, 1997	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MOTHERS & DAUGHTERS, by Carol Saline and Sharon J. Wohlmuth.	5	4
""	(Doubleday, $24.95.) The bond between women and their daughters, celebrated		
""	in essays and photographs.		
""			
2	JUST AS I AM, by Billy Graham. (HarperSanFrancisco/Zondervan, $28.50.) The	4	2
""	autobiography of the crusading preacher.		
""			
3	ANGELA'S ASHES, by Frank McCourt. (Scribner, $24.) An Irish-American writer	1	36
""	recalls his childhood amid the miseries of Limerick.		
""			
4	UNDERBOSS, by Peter Maas. (HarperCollins, $25.) Life in the Mafia as lived and	2	4
""	observed by Salvatore (Sammy the Bull) Gravano.		
""			
5	INTO THIN AIR, by Jon Krakauer. (Villard, $24.95.) A journalist's account of his	3	3
""	ascent of Mount Everest in 1996, the deadliest season in history.		
""			
6	WITHOUT A DOUBT, by Marcia Clark with Teresa Carpenter. (Viking, $25.95.)	--	1
""	The prosecution of O. J. Simpson as seen by the former deputy district attorney.		
""			
7	DAUGHTERS & MOTHERS, by Lauren Cowen and Jayne Wexler. (Courage	--	1
""	Books/Running Press, $19.98.) The relationships of mothers and daughters,		
""	celebrated in essays and photographs.		
""			
8	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	6	23
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
9	PERSONAL HISTORY, by Katharine Graham. (Knopf, $29.95.) The	10	15
""	autobiography of the former publisher of The Washington Post and capital grande		
""	dame.		
""			
10	LOCKED IN THE CABINET, by Robert B. Reich. (Knopf, $25.) Washington life as	7	4
""	experienced and observed by the former Secretary of Labor.		
""			
11	CONVERSATIONS WITH GOD: Book 2, by Neale Donald Walsch. (Hampton	13	2
""	Roads, $19.95.) More discussions of moral questions.		
""			
12	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	9	149
""	House, $23.) The mysterious death of a young man in Savannah, Ga.		
""			
13	THE GIFT OF PEACE, by Joseph Cardinal Bernardin. (Loyola Press, $17.95.)	11	16
""	Reflections on the last three years of his life by the late Archbishop of Chicago.		
""			
14	DOWN IN THE GARDEN, by Anne Geddes. (Cedco, $49.95.) A collection of	--	13
""	photographs of infants dressed up as flora and fauna, with brief comments.		
""			
15	THE MILLIONAIRE NEXT DOOR, by Thomas J. Stanley and William D. Danko.	8	18
""	(Longstreet, $22.) An analysis of the lives of wealthy Americans.		
