This	January 20, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SECRET PILGRIM, by John le Carré. (Knopf, $21.95.) On the eve of his	9	2
""	retirement, a member of British intelligence recalls his three decades as a spy.		
""			
2	THE PLAINS OF PASSAGE, by Jean M. Auel. (Crown, $24.95.) The experiences	1	14
""	of a couple on a trek on horseback across Europe in the Ice Age.		
""			
3	THE WITCHING HOUR, by Anne Rice. (Knopf, $22.95.) The relationship of a	4	11
""	professional woman, the descendant of witches, and a rich man she brings back		
""	to life after he drowns.		
""			
4	FOUR PAST MIDNIGHT, by Stephen King. (Viking, $22.95.) Four novellas about	2	19
""	horror and terror in the late-night hours.		
""			
5	DAZZLE, by Judith Krantz. (Crown, $21.95.) The familial, professional and	3	8
""	romantic life of an eighth-generation California woman who becomes a celebrity		
""	photographer.		
""			
6	JURASSIC PARK, by Michael Crichton. (Knopf, $19.95.) A biotechnician uses	7	8
""	genetic engineering to clone dinosaurs for a theme park.		
""			
7	MEMORIES OF MIDNIGHT, by Sidney Sheldon. (Morrow, $21.95.) The destiny of	6	22
""	an American woman is haunted by a vengeful Greek tycoon.		
""			
8	THE BURDEN OF PROOF, by Scott Turow. (Farrar, Straus & Giroux, $22.95.) An	8	32
""	attorney tries to unravel the mystery of his wife's death.		
""			
9	POSSESSION, by A. S. Byatt. (Random House, $22.95.) A pair of British	13	5
""	academics pursue the relationship between two Victorian poets, with surprising		
""	results for those past and present.		
""			
10	THE FOURTH K, by Mario Puzo. (Random House, $22.) The tumultuous career of	15	2
""	President Francis Xavier Kennedy, cousin of John and Robert Kennedy and		
""	inheritor of their charisma.		
""			
11	THE STAND, by Stephen King. (Doubleday, $24.95.) Doomsday brings horrors to	10	34
""	America; the uncut version of a novel first published in 1978.		
""			
12	VITAL SIGNS, by Robin Cook. (Putnam, $21.95.) A physician's quest for fertility	--	1
""	brings her horrifying experiences in America, Australia and China.		
""			
13	LADY BOSS, by Jackie Collins. (Simon & Schuster, $21.95.) Lucky Santangelo	11	16
""	schemes and maneuvers to get control of a major movie studio.		
""			
14	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	--	47
""	problems of finding your way through life; in verse and pictures.		
""			
15	CROW AND WEASEL, by Barry Lopez. Illustrated by Tom Pohrt. (North Point,	--	4
This	January 20, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	A LIFE ON THE ROAD, by Charles Kuralt. (Putnam, $19.95.) The memoirs of the	1	10
""	itinerant television newscaster.		
""			
2	IRON JOHN, by Robert Bly. (Addison-Wesley, $18.95.) The passage of the male	4	9
""	from boyhood into manhood, as practiced in various cultures.		
""			
3	THE CIVIL WAR, by Geoffrey C. Ward with Ric Burns and Ken Burns. (Knopf,	2	15
""	$50.) From Fort Sumter to Appomattox, in words and pictures.		
""			
4	THE NEW RUSSIANS, by Hedrick Smith. (Random House, $24.95.) A former	--	1
""	Moscow correspondent surveys the profound changes in the Soviet Union during		
""	the past 15 years.		
""			
5	BO KNOWS BO, by Bo Jackson and Dick Schaap. (Doubleday, $18.95.) The	3	10
""	autobiography of the athlete who plays baseball for the Kansas City Royals and		
""	football for the Los Angeles Raiders.		
""			
6	MILLIE'S BOOK, as dictated to Barbara Bush. (Morrow, $17.95.) The memoirs of	6	17
""	the English springer spaniel who lives in the White House.		
""			
7	YOU JUST DON'T UNDERSTAND, by Deborah Tannen. (Morrow, $18.95.) The	14	24
""	different languages men and women speak.		
""			
8	THE CAT AND THE CURMUDGEON, by Cleveland Amory. (Little, Brown,	7	14
""	$17.95.) The continuing contentions of two curmudgeons.		
""			
9	GET TO THE HEART, by Barbara Mandrell with George Vecsey. (Bantam,	8	18
""	$19.95.) The autobiography of the country-music singer.		
""			
10	POWERSHIFT, by Alvin Toffler. (Bantam, $22.95.) How the changes currently	13	10
""	occurring throughout the world are altering our daily lives.		
""			
11	GOD, COUNTRY, NOTRE DAME, by Theodore M. Hesburgh with Jerry Reedy.	--	2
""	(Doubleday, $21.95.) The autobiography of the theologian and former president of		
""	the University of Notre Dame.		
""			
12	THE SPIRITUAL LIFE OF CHILDREN, by Robert Coles. (Davison/Houghton	--	1
""	Mifflin, $22.95.) The nature of God and salvation as perceived by Christian, Jewish		
""	and Muslim children.		
""			
13	DARKNESS VISIBLE, by William Styron. (Random House, $15.95.) The novelist's	--	13
""	memoir of a period of severe depression.		
""			
14	SUDDENLY, by George F. Will. (Free Press, $19.95.) Essays about America's	11	6
""	success in the cold war and the strains now developing in its society.		
""			
15	ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN, by Robert	5	10
