This	September 5, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	BLACK NOTICE, by Patricia Cornwell. (Putnam, $25.95.) Kay Scarpetta's	1	3
""	investigation of a ship's cargo gets her involved in an international conspiracy.		
""			
2	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	3	37
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
3	ASSASSINS, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.) The sixth	2	3
""	volume in a series about true believers who confront the Antichrist.		
""			
4	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	4	12
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
5	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	5	11
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
6	THE EDGE, by Catherine Coulter. (Putnam, $22.95.) The F.B.I. agent Mac	6	3
""	MacDougal in pursuit of his sister, whose disappearance is intertwined with		
""	baffling crimes.		
""			
7	MOTHER OF PEARL, by Melinda Haynes. (Hyperion, $23.95.) The lives of a 28-	8	10
""	year-old black man and a 15-year-old white girl converge in Petal, Miss., in the		
""	1950's.		
""			
8	GRANNY DAN, by Danielle Steel. (Delacorte, $19.95.) A woman learns the	7	8
""	secrets of her grandmother's past in czarist Russia.		
""			
9	THE GIRLS' GUIDE TO HUNTING AND FISHING, by Melissa Bank. (Viking,	11	12
""	$23.95.) The progress of a young New York woman through the terrain of sex and		
""	love.		
""			
10	WHITE OLEANDER, by Janet Fitch. (Little, Brown, $24.) The ordeals of growing	10	16
""	up as experienced by a teen-age girl whose single mother murders a lover.		
""			
11	APOLLYON, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $19.97.) After the	--	10
""	rapture of the saved, the world's remaining believers confront the Antichrist.		
""			
12	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	14	29
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
13	WORST FEARS REALIZED, by Stuart Woods. (HarperCollins, $25.) Stone	12	2
""	Barrington, a cop turned lawyer, seeks a serial killer he knew in the past.		
""			
14	ALL THE QUEEN'S MEN, by Linda Howard. (Pocket, $23.95.) Amid a stormy	15	4
""	relationship, a man and a woman, both C.I.A. agents, work to arrest a Frenchman		
""	who is selling arms to terrorists.		
This	September 5, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	1	98
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
2	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	4	33
""	$22.95.) What Buddhist doctrines and common sense tell us about dealing with		
""	everyday problems.		
""			
3	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	3	38
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
4	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	2	22
""	describes how she turned painful experiences into feelings of hope.		
""			
5	THE HUNGRY OCEAN, by Linda Greenlaw. (Hyperion, $22.95.) A sea captain's	7	7
""	account of her 30-day swordfishing voyage off the Northeast coast.		
""			
6	ETHICS FOR THE NEW MILLENNIUM, by the Dalai Lama. (Riverhead, $24.95.)	8	3
""	The ethical system Buddhism offers us for the present and the future.		
""			
7	BILL AND HILLARY, by Christopher Andersen. (Morrow, $27.50.) A journalist's	6	3
""	account of the marriage of the President and the First Lady.		
""			
8	DIANA IN SEARCH OF HERSELF, by Sally Bedell Smith. (Times Books/Random	--	1
""	House, $25.) A biography of the late Princess of Wales.		
""			
9	SHADOW, by Bob Woodward. (Simon & Schuster, $27.50.) How the Watergate	5	10
""	scandal affected the Administrations of Richard Nixon's five successors.		
""			
10	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	10	125
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
11	THE FIRST WORLD WAR, by John Keegan. (Knopf, $35.) A historian recounts	9	9
""	the 1914-18 conflict from the viewpoint of the strategists and the men in the		
""	trenches.		
""			
12	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) An American writer	12	20
""	remembers a spring and summer spent in the romantic sections of Italy.		
""			
13	SEE JANE WIN, by Sylvia Rimm with Sara Rimm-Kaufman and Ilonna Rimm.	15	6
""	(Crown, $25.) The experiences of 1,000 girls as they became successful women		
""	in today's society.		
""			
14	"ENCORE PROVENCE, by Peter Mayle. (Knopf, $23.) The author of ""A Year in"	11	13
""	"Provence"" recounts further adventures in the south of France."		
""			
15	I AIN'T GOT TIME TO BLEED, by Jesse Ventura. (Villard, $19.95.) Reflections on	14	13
