This	August 2, 1998	Last	Weeks
Week	Fiction	Week	On List
""			
1	POINT OF ORIGIN, by Patricia Cornwell. (Putnam, $25.95.) Dr. Kay Scarpetta	1	2
""	battles an old enemy, a serial killer who has escaped and is resuming her crimes.		
""			
2	I KNOW THIS MUCH IS TRUE, by Wally Lamb. (Regan Books/HarperCollins,	2	5
""	$27.50.) A troubled man must care for his schizophrenic identical-twin brother and		
""	face the nightmares that have bedeviled their family.		
""			
3	SUMMER SISTERS, by Judy Blume. (Delacorte, $21.95.) Two young women from	4	9
""	very different backgrounds come of age together on Martha's Vineyard.		
""			
4	THE KLONE AND I, by Danielle Steel. (Delacorte, $17.95.) A woman believes she	3	5
""	has found Mr. Right, a high-tech expert, then is amazed to meet his clone.		
""			
5	BRIDGET JONES'S DIARY, by Helen Fielding. (Viking, $22.95.) A year in the life	5	7
""	of a 30-something single woman in London.		
""			
6	MESSAGE IN A BOTTLE, by Nicholas Sparks. (Warner, $20.) After finding a	8	15
""	seaborne bottle containing an enigmatic letter, a divorced woman encounters love.		
""			
7	LOW COUNTRY, by Anne Rivers Siddons. (HarperCollins, $25.) The husband of	6	3
""	a South Carolina woman considers turning the island she inherited into a resort.		
""			
8	A WIDOW FOR ONE YEAR, by John Irving. (Random House, $27.95.) Three	7	12
""	looks at the complex emotional life of a writer and single mother.		
""			
9	MEMOIRS OF A GEISHA, by Arthur Golden. (Knopf, $25.) The life of a young	14	36
""	woman growing up in Kyoto who has to reinvent herself after World War II begins.		
""			
10	COLD MOUNTAIN, by Charles Frazier. (Atlantic Monthly, $24.) A wounded	12	56
""	Confederate soldier journeys home toward the end of the Civil War to meet an old		
""	love and a new world.		
""			
11	THE LAST FULL MEASURE, by Jeff Shaara. (Ballantine, $25.95.) The final years	11	7
""	of the Civil War; the concluding volume of a trilogy.		
""			
12	THE ELEVENTH COMMANDMENT, by Jeffrey Archer. (HarperCollins, $26.) A	10	5
""	C.I.A. officer must contend with a new enemy, the Director of Central Intelligence.		
""			
13	UNSPEAKABLE, by Sandra Brown. (Warner, $25.) A psychotic killer, returning to	9	6
""	his Texas hometown to wreak vengeance, uses a troubled widow as his pawn.		
""			
14	QUITE A YEAR FOR PLUMS, by Bailey White. (Knopf, $22.) Life as lived by the	--	2
""	eccentric inhabitants of a small Georgia town.		
""			
15	THE STREET LAWYER, by John Grisham. (Doubleday, $27.95.) A young lawyer	13	24
""	comes to terms with himself after discovering his prestigious firm's dirty secret.		
This	August 2, 1998	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	41
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
2	A PIRATE LOOKS AT FIFTY, by Jimmy Buffett. (Random House, $24.95.)	1	7
""	Traveling from Florida to the Amazon, the singer-songwriter reflects on his life.		
""			
3	A WALK IN THE WOODS, by Bill Bryson. (Broadway, $25.) A journalist hikes the	3	8
""	Appalachian Trail.		
""			
4	ANGELA'S ASHES, by Frank McCourt. (Scribner, $25.) An Irish-American writer	5	98
""	recalls his childhood.		
""			
5	A MONK SWIMMING, by Malachy McCourt. (Hyperion, $23.95.) The writer and	4	7
""	actor (and brother of Frank McCourt) remembers his life in America and Ireland.		
""			
6	TITAN, by Ron Chernow. (Random House, $30.) The life of John D. Rockefeller	7	9
""	Sr.		
""			
7	THE MILLIONAIRE NEXT DOOR, by Thomas J. Stanley and William D. Danko.	6	80
""	(Longstreet, $22.) An analysis of the lives of wealthy Americans.		
""			
8	SHIP OF GOLD IN THE DEEP BLUE SEA, by Gary Kinder. (Atlantic Monthly,	8	5
""	$27.50.) The efforts of a group to recover sunken treasure off the Carolina coast.		
""			
9	WE ARE OUR MOTHERS' DAUGHTERS, by Cokie Roberts. (Morrow, $19.95.)	9	13
""	The television news anchor's personal reflections on women.		
""			
10	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	14	85
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
11	THE GIFTS OF THE JEWS, by Thomas Cahill. (Talese/ Doubleday, $23.50.)	10	16
""	What Western civilization owes an ancient nomadic tribe.		
""			
12	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	13	211
""	House, $25.) The mysterious death of a young man in Savannah, Ga.		
""			
13	THE MAN WHO LISTENS TO HORSES, by Monty Roberts. (Random House,	12	50
""	$23.) The memoirs of a professional horse trainer.		
""			
14	PHILISTINES AT THE HEDGEROW, by Steven Gaines. (Little, Brown, $26.95.) A	11	4
""	history of the Hamptons.		
""			
15	THE SOUL OF SEX, by Thomas Moore. (HarperCollins, $25.) The role that sex	--	1
""	can and should play in our lives, as perceived by a former monk.		
""			
16	PACK OF TWO, by Caroline Knapp. (Dial, $21.95.) The relationships between	--	1
""	dogs and their owners.		
