This	October 12, 1997	Last	Weeks
Week	Fiction	Week	On List
""			
1	FLOOD TIDE, by Clive Cussler. (Simon & Schuster, $26.) Dirk Pitt in pursuit of a	3	2
""	notorious Chinese smuggler at work in the United States.		
""			
2	COLD MOUNTAIN, by Charles Frazier. (Atlantic Monthly, $24.) A wounded	1	14
""	Confederate soldier journeys home toward the end of the Civil War.		
""			
3	THE BEST LAID PLANS, by Sidney Sheldon. (Morrow, $25.) The relationship	2	4
""	between a power-hungry governor and a beautiful woman determined to wreak		
""	revenge.		
""			
4	THE ANGEL OF DARKNESS, by Caleb Carr. (Random House, $25.95.) Dr.	4	3
""	Kreizler and his team pursue the kidnapper of a Spanish diplomat's child in 1897		
""	Manhattan.		
""			
5	10 LB. PENALTY, by Dick Francis. (Putnam, $24.95.) A politician's career is	--	1
""	imperiled by actions taken by his enemies against his son, a onetime amateur		
""	jockey.		
""			
6	UNDERWORLD, by Don DeLillo. (Scribner, $27.50.) From the Polo Grounds to	5	3
""	cyberspace: American life as lived by a man and woman during the past 50 years.		
""			
7	TIMEQUAKE, by Kurt Vonnegut. (Putnam, $23.95.) In 2001, the universe starts	--	1
""	shrinking back in time -- but decides to reverse itself when it reaches 1991.		
""			
8	THE NOTEBOOK, by Nicholas Sparks. (Warner, $16.95.) A World War II veteran	7	51
""	meets an old flame who is about to be married.		
""			
9	UNNATURAL EXPOSURE, by Patricia Cornwell. (Putnam, $25.95.) Dr. Kay	6	11
""	Scarpetta contends with a killer who uses a smallpox-like virus and cyberspace		
""	tricks.		
""			
10	THE GOD OF SMALL THINGS, by Arundhati Roy. (Random House, $23.) Death	9	9
""	and secrets haunt a once-prosperous merchant family in contemporary India.		
""			
11	DEJA DEAD, by Kathy Reichs. (Scribner, $24.) Dr. Temperance Brennan hunts a	10	5
""	serial killer in Montreal.		
""			
12	NIGHT PASSAGE, by Robert B. Parker. (Putnam, $21.95.) A discharged Los	--	1
""	Angeles cop finds unexpected challenges as police chief in a small New England		
""	town.		
""			
13	AMBER BEACH, by Elizabeth Lowell. (Avon, $22.) A businesswoman on the trail	--	1
""	of her favorite brother, who has vanished along with a fortune in stolen jewelry.		
""			
14	PLUM ISLAND, by Nelson DeMille. (Warner, $25.) A detective probes the murder	12	19
""	of a Long Island couple who may have been involved in germ warfare research.		
This	October 12, 1997	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROYALS, by Kitty Kelley. (Warner, $27.) Gossip about the private lives of	1	2
""	members of the House of Windsor.		
""			
2	ANGELA'S ASHES, by Frank McCourt. (Scribner, $24.) An Irish-American writer	2	56
""	recalls his childhood amid the miseries of Limerick.		
""			
3	THE MAN WHO LISTENS TO HORSES, by Monty Roberts. (Random House,	3	8
""	$23.) The memoirs of a professional horse trainer.		
""			
4	THE PERFECT STORM, by Sebastian Junger. (Norton, $23.95.) An account of	4	18
""	the nor'easter of 1991, focusing on a crew of fishermen from Gloucester, Mass.		
""			
5	DIRTY JOKES AND BEER, by Drew Carey. (Hyperion, $22.95.) Observations on	--	1
""	his life and life in general by the comedian.		
""			
6	INTO THIN AIR, by Jon Krakauer. (Villard, $24.95.) A journalist's account of his	5	23
""	ascent of Mount Everest in 1996, the deadliest season in history.		
""			
7	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	6	43
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
8	BABYHOOD, by Paul Reiser. (Weisbach/Morrow, $22.) The problems and	8	6
""	pleasures of parenthood as perceived by the television star and comedian.		
""			
9	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	7	169
""	House, $23.) The mysterious death of a young man in Savannah, Ga.		
""			
10	THE MILLIONAIRE NEXT DOOR, by Thomas J. Stanley and William D. Danko.	12	38
""	(Longstreet, $22.) An analysis of the lives of wealthy Americans discloses that		
""	they have seven characteristics in common.		
""			
11	DOGS NEVER LIE ABOUT LOVE, by Jeffrey Moussaieff Masson. (Crown, $24.) A	10	2
""	psychoanalyst's reflections on the emotional lives of dogs.		
""			
12	WALK THIS WAY, by Aerosmith with Stephen Davis. (Avon, $25.) The members	--	1
""	of the rock-and-roll band recall their lives.		
""			
13	THE GIFT OF FEAR, by Gavin de Becker. (Little, Brown, $22.95.) Intuitive signals	9	15
""	that can protect us from becoming the victims of violence.		
""			
14	TEARS OF RAGE, by John Walsh with Susan Schindehette. (Pocket, $24.) The	11	2
""	host of ''America's Most Wanted'' recalls the agony he suffered following the		
""	kidnapping and murder of his young son.		
""			
15	THE BIBLE CODE, by Michael Drosnin. (Simon & Schuster. $25.) A journalist	14	17
""	contends that important events have been predicted in the Bible.		
