This	September 7, 1997	Last	Weeks
Week	Fiction	Week	On List
""			
1	COLD MOUNTAIN, by Charles Frazier. (Atlantic Monthly, $24.) A wounded	1	9
""	Confederate soldier journeys home toward the end of the Civil War.		
""			
2	UNNATURAL EXPOSURE, by Patricia Cornwell. (Putnam, $25.95.) Dr. Kay	2	6
""	Scarpetta contends with a killer who uses a smallpox-like virus and cyberspace		
""	tricks.		
""			
3	SPECIAL DELIVERY, by Danielle Steel. (Delacorte, $16.95.) Romance comes to	3	9
""	a mature couple who disliked each other in earlier encounters.		
""			
4	PLUM ISLAND, by Nelson DeMille. (Warner, $25.) A detective probes the murder	4	14
""	of a Long Island couple who may have been involved in germ warfare research.		
""			
5	THE GOD OF SMALL THINGS, by Arundhati Roy. (Random House, $23.) Death	8	4
""	and secrets haunt a once-prosperous merchant family in contemporary India.		
""			
6	THE NOTEBOOK, by Nicholas Sparks. (Warner, $16.95.) A World War II veteran	6	46
""	meets an old flame who is about to be married.		
""			
7	IF THIS WORLD WERE MINE, by E. Lynn Harris. (Doubleday, $23.95.) The	5	6
""	bonds of four old classmates are strained when a stranger enters their lives.		
""			
8	THE PARTNER, by John Grisham. (Doubleday, $26.95.) The pursuit of $90 million	7	26
""	stolen by a lawyer who apparently died but is actually hiding in Brazil.		
""			
9	UP ISLAND, by Anne Rivers Siddons. (HarperCollins, $24.) An Atlanta woman,	10	13
""	after a bad marriage and her mother's death, seeks a new life on Martha's		
""	Vineyard.		
""			
10	LONDON, by Edward Rutherfurd. (Crown, $25.95.) Two thousand years of life in	9	14
""	Britain's capital as seen through the eyes of six families.		
""			
11	CHASING CEZANNE, by Peter Mayle. (Knopf, $23.) A photographer pursues a	13	11
""	painting taken from a house in the south of France.		
""			
12	FAT TUESDAY, by Sandra Brown. (Warner, $24.) A troubled cop and the wife of a	11	11
""	sinister attorney go on a tear in New Orleans during Mardi Gras.		
""			
13	DEAD IN THE WATER, by Stuart Woods. (HarperCollins, $25.) On a Caribbean	16	2
""	holiday, Stone Barrington wrestles with a mystery involving a beautiful young		
""	woman and a local law officer.		
""			
14	CIMARRON ROSE, by James Lee Burke. (Hyperion, $24.95.) An attorney's	--	2
""	defense of a teen-ager accused of murder stirs up animosities in a Texas town.		
""			
15	SERPENT'S TOOTH, by Faye Kellerman. (Morrow, $24.50. ) Peter and Rina	12	2
""	pursue a gunman who has turned a trendy restaurant into a slaughterhouse.		
This	September 7, 1997	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ANGELA'S ASHES, by Frank McCourt. (Scribner, $24.) An Irish-American writer	1	51
""	recalls his childhood amid the miseries of Limerick.		
""			
2	THE MAN WHO LISTENS TO HORSES, by Monty Roberts. (Random House,	4	3
""	$23.) The memoirs of a professional horse trainer.		
""			
3	THE PERFECT STORM, by Sebastian Junger. (Norton, $23.95.) An account of	2	13
""	the nor'easter of 1991, focusing on a crew of fishermen from Gloucester, Mass.		
""			
4	INTO THIN AIR, by Jon Krakauer. (Villard, $24.95.) A journalist's account of his	3	18
""	ascent of Mount Everest in 1996, the deadliest season in history.		
""			
5	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	6	164
""	House, $23.) The mysterious death of a young man in Savannah, Ga.		
""			
6	THE BIBLE CODE, by Michael Drosnin. (Simon & Schuster, $25.) A journalist	5	12
""	contends that important events have been predicted in the Bible.		
""			
7	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	7	38
""	$19.95.) The author addresses questions of life and love, good and evil, guilt and		
""	sin.		
""			
8	BRAIN DROPPINGS, by George Carlin. (Hyperion, $19.95.) Comments on life	9	14
""	and the ways of the world by the stand-up comedian.		
""			
9	THE MILLIONAIRE NEXT DOOR, by Thomas J. Stanley and William D. Danko.	8	33
""	(Longstreet, $22.) An analysis of the lives of wealthy Americans discloses that		
""	they have seven characteristics in common.		
""			
10	BABYHOOD, by Paul Reiser. (Weisbach/Morrow, $22.) The problems and	--	1
""	pleasures of parenthood as perceived by the television star and comedian.		
""			
11	EVEN THE STARS LOOK LONESOME, by Maya Angelou. (Random House,	12	2
""	$18.) Twenty essays by the poet on a variety of topics.		
""			
12	CONVERSATIONS WITH GOD: Book 2, by Neale Donald Walsch. (Hampton	10	16
""	Roads, $19.95.) More discussions of moral questions.		
""			
13	THE GIFT OF FEAR, by Gavin de Becker. (Little, Brown, $22.95.) Intuitive signals	11	10
""	that can protect us from becoming the victims of violence.		
""			
14	JUST AS I AM, by Billy Graham. (HarperSanFrancisco/Zondervan, $28.50.) The	14	17
""	autobiography of the crusading preacher.		
""			
15	BILLIONS AND BILLIONS, by Carl Sagan. (Random House, $24.) The late	15	6
""	astronomer's reflections on the future, human relationships, God and other topics.		
