This	February 3, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	COLD FIRE, by Dean R. Koontz. (Putnam, $22.95.) A despondent reporter finds	3	2
""	hope and romance while she tracks the course of a good Samaritan.		
""			
2	THE SECRET PILGRIM, by John le Carré. (Knopf, $21.95.) A member of British	1	4
""	intelligence recalls his three decades as a spy.		
""			
3	THE PLAINS OF PASSAGE, by Jean M. Auel. (Crown, $24.95.) Europe in the Ice	2	16
""	Age.		
""			
4	THE FOURTH K, by Mario Puzo. (Random House, $22.) The tumultuous career of	13	4
""	President Francis Xavier Kennedy, cousin of John and Robert.		
""			
5	BATTLEGROUND, by W. E. B. Griffin. (Putnam, $19.95.) The experiences of	9	2
""	Marine corpsmen.		
""			
6	VITAL SIGNS, by Robin Cook. (Putnam, $21.95.) A physician's quest for fertility	10	3
""	brings her horrifying adventures in America, Australia and China.		
""			
7	DAZZLE, by Judith Krantz. (Crown, $21.95.) The familial, professional and	4	10
""	romantic life of a California woman who becomes a photographer.		
""			
8	CIRCLE OF FRIENDS, by Maeve Binchy. (Delacorte, $19.95.) The coming of age	14	2
""	of women in an Irish village and in Dublin's academia.		
""			
9	JURASSIC PARK, by Michael Crichton. (Knopf, $19.95.) A biotechnician uses	7	10
""	genetic engineering to clone dinosaurs for a theme park.		
""			
10	THE WITCHING HOUR, by Anne Rice. (Knopf, $22.95.) The relationship of a	5	13
""	professional woman, the descendant of witches, and a rich man.		
""			
11	POSSESSION, by A. S. Byatt. (Random House, $22.95.) A pair of British	8	7
""	academics pursue the relationship between two Victorian poets.		
""			
12	FOUR PAST MIDNIGHT, by Stephen King. (Viking, $22.95.) Four tales about late-	6	21
""	night terror.		
""			
13	MIDDLE PASSAGE, by Charles Johnson. (Atheneum, $17.95.) A newly liberated	--	1
""	slave learns about himself and the world during a voyage to Africa in the early		
""	19th century.		
""			
14	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	15	49
""	problems of finding your way through life; in verse and pictures.		
""			
15	THE STAND, by Stephen King. (Doubleday, $24.95.) Doomsday brings horrors to	--	35
""	America.		
""			
16	THE BURDEN OF PROOF, by Scott Turow. (Farrar, Straus & Giroux, $22.95.) An	12	34
This	February 3, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IRON JOHN, by Robert Bly. (Addison-Wesley, $18.95.) The passage of the male	1	11
""	from boyhood into manhood, as practiced in various cultures.		
""			
2	THE PRIZE, by Daniel Yergin. (Simon & Schuster, $24.95.) The role that oil has	--	1
""	played in world history from the mid-19th century to the present.		
""			
3	A LIFE ON THE ROAD, by Charles Kuralt. (Putnam, $19.95.) The memoirs of the	3	12
""	itinerant television newscaster.		
""			
4	THE CIVIL WAR, by Geoffrey C. Ward with Ric Burns and Ken Burns. (Knopf,	2	17
""	$50.) From Fort Sumter to Appomattox, in words and pictures.		
""			
5	BO KNOWS BO, by Bo Jackson and Dick Schaap. (Doubleday, $18.95.) The	4	12
""	autobiography of the athlete who plays baseball for the Kansas City Royals and		
""	football for the Los Angeles Raiders.		
""			
6	THE NEW RUSSIANS, by Hedrick Smith. (Random House, $24.95.) A former	5	3
""	Moscow correspondent surveys the profound changes in the Soviet Union during		
""	the past 15 years.		
""			
7	MILLIE'S BOOK, as dictated to Barbara Bush. (Morrow, $17.95.) The memoirs of	7	19
""	the English springer spaniel who lives in the White House.		
""			
8	YOU JUST DON'T UNDERSTAND, by Deborah Tannen. (Morrow, $18.95.) The	6	26
""	different languages men and women speak.		
""			
9	THE SPIRITUAL LIFE OF CHILDREN, by Robert Coles. (Davison/Houghton	8	3
""	Mifflin, $22.95.) The nature of God and salvation as perceived by Christian, Jewish		
""	and Muslim children.		
""			
10	POWERSHIFT, by Alvin Toffler. (Bantam, $22.95.) How the changes currently	10	12
""	occurring throughout the world are altering our daily lives.		
""			
11	PATRIMONY, by Philip Roth. (Simon & Schuster, $19.95.) The novelist tells of his	14	2
""	father's struggle with a fatal brain tumor.		
""			
12	GOD, COUNTRY, NOTRE DAME, by Theodore M. Hesburgh with Jerry Reedy.	13	4
""	(Doubleday, $21.95.) The autobiography of the theologian and former president of		
""	the University of Notre Dame.		
""			
13	DARKNESS VISIBLE, by William Styron. (Random House, $15.95.) The novelist's	15	15
""	memoir of a period of severe depression.		
""			
14	ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN, by Robert	12	12
""	Fulghum. (Villard, $8.95.) An illustrated gift edition of the inspirational essay, with		
""	new commentary.		
