This	August 31, 1997	Last	Weeks
Week	Fiction	Week	On List
""			
1	COLD MOUNTAIN, by Charles Frazier. (Atlantic Monthly, $24.) A wounded	2	8
""	Confederate soldier journeys home toward the end of the Civil War.		
""			
2	UNNATURAL EXPOSURE, by Patricia Cornwell. (Putnam, $25.95.) Dr. Kay	1	5
""	Scarpetta contends with a killer who uses a smallpox-like virus and cyberspace		
""	tricks.		
""			
3	SPECIAL DELIVERY, by Danielle Steel. (Delacorte, $16.95.) Romance comes to	3	8
""	a mature couple who disliked each other in earlier encounters.		
""			
4	PLUM ISLAND, by Nelson DeMille. (Warner, $25.) A detective probes the murder	4	13
""	of a Long Island couple.		
""			
5	IF THIS WORLD WERE MINE, by E. Lynn Harris. (Doubleday, $23.95.) The	6	5
""	bonds of four old classmates are strained when a stranger enters their lives.		
""			
6	THE NOTEBOOK, by Nicholas Sparks. (Warner, $16.95.) A World War II veteran	5	45
""	meets an old flame who is about to be married.		
""			
7	THE PARTNER, by John Grisham. (Doubleday, $26.95.) The pursuit of $90 million	7	25
""	stolen by a lawyer who apparently died but is actually hiding in Brazil.		
""			
8	THE GOD OF SMALL THINGS, by Arundhati Roy. (Random House, $23.) Death	10	3
""	and secrets haunt a once-prosperous merchant family in contemporary India.		
""			
9	LONDON, by Edward Rutherfurd. (Crown, $25.95.) Two thousand years of life in	8	13
""	Britain's capital as seen through the eyes of six families.		
""			
10	UP ISLAND, by Anne Rivers Siddons. (HarperCollins, $24.) An Atlanta woman,	9	12
""	after a bad marriage and her mother's death, seeks a new life on Martha's		
""	Vineyard.		
""			
11	FAT TUESDAY, by Sandra Brown. (Warner, $24.) A troubled cop and the wife of a	11	10
""	sinister attorney go on a tear in New Orleans during Mardi Gras.		
""			
12	SERPENT'S TOOTH, by Faye Kellerman. (Morrow, $24.50. ) Peter and Rina	--	1
""	pursue a gunman who has turned a trendy restaurant into a slaughterhouse.		
""			
13	CHASING CEZANNE, by Peter Mayle. (Knopf, $23.) In search of a painting taken	12	10
""	from a house in France.		
""			
14	APACHES, by Lorenzo Carcaterra. (Ballantine, $25.) A band of former cops sets	--	1
""	out to bring law and order to the mean streets.		
""			
15	POWER OF A WOMAN, by Barbara Taylor Bradford. (HarperCollins, $25.) A	13	7
""	businesswoman struggles with her past after her daughter is the victim of violence.		
This	August 31, 1997	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ANGELA'S ASHES, by Frank McCourt. (Scribner, $24.) An Irish-American writer	1	50
""	recalls his childhood amid the miseries of Limerick.		
""			
2	THE PERFECT STORM, by Sebastian Junger. (Norton, $23.95.) An account of	2	12
""	the nor'easter of 1991, focusing on a crew of fishermen from Gloucester, Mass.		
""			
3	INTO THIN AIR, by Jon Krakauer. (Villard, $24.95.) A journalist's account of his	3	17
""	ascent of Mount Everest in 1996, the deadliest season in history.		
""			
4	THE MAN WHO LISTENS TO HORSES, by Monty Roberts. (Random House,	15	2
""	$23.) The memoirs of a professional horse trainer.		
""			
5	THE BIBLE CODE, by Michael Drosnin. (Simon & Schuster, $25.) A journalist	5	11
""	contends that important events have been predicted in the Bible.		
""			
6	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	4	163
""	House, $23.) The mysterious death of a young man in Savannah, Ga.		
""			
7	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	6	37
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
8	THE MILLIONAIRE NEXT DOOR, by Thomas J. Stanley and William D. Danko.	7	32
""	(Longstreet, $22.) An analysis of the lives of wealthy Americans.		
""			
9	BRAIN DROPPINGS, by George Carlin. (Hyperion, $19.95.) Comments on life	8	13
""	and the ways of the world by the stand-up comedian.		
""			
10	CONVERSATIONS WITH GOD: Book 2, by Neale Donald Walsch. (Hampton	9	15
""	Roads, $19.95.) More discussions of moral questions.		
""			
11	THE GIFT OF FEAR, by Gavin de Becker. (Little, Brown, $22.95.) Intuitive signals	10	9
""	that can protect us from becoming the victims of violence.		
""			
12	EVEN THE STARS LOOK LONESOME, by Maya Angelou. (Random House,	--	1
""	$18.) Twenty essays by the poet on a variety of topics.		
""			
13	MARTHA STEWART -- JUST DESSERTS, by Jerry Oppenheimer. (Morrow, $24.)	11	7
""	A biography of ''the doyenne of domesticity.''		
""			
14	JUST AS I AM, by Billy Graham. (HarperSanFrancisco/Zondervan, $28.50.) The	12	16
""	preacher's autobiography.		
""			
15	BILLIONS AND BILLIONS, by Carl Sagan. (Random House, $24.) The late	13	5
""	astronomer's reflections on the future, human relationships, God and other topics.		
""			
16	UNDERBOSS, by Peter Maas. (HarperCollins, $25.) Life in the Mafia as lived and	14	18
""	observed by Salvatore (Sammy the Bull) Gravano.		
