This	May 16, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	WE'LL MEET AGAIN, by Mary Higgins Clark. (Simon & Schuster, $25.) A woman	1	2
""	struggles to free herself of the suspicion that she murdered her husband.		
""			
2	THE GIRL WHO LOVED TOM GORDON, by Stephen King. (Scribner, $16.95.)	2	4
""	When a young girl gets lost in the woods, she is saved by her spiritual association		
""	with a relief pitcher for the Boston Red Sox.		
""			
3	A NEW SONG, by Jan Karon. (Viking, $24.95.) A clergyman and his wife move	3	4
""	600 miles from home, creating new friendships and maintaining old ones.		
""			
4	EAST OF THE MOUNTAINS, by David Guterson. (Harcourt Brace, $25.) A man	6	2
""	with cancer returns to the eastern Washington of his youth to commit suicide.		
""			
5	BITTERSWEET, by Danielle Steel. (Delacorte, $26.95.) A woman copes with a	4	5
""	midlife crisis: should she continue to raise a family or should she pursue her old		
""	career?		
""			
6	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	5	13
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
7	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	7	21
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school of		
""	witchcraft.		
""			
8	TARA ROAD, by Maeve Binchy. (Delacorte, $24.95.) Two women -- one from	8	9
""	Ireland, one from New England -- exchange houses for the summer.		
""			
9	WHAT'S HEAVEN? by Maria Shriver. Illustrated by Sandra Speidel. (Golden	12	6
""	Books/St. Martin's, $15.) Kate's great-grandmother dies, and her mother consoles		
""	her.		
""			
10	EYE OF THE BEHOLDER, by Jayne Ann Krentz. (Pocket, $24.) An Art Deco	--	1
""	expert becomes involved with a rich businessman who detests her stepfather.		
""			
11	VITTORIO, THE VAMPIRE, by Anne Rice. (Knopf, $19.95.) A supernatural siren	9	7
""	exercises her wiles in Renaissance Italy and seduces a teen-age boy.		
""			
12	THE HOURS, by Michael Cunningham. (Farrar, Straus & Giroux, $23.) The lives	--	2
""	of two modern American women, coping with demands of family and friends,		
""	converge with the life and work of Virginia Woolf.		
""			
13	ABIDE WITH ME, by E. Lynn Harris. (Doubleday, $24.95.) The friendships and	11	7
""	sexual relationships of young people whose careers are beginning to blossom.		
""			
14	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	13	29
""	female characters narrate this novel set in the Belgian Congo.		
This	May 16, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	22
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	3	82
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) An American writer	4	4
""	remembers a spring and summer spent in the romantic sections of Italy.		
""			
4	ALL TOO HUMAN, by George Stephanopoulos. (Little, Brown, $27.95.) The	2	8
""	former adviser to President Clinton recalls his years in the White House.		
""			
5	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	5	7
""	describes how she turned painful experiences into feelings of hope.		
""			
6	THE LEXUS AND THE OLIVE TREE, by Thomas L. Friedman. (Farrar, Straus &	13	2
""	Giroux, $27.50.) A journalist explains the instant electronic global economy.		
""			
7	BLACK HAWK DOWN, by Mark Bowden. (Atlantic Monthly, $24.) The bloody	9	7
""	battle between American forces and Somali street fighters in Mogadishu in 1993.		
""			
8	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	6	24
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
9	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	10	17
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
10	THE MAJORS, by John Feinstein. (Little, Brown, $25.) A journalist reports on the	7	5
""	1998 Masters, U.S. Open, British Open and P.G.A. golf tournaments.		
""			
11	BUSINESS @ THE SPEED OF THOUGHT, by Bill Gates with Collins Hemingway.	8	6
""	(Warner, $30.) How new technology is changing the ways business is done.		
""			
12	TRAVELING MERCIES, by Anne Lamott. (Pantheon, $23.) A chronicle of the	12	14
""	author's journey toward faith and spirituality.		
""			
13	UNCOVERING CLINTON, by Michael Isikoff. (Crown, $25.) A journalist's account	11	4
""	of scandals in the Clinton White House and his role in reporting them.		
""			
14	RAISING CAIN, by Dan Kindlon and Michael Thompson with Teresa Barker.	--	1
""	(Ballantine, $24.95.) Two child psychologists consider the emotional life of boys		
""	and what can be done to benefit it.		
""			
15	COMFORT FROM A COUNTRY QUILT, by Reba McEntire. (Bantam, $19.95.)	--	1
""	The country music star tells how she balances the demands of her career and her		
