This	April 4, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	1	7
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
2	VITTORIO, THE VAMPIRE, by Anne Rice. (Knopf, $19.95.) A supernatural siren	--	1
""	exercises her wiles in Renaissance Italy and seduces a teen-age boy.		
""			
3	RIVER'S END, by Nora Roberts. (Putnam, $23.95.) The daughter of a glamorous	2	3
""	Hollywood couple confronts the horrifying events that befell her family years		
""	earlier.		
""			
4	TARA ROAD, by Maeve Binchy. (Delacorte, $24.95.) Two women -- one from	3	3
""	Ireland, one from New England -- learn a lot about each other as well as about		
""	themselves when they exchange houses for the summer.		
""			
5	SINGLE & SINGLE, by John le Carré. (Scribner, $26.) A British bank becomes	4	3
""	involved in money laundering for drug merchants from the former Soviet Union.		
""			
6	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	9	15
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school of		
""	witchcraft.		
""			
7	VECTOR, by Robin Cook. (Putnam, $24.95.) A New York City cabdriver, once a	6	3
""	Soviet expert in biological weapons, joins forces with a neofascist skinhead militia.		
""			
8	APOLLYON, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $19.97.) After the	7	6
""	rapture of the saved, the world's remaining believers confront the Antichrist.		
""			
9	ASHES TO ASHES, by Tami Hoag. (Bantam, $24.95.) Kate Conlan, a former	8	3
""	F.B.I. agent, tracks a serial killer, known as the Cremator, who is terrorizing		
""	Minneapolis.		
""			
10	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	10	23
""	female characters narrate this novel set in the Belgian Congo.		
""			
11	ABIDE WITH ME, by E. Lynn Harris. (Doubleday, $24.95.) The friendships and	--	1
""	sexual relationships of young people whose careers are beginning to blossom.		
""			
12	HUSH MONEY, by Robert B. Parker. (Putnam, $22.95.) Spenser encounters	5	2
""	racial, sexual and academic politics when a black professor at a university in		
""	Cambridge, Mass., is implicated in the suicide of a gay student.		
""			
13	WHILE I WAS GONE, by Sue Miller. (Knopf, $24.) A small-town veterinarian, the	11	6
""	wife of a minister, begins a flirtation with an old friend from her bohemian past.		
""			
14	SOUTHERN CROSS, by Patricia Cornwell. (Putnam, $25.95.) A former police	14	10
""	chief finds herself summoned to Richmond to clean up scandalous conditions.		
This	April 4, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL TOO HUMAN, by George Stephanopoulos. (Little, Brown, $27.95.) The	1	2
""	former adviser to President Clinton recalls his years in the White House.		
""			
2	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	2	16
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
3	MONICA'S STORY, by Andrew Morton. (St. Martin's, $24.95.) From her childhood	3	3
""	in Beverly Hills to the scandal in Washington: a biography of Monica Lewinsky.		
""			
4	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	4	76
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
5	"REACHING TO HEAVEN, by James Van Praagh. (Dutton, $22.95.) A ""renowned"	7	4
""	"medium"" discusses death, the spirit world and reincarnation."		
""			
6	PERFECT MURDER, PERFECT TOWN, by Lawrence Schiller. (HarperCollins,	5	5
""	$26.) The death of JonBenet Ramsey and its effect on the city of Boulder, Colo.		
""			
7	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	6	11
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
8	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	--	1
""	recalls how she turned painful experiences into feelings of hope.		
""			
9	BLIND MAN'S BLUFF, by Sherry Sontag and Christopher Drew with Annette	8	18
""	Lawrence Drew. (Public Affairs, $25.) American submarine espionage.		
""			
10	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	13	18
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
11	BEAUTY FADES, DUMB IS FOREVER, by Judy Sheindlin. (Cliff Street/	10	7
""	HarperCollins, $22.) Judge Judy examines the problems that face women today.		
""			
12	TRAVELING MERCIES, by Anne Lamott. (Pantheon, $23.) A chronicle of the	9	8
""	author's journey toward faith.		
""			
13	ANOTHER COUNTRY, by Mary Pipher. (Riverhead, $24.95.) The problems of	--	1
""	people whose relatives are growing old.		
""			
14	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	12	27
""	$22.) How a murderer helped compile the Oxford English Dictionary.		
""			
15	ANGELA'S ASHES, by Frank McCourt. (Scribner, $25.) An Irish-American writer	15	117
""	recalls his childhood.		
