This	October 13, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	SCARLETT, by Alexandra Ripley. (Warner, $24.95.) The sequel to Margaret	--	1
""	"Mitchell's ""Gone With the Wind."""		
""			
2	THE SUM OF ALL FEARS, by Tom Clancy. (Putnam, $24.95.) Middle Eastern	1	8
""	terrorists edge the world to the brink of nuclear war.		
""			
3	THE DOOMSDAY CONSPIRACY, by Sidney Sheldon. (Morrow, $22.) An	2	5
""	American naval officer, assigned to investigate a balloon accident in the Alps, has		
""	to contend with a mysterious force.		
""			
4	NIGHT OVER WATER, by Ken Follett. (Morrow, $23.) High drama on the Pan	7	2
""	American Clipper's last trans-Atlantic flight after the outbreak of World War II.		
""			
5	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	13	81
""	problems of finding your way through life; in verse and pictures.		
""			
6	SAINT MAYBE, by Anne Tyler. (Knopf, $22.) The struggles of a young man to	3	6
""	atone for the wrong he feels he has done his older brother.		
""			
7	THE DECEIVER, by Frederick Forsyth. (Bantam, $22.50.) To escape forced early	6	3
""	retirement, Sam McCready recalls his years in the British secret service.		
""			
8	THE FIRM, by John Grisham. (Doubleday, $19.95.) A young lawyer learns that his	4	31
""	firm is engaged in secret, possibly illegal activities.		
""			
9	FLOWERS IN THE RAIN, by Rosamunde Pilcher. (Dunne/St. Martin's, $20.) A	5	6
""	collection of short stories, many of them set in Scotland.		
""			
10	THE DUCHESS, by Jude Deveraux. (Pocket, $21.) An American woman, in	10	3
""	Scotland to marry a duke, finds a mysterious stranger more attractive.		
""			
11	RUSSKA, by Edward Rutherfurd. (Crown, $25.) Eighteen centuries in the lives of	8	5
""	four families of different cultures residing in a Russian village.		
""			
12	THE KITCHEN GOD'S WIFE, by Amy Tan. (Putnam, $22.95.) A Chinese-	9	16
""	American matriarch tells the harrowing story of her life.		
""			
13	THE DRAGON REBORN, by Robert Jordan. (Tor, $22.95.) The fate of a man	11	2
""	"doomed to save and then destroy the world; part of the ""Wheel of Time"" fantasy"		
""	series.		
""			
14	GONE WITH THE WIND, by Margaret Mitchell. (Macmillan, $21.95.) The 1936	--	1
""	novel about Scarlett O'Hara, Rhett Butler and the Georgia plantation Tara.		
""			
15	OUTER BANKS, by Anne Rivers Siddons. (HarperCollins, $19.95.) An interior	12	12
""	decorator comes to terms with herself at a college reunion.		
This	October 13, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ME: Stories of My Life, by Katharine Hepburn. (Knopf, $25.) The actress's	1	4
""	memoirs.		
""			
2	UH-OH, by Robert Fulghum. (Villard, $19.) Reflections on life's commonplaces,	3	7
""	from meat loaf to pet dogs to fireflies.		
""			
3	LA TOYA, by La Toya Jackson with Patricia Romanowski. (Dutton, $19.95.)	2	4
""	Growing up in a leading show business family, as experienced by Michael		
""	Jackson's sister.		
""			
4	IRON JOHN, by Robert Bly. (Addison-Wesley, $19.95.) The passage of the male	7	47
""	from boyhood into manhood, as practiced in various cultures through the		
""	centuries.		
""			
5	FIRE IN THE BELLY, by Sam Keen. (Bantam, $19.95.) A philosopher explores the	6	22
""	changing role of the male in today's society.		
""			
6	PARLIAMENT OF WHORES, by P. J. O'Rourke. (Entrekin/Atlantic Monthly,	5	17
""	$19.95.) A humorist's attempt to explain the workings of the Federal Government.		
""			
7	J. EDGAR HOOVER, by Curt Gentry. (Norton, $29.95.) The career of the longtime	8	3
""	Director of the F.B.I.		
""			
8	HARD COURTS, by John Feinstein. (Villard, $22.50.) A journalist's behind-the-	4	5
""	scenes look at a year of professional tennis.		
""			
9	TOUJOURS PROVENCE, by Peter Mayle. (Knopf, $20.) The charms of rustic	10	15
""	Provence, as savored by a London advertising man who moved there.		
""			
10	EXPOSING MYSELF, by Geraldo Rivera with Daniel Paisner. (Bantam, $21.50.)	12	3
""	The autobiography of the television personality.		
""			
11	CHUTZPAH, by Alan M. Dershowitz. (Little, Brown, $22.95.) A prominent law	9	17
""	professor's reflections on the lot of Jews in America, past, present and future.		
""			
12	ANNE SEXTON, by Diane Wood Middlebrook. (Davison/Houghton Mifflin, $24.95.)	13	6
""	The life of a gifted poet who was hampered by mental illness.		
""			
13	WHEN YOU LOOK LIKE YOUR PASSPORT PHOTO, IT'S TIME TO GO HOME,	11	12
""	by Erma Bombeck. (HarperCollins, $19.95.) The tribulations of travel suffered in all		
""	parts of the world.		
""			
14	THREE BLIND MICE, by Ken Auletta. (Random House, $25.) How ABC, CBS and	14	2
""	NBC lost their dominance of the television world during the 1980's.		
""			
15	DAVE BARRY TALKS BACK, by Dave Barry. (Crown, $18.) A collection of	15	15
""	columns by the syndicated humorist.		
