This	June 28, 1992	Last	Weeks
Week	Fiction	Week	On List
""			
1	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	1	114
""	problems of finding your way through life; in verse and pictures.		
""			
2	SAHARA, by Clive Cussler. (Simon & Schuster, $23.) On a mission to Africa, Dirk	4	6
""	Pitt uncovers a plot that may extinguish all life in the world's seas.		
""			
3	THE PELICAN BRIEF, by John Grisham. (Doubleday, $22.50.) A woman law	3	16
""	student seeks to discover the truth about the murder of two Supreme Court		
""	justices.		
""			
4	DARK FORCE RISING, by Timothy Zahn. (Spectra/Bantam, $18.50.) An insane	2	4
""	"Jedi threatens Luke Skywalker in the second volume of a ""Star Wars"" trilogy."		
""			
5	SCRUPLES TWO, by Judith Krantz. (Crown, $22.) Continuing the story of the	--	1
""	crowd that frequents an ultrachic Beverly Hills store.		
""			
6	JEWELS, by Danielle Steel. (Delacorte, $23.) The life of a woman who becomes	5	7
""	rich by dealing in precious stones.		
""			
7	ALL AROUND THE TOWN, by Mary Higgins Clark. (Simon & Schuster, $22.) The	7	10
""	plight of a college student accused of killing her professor.		
""			
8	WAITING TO EXHALE, by Terry McMillan. (Viking, $22.) The friendships and	6	5
""	romances of four black women in Phoenix.		
""			
9	JAZZ, by Toni Morrison. (Knopf, $21.) A couple in the Harlem of the 1920's learn	9	11
""	again and again that life does not keep its promises.		
""			
10	DOUBLE DEUCE, by Robert B. Parker. (Putnam, $19.95.) The private eye	15	2
""	Spenser joins his old friend Hawk to investigate murders in a Boston housing		
""	project.		
""			
11	POSSESSING THE SECRET OF JOY, by Alice Walker. (Harcourt Brace	14	2
""	Jovanovich, $19.95.) The struggles of an African woman to come to terms with the		
""	consequences of female circumcision.		
""			
12	ALL THE PRETTY HORSES, by Cormac McCarthy. (Knopf, $21.) The adventures	13	3
""	of a 16-year-old vaquero from Texas in the Mexico of 1950.		
""			
13	THE ROAD TO OMAHA, by Robert Ludlum. (Random House, $23.95.) A retired	10	17
""	general and a lawyer try to take possession of Nebraska.		
""			
14	"""I"" IS FOR INNOCENT, by Sue Grafton. (Holt, $18.95.) Kinsey Millhone"	8	10
""	investigates the case of a man once charged with murdering his rich wife.		
""			
15	THE LIVING, by Annie Dillard. (HarperCollins, $22.50.) Four decades in the lives	11	7
""	of the motley residents of the 19th-century Washington Territory.		
This	June 28, 1992	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SILENT PASSAGE, by Gail Sheehy. (Random House, $16.) The	1	5
""	psychological and social significance of menopause for today's women.		
""			
2	DIANA IN PRIVATE, by Lady Colin Campbell. (St. Martin's, $19.95.) A biography	5	5
""	of the Princess of Wales.		
""			
3	TRUMAN, by David McCullough. (Simon & Schuster, $30.) A biography of the 33d	10	2
""	President.		
""			
4	PEROT, by Todd Mason. (Business One Irwin, $16.95.) An unauthorized	3	4
""	biography of Ross Perot, by a reporter for The Wall Street Journal.		
""			
5	HEAD TO HEAD, by Lester Thurow. (Morrow, $25.) An economist considers the	2	8
""	upcoming economic battle among Japan, Europe and the United States.		
""			
6	CHIEF, by Daryl F. Gates with Diane K. Shah. (Bantam, $22.50.) The	4	4
""	autobiography of the man who headed the Los Angeles Police Department for 14		
""	years.		
""			
7	GIVE WAR A CHANCE, by P. J. O'Rourke. (Atlantic Monthly, $20.95.) Satirical	6	10
""	essays on recent social and political developments.		
""			
8	REVOLUTION FROM WITHIN, by Gloria Steinem. (Little, Brown, $22.95.) The	8	22
""	reflections of a feminist on the struggle to achieve self-esteem.		
""			
9	BACKLASH, by Susan Faludi. (Crown, $24.) A journalist contends that the media	9	32
""	and political groups are staging a war against women's rights.		
""			
10	ELEANOR ROOSEVELT, by Blanche Wiesen Cook. (Viking, $27.50.) From	11	6
""	childhood in New York to the White House: the first 49 years of a pre-eminent First		
""	Lady.		
""			
11	WHO WILL TELL THE PEOPLE, by William Greider. (Simon & Schuster, $25.) A	7	8
""	journalist's account of how powerful monied interests and elite groups dominate		
""	the Federal Government.		
""			
12	ACQUIRED TASTES, by Peter Mayle. (Bantam, $20.) Essays on the pleasures of	12	2
""	living extravagantly during the high-flying 1980's.		
""			
13	A BRILLIANT MADNESS, by Patty Duke and Gloria Hochman. (Bantam, $22.50.)	--	1
""	The actress tells how she learned to live with manic-depressive illness.		
""			
14	ROGUE WARRIOR, by Richard Marcinko with John Weisman. (Pocket, $22.) The	13	15
""	memoirs of the retired commander of a counterterrorist unit.		
""			
15	SAM WALTON: MADE IN AMERICA, by Sam Walton with John Huey.	--	1
""	(Doubleday, $22.50.) The autobiography of the man who became the richest		
