This	December 15, 1996	Last	Weeks
Week	Fiction	Week	On List
""			
1	SILENT HONOR, by Danielle Steel. (Delacorte, $24.95.) The attack on Pearl	1	4
""	Harbor has tragic consequences for Japanese-American families.		
""			
2	EXECUTIVE ORDERS, by Tom Clancy. (Putnam, $27.95.) Vice President Jack	4	16
""	Ryan has problems after the deaths of the President and most of the Cabinet,		
""	Congress, the Joint Chiefs and the Supreme Court.		
""			
3	THE FALLEN MAN, by Tony Hillerman. (HarperCollins, $24.) Two Navajo	13	2
""	policemen investigate the mysterious death of a man atop a sacred mountain.		
""			
4	THE DEEP END OF THE OCEAN, by Jacquelyn Mitchard. (Viking, $23.95.) The	2	12
""	disappearance of a 3-year-old brings a family anguish and redemption.		
""			
5	DESPERATION, by Stephen King. (Viking, $27.95.) Visitors to a small mining	8	10
""	town in Nevada encounter terrifying forces.		
""			
6	"""M"" IS FOR MALICE, by Sue Grafton. (Wood/Holt, $25.) Murder results when"	3	5
""	sons in line to inherit a family fortune seek their long-missing black sheep brother.		
""			
7	THE NOTEBOOK, by Nicholas Sparks. (Warner, $16.95.) A World War II veteran	5	8
""	meets an old flame who is about to be married.		
""			
8	THE CHRISTMAS BOX, by Richard Paul Evans. (Simon & Schuster, $14.95.)	12	18
""	When a family moves in with a widow, they all learn the significance of Christmas.		
""			
9	MY GAL SUNDAY, by Mary Higgins Clark. (Simon & Schuster, $23.) An ex-	7	7
""	President and his Congresswoman wife investigate four crimes in the capital.		
""			
10	THE LAWS OF OUR FATHERS, by Scott Turow. (Farrar, Straus & Giroux,	9	7
""	$26.95.) The trial of a probation officer for his mother's murder recalls the turbulent		
""	60's.		
""			
11	THE THIRD TWIN, by Ken Follett. (Crown, $25.95.) A research scientist's study of	6	6
""	genetic components brings her frightening experiences and romance.		
""			
12	REMEMBER WHEN, by Judith McNaught. (Pocket, $24.) A Dallas billionaire and	10	3
""	a Houston heiress find solutions to their personal problems when they meet at a		
""	Texas-style gala.		
""			
13	THE REGULATORS, by Richard Bachman. (Dutton, $24.95.) Killings and other	14	10
""	horrors disrupt a quiet suburban town in Ohio.		
""			
14	THE TAILOR OF PANAMA, by John le Carré. (Knopf, $25.) A London tailor, now	11	7
""	living in Panama City, is blackmailed into becoming a spy for British intelligence.		
""			
15	THIS YEAR IT WILL BE DIFFERENT, by Maeve Binchy. (Delacorte, $15.95.)	--	1
""	Fifteen stories about the life of contemporary families at Christmastime.		
This	December 15, 1996	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ANGELA'S ASHES, by Frank McCourt. (Scribner, $24.) An Irish-American writer	13	13
""	recalls his childhood amid the miseries of Limerick.		
""			
2	MY SERGEI, by Ekaterina Gordeeva with E. M. Swift. (Warner, $18.95.) A memoir	2	5
""	of the Russian ice skater Sergei Grinkov, who died last year, by his longtime		
""	partner and wife.		
""			
3	DOWN IN THE GARDEN, by Anne Geddes. (Cedco, $49.95.) A collection of	11	4
""	photographs of infants dressed up as flora and fauna, with brief comments.		
""			
4	DOGBERT'S TOP SECRET MANAGEMENT HANDBOOK, by Scott Adams.	4	8
""	(Harper Business, $16.) A satirical look, in words and cartoons, at the current		
""	foibles of business and management.		
""			
5	MY STORY, by Sarah, the Duchess of York, with Jeff Coplon. (Simon & Schuster,	3	3
""	$24.) The autobiography of the former member of the British royal family.		
""			
6	THE DILBERT PRINCIPLE, by Scott Adams. (Harper Business, $22.) More	6	33
""	observations on the foibles of the business world, reported in words and cartoons.		
""			
7	THE SOUL'S CODE, by James Hillman. (Random House, $23.) A psychologist	1	5
""	analyzes the elements that make up each person's essence.		
""			
8	I'M NOT REALLY HERE, by Tim Allen. (Hyperion, $21.95.) Observations on the	10	2
""	"irritations and delights of middle-aged men by the star of ""Home Improvement."""		
""			
9	EVERYONE IS ENTITLED TO MY OPINION, by David Brinkley. (Knopf, $20.)	7	3
""	Commentaries on events during the past 15 years by the television newscaster.		
""			
10	FOREVER, ERMA, by Erma Bombeck. (Andrews & McMeel, $22.95.) More than	5	5
""	190 pieces written over 31 years by the syndicated columnist, who died this year.		
""			
11	LIVING FAITH, by Jimmy Carter. (Times Books/Random House, $23.) The former	8	2
""	President looks back at his life through the lens of his religious beliefs.		
""			
12	CONVERSATIONS WITH GOD, by Neale Donald Walsch. (Putnam, $19.95.) The	14	4
""	author addresses questions of life and love, good and evil, guilt and sin.		
""			
13	JAMES HERRIOT'S FAVORITE DOG STORIES, by James Herriot. (St. Martin's,	12	11
""	$17.95.) Ten tales recounted by the Yorkshire veterinarian, who died last year.		
""			
14	SLOUCHING TOWARDS GOMORRAH, by Robert H. Bork. (Regan Books/	9	11
""	HarperCollins, $25.) An indictment of modern liberalism by the former judge.		
""			
15	UNDAUNTED COURAGE, by Stephen E. Ambrose. (Simon & Schuster, $27.50.)	--	38
""	The story of how Thomas Jefferson sponsored Lewis and Clark's exploration.		
