This	November 1, 1998	Last	Weeks
Week	Fiction	Week	On List
""			
1	BAG OF BONES, by Stephen King. (Scribner, $28.) A series of terrifying events	1	4
""	besets a best-selling novelist four years after his wife's sudden death.		
""			
""			
2	THE VAMPIRE ARMAND, by Anne Rice. (Knopf, $26.95.) The progress of an	--	1
""	eternally young man from ancient Constantinople to contemporary New Orleans.		
""			
3	RAINBOW SIX, by Tom Clancy. (Putnam, $27.95.) John Clark, heading an	2	11
""	international task force, investigates terrorist incidents in Switzerland, Germany		
""	and Spain.		
""			
4	WELCOME TO THE WORLD, BABY GIRL! by Fannie Flagg. (Random House,	7	4
""	$25.95.) The pleasures and problems of a rising star in television news during the		
""	1970's.		
""			
5	ALL THROUGH THE NIGHT, by Mary Higgins Clark. (Simon & Schuster, $17.)	--	1
""	The mystery of a missing child and a missing chalice is solved in time for		
""	Christmas.		
""			
6	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	--	1
""	female characters, a missionary's family, narrate this novel set in the Belgian		
""	Congo during that country's fight for independence.		
""			
7	THE REEF, by Nora Roberts. (Putnam, $23.95.) Searching for a jeweled amulet in	4	3
""	the depths of the Caribbean, a woman deals with mysteries and romance.		
""			
8	THE LOOP, by Nicholas Evans. (Delacorte, $25.95.) A biologist finds herself	3	6
""	facing professional and romantic problems while trying to protect wolves in		
""	Montana.		
""			
9	THE HUNDRED DAYS, by Patrick O'Brian. (Norton, $24.) In 1815, Jack Aubrey	5	3
""	and Stephen Maturin must intercept a shipment of gold intended to aid Napoleon.		
""			
10	MEMOIRS OF A GEISHA, by Arthur Golden. (Knopf, $25.) The life of a young	9	49
""	woman in wartime Kyoto.		
""			
11	I KNOW THIS MUCH IS TRUE, by Wally Lamb. (Regan Books/HarperCollins,	8	18
""	$27.50.) A troubled man must care for his schizophrenic identical-twin brother.		
""			
12	TELL ME YOUR DREAMS, by Sidney Sheldon. (Morrow, $26.) Brutal murders	6	8
""	lead to a bizarre trial.		
""			
13	FIELD OF THIRTEEN, by Dick Francis. (Putnam, $24.95.) Thirteen stories of	12	6
""	suspense.		
""			
14	MESSAGE IN A BOTTLE, by Nicholas Sparks. (Warner, $20.) After finding a	13	28
""	seaborne bottle containing an enigmatic letter, a divorced woman encounters love.		
This	November 1, 1998	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DEATH OF OUTRAGE, by William J. Bennett. (Free Press, $20.) The former	2	8
""	Secretary of Education takes a critical view of the Clinton Presidency.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	1	54
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	THE TEN COMMANDMENTS, by Laura Schlessinger and Stewart Vogel. (Cliff	3	6
""	Street/HarperCollins, $24.) The radio talk-show host and a rabbi discuss the		
""	significance of the Ten Commandments in contemporary life.		
""			
4	HIS BRIGHT LIGHT, by Danielle Steel. (Delacorte, $25.) The novelist recalls the	6	6
""	life of her son Nick Traina, who suffered from manic depression and died at 19.		
""			
5	HIGH CRIMES AND MISDEMEANORS, by Ann H. Coulter. (Regnery, $24.95.) A	11	6
""	lawyer states the case for the impeachment of President Clinton.		
""			
6	LINDBERGH, by A. Scott Berg. (Putnam, $30.) The checkered life of Charles A.	4	4
""	Lindbergh.		
""			
7	JUST JACKIE, by Edward Klein. (Ballantine, $25.95.) The life of Jacqueline	7	2
""	Onassis from the assassination of President Kennedy to her death, 31 years later.		
""			
8	PURE DRIVEL, by Steve Martin. (Hyperion, $19.95.) Humor pieces by the actor,	5	3
""	comedian and writer.		
""			
9	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	8	5
""	$22.) How a murderer helped compile the Oxford English Dictionary.		
""			
10	WORKING WITH EMOTIONAL INTELLIGENCE, by Daniel Goleman. (Bantam,	15	2
""	$25.95.) The attributes that enable people to become leaders in their fields.		
""			
11	A PIRATE LOOKS AT FIFTY, by Jimmy Buffett. (Random House, $24.95.)	9	20
""	Traveling from Florida to the Amazon, the singer-songwriter reflects on his life.		
""			
12	A WALK IN THE WOODS, by Bill Bryson. (Broadway, $25.) A journalist hikes the	14	21
""	Appalachian Trail.		
""			
13	DAVE BARRY TURNS 50, by Dave Barry. (Crown, $22.) The humorist's	--	1
""	observations about reaching the half-century mark.		
""			
14	ANGELA'S ASHES, by Frank McCourt. (Scribner, $25.) An Irish-American writer	--	110
""	recalls his childhood amid the miseries of Limerick.		
""			
15	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	13	98
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
16	EAT THE RICH, by P. J. O'Rourke. (Atlantic Monthly, $24.) The humorist's treatise	10	4
