This	April 4, 1993	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CLIENT, by John Grisham. (Doubleday, $23.50.) A deadly secret, revealed	1	3
""	by a lawyer just before he commits suicide, presents serious problems for an 11-		
""	year-old boy.		
""			
2	THE BRIDGES OF MADISON COUNTY, by Robert James Waller. (Warner,	2	34
""	$14.95.) A photographer and a lonely farmer's wife in Iowa.		
""			
3	THE TALISMANS OF SHANNARA, by Terry Brooks. (Del Rey/Ballantine, $22.)	3	6
""	The fourth and concluding volume in a series about a fantasy land.		
""			
4	AMERICAN STAR, by Jackie Collins. (Simon & Schuster, $23.) The romance of	--	1
""	two Kansas teen-agers, one who grows up to be a movie star, the other a famous		
""	model.		
""			
5	NOVEMBER OF THE HEART, by LaVyrle Spencer. (Putnam, $22.95.) In	6	4
""	Victorian-era Minnesota, a servant hopes to win an heiress's heart by helping her		
""	family win a yacht race.		
""			
6	THE DEVIL'S HEART, by Carmen Carter. (Pocket, $20.) The crew of the U.S.S.	7	2
""	"Enterprise in a new ""Star Trek"" tale of adventure and betrayal."		
""			
7	EINSTEIN'S DREAMS, by Alan Lightman. (Pantheon, $17.) A series of fantasies	8	7
""	said to be dreamed by Albert Einstein in 1905.		
""			
8	DEGREE OF GUILT, by Richard North Patterson. (Knopf, $23.) The case of a	9	10
""	woman journalist charged with killing an eminent novelist.		
""			
9	ALONG CAME A SPIDER, by James Patterson. (Little, Brown, $21.95.) Detective	5	9
""	Alex Cross on the trail of a psychopathic serial killer in Washington.		
""			
10	THE CHILDREN OF MEN, by P. D. James. (Knopf, $22.) In 2021, when Britain is	4	4
""	a police state and the human race is approaching its end, an Oxford historian		
""	struggles with his fate.		
""			
11	ALL THE PRETTY HORSES, by Cormac McCarthy. (Knopf, $21.) The adventures	10	19
""	of a 16-year-old vaquero from Texas in the Mexico of 1950.		
""			
12	GRIFFIN & SABINE, by Nick Bantock. (Chronicle Books, $17.95.) The romance of	11	31
""	an artist and a secret admirer, told through cards and letters.		
""			
13	TO GREEN ANGEL TOWER, by Tad Williams. (DAW, $25.) The third and	14	4
""	"concluding volume in the fantasy series ""Memory, Sorrow and Thorn."""		
""			
14	MCNALLY'S RISK, by Lawrence Sanders. (Putnam, $22.95.) The sleuth Archy	--	2
""	McNally investigates the history of a Palm Beach woman and the mysterious		
""	deaths that are linked to her.		
This	April 4, 1993	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HEALING AND THE MIND, by Bill Moyers. (Doubleday, $25.) Conversations with	1	7
""	physicians, scientists, therapists and patients about the relationship of sickness to		
""	thoughts and emotions.		
""			
2	WOMEN WHO RUN WITH THE WOLVES, by Clarissa Pinkola Estes. (Ballantine,	3	34
""	$20.) A Jungian analyst reinterprets myths and folk tales to enable women to		
""	understand their psyches.		
""			
3	THE WAY THINGS OUGHT TO BE, by Rush H. Limbaugh 3d. (Pocket, $22.)	2	29
""	Anecdotes and opinions offered by the talk show host.		
""			
4	BANKRUPTCY 1995, by Harry E. Figgie Jr. with Gerald J. Swanson. (Little,	4	20
""	Brown, $19.95.) The collapse of America under Government debt.		
""			
5	OFFICIAL AND CONFIDENTIAL, by Anthony Summers. (Putnam, $25.95.) The	5	5
""	life of J. Edgar Hoover, head of the F.B.I. from 1924 to 1972.		
""			
6	THE SILENT PASSAGE, by Gail Sheehy. (Random House, $16.) The	6	42
""	psychological and social significance of menopause for today's women.		
""			
7	PREPARING FOR THE TWENTY-FIRST CENTURY, by Paul Kennedy. (Random	10	3
""	House, $25.) A Yale historian assays social and political forces and how they will		
""	affect the future.		
""			
8	CARE OF THE SOUL, by Thomas Moore. (HarperCollins, $20.) Spirituality in	8	16
""	everyday life.		
""			
9	ASSEMBLING CALIFORNIA, by John McPhee. (Farrar, Straus & Giroux, $21.)	9	4
""	Investigations into the geological history of California.		
""			
10	THE TE OF PIGLET, by Benjamin Hoff. (Dutton, $16.) Aspects of Taoist	7	28
""	philosophy explained through the actions of an A. A. Milne character.		
""			
11	MARLENE DIETRICH, by Maria Riva. (Knopf, $27.50.) The legendary actress as	12	6
""	remembered by her daughter.		
""			
12	NOBODY NOWHERE, by Donna Williams. (Times Books/Random House, $21.)	11	11
""	The autobiography of an autistic woman.		
""			
13	IT DOESN'T TAKE A HERO, by H. Norman Schwarzkopf with Peter Petre. (Linda	14	24
""	Grey/ Bantam, $25.) The autobiography of the general.		
""			
14	MAKING THE MUMMIES DANCE, by Thomas Hoving. (Simon & Schuster, $25.)	13	9
""	The reminiscences of the former director of the Metropolitan Museum of Art.		
""			
15	GENIUS, by James Gleick. (Pantheon, $27.50.) The life of the physicist Richard	--	16
""	Feynman.		
