This	March 7, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	1	3
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
2	SOUTHERN CROSS, by Patricia Cornwell. (Putnam, $25.95.) A former police	2	6
""	chief finds herself summoned to Richmond to clean up scandalous conditions.		
""			
3	RANSOM, by Julie Garwood. (Pocket, $24.) In the 13th century, two Scottish	3	3
""	chieftains come to the aid of a beautiful woman who is fighting an unscrupulous		
""	baron.		
""			
4	SEND NO FLOWERS, by Sandra Brown. (Bantam, $18.95.) A young widow and	7	3
""	mother embarks on an affair with an enigmatic man she met on a camping trip.		
""			
5	A MAN IN FULL, by Tom Wolfe. (Farrar, Straus & Giroux, $28.95.) Life in Atlanta	4	16
""	on the cusp of the millennium, as Old South values collide with a new world.		
""			
6	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	5	19
""	female characters narrate this novel set in the Belgian Congo.		
""			
7	APOLLYON, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $19.97.) After the	13	12
""	rapture of the saved, the world's remaining believers confront the Antichrist.		
""			
8	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	6	11
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school of		
""	witchcraft.		
""			
9	BE COOL, by Elmore Leonard. (Delacorte, $24.95.) The former mobster Chili	11	2
""	Palmer tries to make another movie, this one about a singer named Linda Moon.		
""			
10	A SUDDEN CHANGE OF HEART, by Barbara Taylor Bradford. (Doubleday, $24.)	--	1
""	When tragedy strikes, a woman turns to her best friend, an art dealer, for help.		
""			
11	IN DANGER'S PATH, by W. E. B. Griffin. (Putnam, $24.95.) During World War II,	8	6
""	Fleming Pickering, a Marine officer, performs perilous missions in the Pacific.		
""			
12	SEIZE THE NIGHT, by Dean Koontz. (Bantam, $26.95.) A man who can live only	9	8
""	at night tracks children who have mysteriously disappeared in a California town.		
""			
13	WHILE I WAS GONE, by Sue Miller. (Knopf, $24.) A small-town veterinarian, the	--	2
""	wife of a minister, begins a flirtation with an old friend from her bohemian past.		
""			
14	BILLY STRAIGHT, by Jonathan Kellerman. (Random House, $25.95.) A 12-year-	10	8
""	old boy witnesses a murder.		
""			
15	AMSTERDAM, by Ian McEwan. (Talese/Doubleday, $21.) The death of a woman	14	7
""	they both loved has far-reaching consequences for a composer and an editor.		
This	March 7, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	12
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	72
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	PERFECT MURDER, PERFECT TOWN, by Lawrence Schiller. (HarperCollins,	--	1
""	$26.) The death of JonBenet Ramsey and its effect on the city of Boulder, Colo.		
""			
4	BLIND MAN'S BLUFF, by Sherry Sontag and Christopher Drew with Annette	3	14
""	Lawrence Drew. (Public Affairs, $25.) American submarine espionage from the		
""	early cold war years to the present.		
""			
5	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	4	7
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
6	TRAVELING MERCIES, by Anne Lamott. (Pantheon, $23.) A chronicle of the	8	4
""	author's journey toward faith and spirituality.		
""			
7	BEAUTY FADES, DUMB IS FOREVER, by Judy Sheindlin. (Cliff Street/	7	3
""	HarperCollins, $22.) Judge Judy examines the problems that face women today.		
""			
8	PLAYING FOR KEEPS, by David Halberstam. (Random House, $24.95.) The life	6	4
""	and times of Michael Jordan.		
""			
9	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	5	14
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
10	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	9	113
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
11	ELEGY FOR IRIS, by John Bayley. (St. Martin's, $22.95.) A memoir by a British	14	2
""	literary critic about his late wife, the novelist Iris Murdoch, and her descent into		
""	Alzheimer's disease.		
""			
12	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	11	23
""	$22.) How a murderer helped compile the Oxford English Dictionary.		
""			
13	CONVERSATIONS WITH GOD: Book 3, by Neale Donald Walsch. (Hampton	--	15
""	Roads, $22.95.) More discussions of moral questions.		
""			
14	THE ENDURANCE, by Caroline Alexander. (Knopf, $29.95.) The story of Ernest	10	12
""	Shackleton's 1914 Antarctic expedition.		
""			
15	ANGELA'S ASHES, by Frank McCourt. (Scribner, $25.) An Irish-American writer	--	115
