This	March 28, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	1	6
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
2	RIVER'S END, by Nora Roberts. (Putnam, $23.95.) The daughter of a glamorous	2	2
""	Hollywood couple confronts the horrifying events that befell her family years		
""	earlier.		
""			
3	TARA ROAD, by Maeve Binchy. (Delacorte, $24.95.) Two women -- one from	5	2
""	Ireland, one from New England -- learn a lot about each other as well as about		
""	themselves when they exchange houses for the summer.		
""			
4	SINGLE & SINGLE, by John le Carré. (Scribner, $26.) A British bank becomes	3	2
""	involved in money laundering for drug merchants from the former Soviet Union.		
""			
5	HUSH MONEY, by Robert B. Parker. (Putnam, $22.95.) Spenser encounters	--	1
""	racial, sexual and academic politics when a black professor at a university in		
""	Cambridge, Mass., is implicated in the suicide of a gay student.		
""			
6	VECTOR, by Robin Cook. (Putnam, $24.95.) A New York City cabdriver, once a	11	2
""	Soviet expert in biological weapons, joins forces with a neofascist skinhead militia.		
""			
7	APOLLYON, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $19.97.) After the	6	5
""	rapture of the saved, the world's remaining believers confront the Antichrist.		
""			
8	ASHES TO ASHES, by Tami Hoag. (Bantam, $24.95.) Kate Conlan, a former	4	2
""	F.B.I. agent, tracks a serial killer, known as the Cremator, who is terrorizing		
""	Minneapolis.		
""			
9	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	9	14
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school of		
""	witchcraft.		
""			
10	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	10	22
""	female characters narrate this novel set in the Belgian Congo.		
""			
11	WHILE I WAS GONE, by Sue Miller. (Knopf, $24.) A small-town veterinarian, the	15	5
""	wife of a minister, begins a flirtation with an old friend from her bohemian past.		
""			
12	A SUDDEN CHANGE OF HEART, by Barbara Taylor Bradford. (Doubleday, $24.)	8	4
""	When tragedy strikes, a woman turns to her best friend, an art dealer, for help.		
""			
13	BE COOL, by Elmore Leonard. (Delacorte, $24.95.) The former mobster Chili	7	5
""	Palmer tries to make another movie, this one about a singer named Linda Moon.		
""			
14	SOUTHERN CROSS, by Patricia Cornwell. (Putnam, $25.95.) A former police	13	9
""	chief finds herself summoned to Richmond to clean up scandalous conditions.		
This	March 28, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL TOO HUMAN, by George Stephanopoulos. (Little, Brown, $27.95.) The	--	1
""	former adviser to President Clinton recalls his years in the White House.		
""			
2	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	2	15
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
3	MONICA'S STORY, by Andrew Morton. (St. Martin's, $24.95.) From her childhood	1	2
""	in Beverly Hills to the scandal in Washington: a biography of Monica Lewinsky.		
""			
4	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	3	75
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
5	PERFECT MURDER, PERFECT TOWN, by Lawrence Schiller. (HarperCollins,	4	4
""	$26.) The death of JonBenet Ramsey and its effect on the city of Boulder, Colo.		
""			
6	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	8	10
""	$22.95.) What Buddhist doctrines and common sense tell us about dealing with		
""	everyday problems.		
""			
7	"REACHING TO HEAVEN, by James Van Praagh. (Dutton, $22.95.) A ""renowned"	5	3
""	"medium"" discusses death, the spirit world and reincarnation."		
""			
8	BLIND MAN'S BLUFF, by Sherry Sontag and Christopher Drew with Annette	7	17
""	Lawrence Drew. (Public Affairs, $25.) American submarine espionage from the		
""	early cold war years to the present.		
""			
9	TRAVELING MERCIES, by Anne Lamott. (Pantheon, $23.) A chronicle of the	6	7
""	author's journey toward faith and spirituality.		
""			
10	BEAUTY FADES, DUMB IS FOREVER, by Judy Sheindlin. (Cliff Street/	9	6
""	HarperCollins, $22.) Judge Judy examines the problems that face women today.		
""			
11	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	11	116
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
12	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	12	26
""	$22.) How a murderer helped compile the Oxford English Dictionary.		
""			
13	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	14	17
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
14	THE ENDURANCE, by Caroline Alexander. (Knopf, $29.95.) The story of Ernest	10	15
""	Shackleton's 1914 Antarctic expedition.		
""			
15	ANGELA'S ASHES, by Frank McCourt. (Scribner, $25.) An Irish-American writer	--	116
