This	April 10, 1994	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CELESTINE PROPHECY, by James Redfield. (Warner, $17.95.) An ancient	1	6
""	manuscript, found in Peru, provides insights into achieving a fulfilling life.		
""			
2	THE BRIDGES OF MADISON COUNTY, by Robert James Waller. (Warner,	4	87
""	$16.95.) A photographer and a lonely farmer's wife in Iowa.		
""			
3	ACCIDENT, by Danielle Steel. (Delacorte, $23.95.) A car collision involving four	2	8
""	teen-agers tragically alters the lives of five families.		
""			
4	DISCLOSURE, by Michael Crichton. (Knopf, $24.) A computer-industry executive	3	12
""	rejects the advances of his boss and is accused by her of sexual harassment.		
""			
5	SLOW WALTZ IN CEDAR BEND, by Robert James Waller. (Warner, $16.95.)	5	23
""	From Iowa to India: the romance of a professor and a colleague's wife.		
""			
6	LIKE WATER FOR CHOCOLATE, by Laura Esquivel. (Doubleday, $17.50.)	6	52
""	Frustration, love, hope -- and recipes -- sampled by a woman on a Mexican ranch.		
""			
7	ROGUE WARRIOR II: Red Cell, by Richard Marcinko and John Weisman.	7	5
""	(Pocket, $22.) An attempt to stop nuclear materials from reaching North Korea.		
""			
8	THE CAT WHO CAME TO BREAKFAST, by Lilian Jackson Braun. (Putnam,	8	7
""	$19.95.) Jim Qwilleran and his feline sleuths investigate a series of catastrophes.		
""			
9	ON DANGEROUS GROUND, by Jack Higgins. (Putnam, $22.95.) Powerful	--	1
""	interests conspire to prevent the transfer of Hong Kong to China in 1997.		
""			
10	RIVER GOD, by Wilbur Smith. (Dunne/St. Martin's, $24.95.) Ambition, greed and	11	2
""	romance in Egypt at the time of the Pharaohs.		
""			
11	FATAL CURE, by Robin Cook. (Putnam, $22.95.) A series of mysterious deaths	9	11
""	haunts a couple who practice medicine in a sylvan Vermont town.		
""			
12	WITHOUT REMORSE, by Tom Clancy. (Putnam, $24.95.) John Kelly becomes	--	31
""	involved in a Pentagon project to rescue prisoners held in North Vietnam.		
""			
13	FAMILY BLESSINGS, by LaVyrle Spencer. (Putnam, $22.95.) A widow's affection	10	9
""	for the close friend of her son, killed in an accident, creates familial tension.		
""			
14	"SECOND NATURE, by Alice Hoffman. (Putnam, $22.95.) A woman adopts a ""wolf"	12	4
""	"man"" and, by teaching him, learns a lot about good and evil."		
""			
15	MCNALLY'S CAPER, by Lawrence Sanders. (Putnam, $22.95.) Archy McNally's	13	7
""	search for the thief of a family's heirlooms uncovers a string of surprises.		
This	April 10, 1994	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EMBRACED BY THE LIGHT, by Betty J. Eadie with Curtis Taylor. (Gold Leaf	1	48
""	Press, $16.95.) A woman's near-death experience.		
""			
2	HOW WE DIE, by Sherwin B. Nuland. (Knopf, $24.) A physician and surgeon	2	6
""	"reflects on ""life's final chapter."""		
""			
3	THE BOOK OF VIRTUES, by William J. Bennett. (Simon & Schuster, $27.50.)	3	16
""	Moral stories adapted from the Greeks, the Bible, folklore and elsewhere.		
""			
4	ZLATA'S DIARY, by Zlata Filipovic. (Viking, $16.95.) The diary kept by a girl living	4	4
""	in war-torn Sarajevo, from 1991 (when she was 11 years old) to 1993.		
""			
5	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	5	5
""	House, $23.) The mysterious death of a young man in Savannah, Ga.		
""			
6	MAKES ME WANNA HOLLER, by Nathan McCall. (Random House, $23.) The life	7	4
""	of a young black man in America: the memoirs of a Washington Post reporter.		
""			
7	SOUL MATES, by Thomas Moore. (HarperCollins, $25.) A psychotherapist	6	13
""	discusses love and relationships.		
""			
8	HAVING OUR SAY, by Sarah and A. Elizabeth Delany with Amy Hill Hearth.	8	19
""	(Kodansha, $20.) Two black sisters, both of them over 100, reflect on their lives.		
""			
9	WOULDN'T TAKE NOTHING FOR MY JOURNEY NOW, by Maya Angelou.	9	27
""	(Random House, $17.) Essays about life and death, good and evil.		
""			
10	A DRINKING LIFE, by Pete Hamill. (Little, Brown, $21.95.) The memoirs of a New	11	8
""	York born-and-bred Irish-American journalist.		
""			
11	I TOOK A LICKIN' AND KEPT ON TICKIN', by Lewis Grizzard. (Villard, $19.) The	--	4
""	late humorist's description of his experience following heart surgery.		
""			
12	SEINLANGUAGE, by Jerry Seinfeld. (Bantam, $19.95.) Observations on life's	10	31
""	"pleasures and ordeals by the star of the television show ""Seinfeld."""		
""			
13	REENGINEERING THE CORPORATION, by Michael Hammer and James	13	34
""	Champy. (Harper Business, $25.) A manifesto for business innovation.		
""			
14	WOMEN WHO RUN WITH THE WOLVES, by Clarissa Pinkola Estes. (Ballantine,	14	86
""	$23.) How myths and folk tales can enable women to understand their psyches.		
""			
15	THE HIDDEN LIFE OF DOGS, by Elizabeth Marshall Thomas. (Davison/Houghton	12	33
""	Mifflin, $18.95.) An analysis of canine behavior.		
