This	January 31, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	SOUTHERN CROSS, by Patricia Cornwell. (Putnam, $25.95.) A former police	--	1
""	chief finds herself summoned to Richmond to clean up scandalous conditions.		
""			
2	A MAN IN FULL, by Tom Wolfe. (Farrar, Straus & Giroux, $28.95.) Life in Atlanta	1	11
""	on the cusp of the millennium, as Old South values collide with a new world.		
""			
3	SEIZE THE NIGHT, by Dean Koontz. (Bantam, $26.95.) A man who can live only	2	3
""	at night tracks children who have mysteriously disappeared in a California town.		
""			
4	BILLY STRAIGHT, by Jonathan Kellerman. (Random House, $25.95.) A 12-year-	3	3
""	old boy, trying to survive on Los Angeles's mean streets, witnesses a brutal		
""	murder.		
""			
5	IN DANGER'S PATH, by W. E. B. Griffin. (Putnam, $24.95.) During World War II,	--	1
""	Fleming Pickering, a Marine officer, performs perilous missions in the Pacific.		
""			
6	THE CAT WHO SAW STARS, by Lilian Jackson Braun. (Putnam, $22.95.) Jim	--	1
""	Qwilleran's vacation is upset when his feline friends contend with U.F.O.'s.		
""			
7	THE SIMPLE TRUTH, by David Baldacci. (Warner, $25.) The appeal by a man	8	9
""	serving a life sentence for murder creates chaos in Washington's legal community.		
""			
8	THE POISONWOOD BIBLE, by Barbara Kingsolver. (Harper Flamingo, $26.) Five	6	14
""	female characters narrate this novel set in the Belgian Congo.		
""			
9	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling. (Levine/	7	6
""	Scholastic, $16.95.) A Scottish boy finds his fortune attending a school of		
""	witchcraft.		
""			
10	ANGELS FLIGHT, by Michael Connelly. (Little, Brown, $25.) Harry Bosch, a	9	3
""	detective with the L.A.P.D., investigates the murder of a lawyer whom the police		
""	hated.		
""			
11	WHEN THE WIND BLOWS, by James Patterson. (Little, Brown, $25.) A young girl	4	12
""	helps a widow and an F.B.I. agent uncover a deadly plot.		
""			
12	MEMOIRS OF A GEISHA, by Arthur Golden. (Knopf, $25.) The life of a woman	10	62
""	growing up in wartime Kyoto.		
""			
13	CHARMING BILLY, by Alice McDermott. (Farrar, Straus & Giroux, $22.) At a party	5	6
""	to celebrate a man's memory, many secrets of the past come to life.		
""			
14	A NIGHT WITHOUT ARMOR, by Jewel Kilcher. (HarperCollins, $15.) The singer-	12	17
""	songwriter's poems.		
""			
15	AMSTERDAM, by Ian McEwan. (Talese/Doubleday, $21.) The death of a woman	13	2
""	they both loved has far-reaching consequences for a composer and an editor.		
This	January 31, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	7
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	67
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
3	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	3	9
""	account of the 20th century, complete with photographs and first-person		
""	narratives.		
""			
4	BLIND MAN'S BLUFF, by Sherry Sontag and Christopher Drew with Annette	4	9
""	Lawrence Drew. (Public Affairs, $25.) American submarine espionage.		
""			
5	FOR THE LOVE OF THE GAME, by Michael Jordan. Edited by Mark Vancil.	--	10
""	(Crown, $50.) A profusely illustrated memoir by the former N.B.A. superstar.		
""			
6	CONVERSATIONS WITH GOD: Book 3, by Neale Donald Walsch. (Hampton	6	11
""	Roads, $22.95.) Discussions of moral questions.		
""			
7	THE PROFESSOR AND THE MADMAN, by Simon Winchester. (HarperCollins,	5	18
""	$22.) How a murderer helped compile the Oxford English Dictionary.		
""			
8	A WALK IN THE WOODS, by Bill Bryson. (Broadway, $25.) A journalist hikes the	10	32
""	Appalachian Trail.		
""			
9	THE DEATH OF OUTRAGE, by William J. Bennett. (Free Press, $20.) The former	9	18
""	Secretary of Education takes a critical view of the Clinton Presidency.		
""			
10	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	8	108
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
11	THE TEN COMMANDMENTS, by Laura Schlessinger and Stewart Vogel. (Cliff	14	19
""	Street/HarperCollins, $24.) The significance of the Ten Commandments today.		
""			
12	THE ENDURANCE, by Caroline Alexander. (Knopf, $29.95.) Ernest Shackleton's	7	7
""	1914 Antarctic expedition.		
""			
13	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	12	2
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
14	WHY NOT ME? by Al Franken. (Delacorte, $23.95.) The comedian gives a	--	1
""	satirical account of his Presidential campaign in the year 2000 and his		
""	Administration.		
""			
15	CARELESS LOVE, by Peter Guralnick. (Little, Brown, $27.95.) From Army service	--	1
""	in 1958 to his death in 1977: the conclusion of a biography of Elvis Presley.		
