This	February 20, 1994	Last	Weeks
Week	Fiction	Week	On List
""			
1	DISCLOSURE, by Michael Crichton. (Knopf, $24.) A computer-industry executive	1	5
""	rejects the advances of his boss and is accused by her of sexual harassment.		
""			
2	ACCIDENT, by Danielle Steel. (Delacorte, $23.95.) A car collision involving four	--	1
""	teen-agers tragically alters the lives of five families.		
""			
3	THE BRIDGES OF MADISON COUNTY, by Robert James Waller. (Warner,	2	80
""	$16.95.) A photographer and a lonely farmer's wife in Iowa.		
""			
4	SLOW WALTZ IN CEDAR BEND, by Robert James Waller. (Warner, $16.95.)	3	16
""	From Iowa to India: the romance of a professor and a colleague's wife.		
""			
5	FATAL CURE, by Robin Cook. (Putnam, $22.95.) A series of mysterious deaths	4	4
""	haunts a couple who practice medicine in a sylvan Vermont town.		
""			
6	FAMILY BLESSINGS, by LaVyrle Spencer. (Putnam, $22.95.) A widow's affection	8	2
""	for the close friend of her son, killed in an accident, creates familial tension.		
""			
7	LIKE WATER FOR CHOCOLATE, by Laura Esquivel. (Doubleday, $17.50.)	5	45
""	Frustration, love, hope -- and recipes -- sampled by a woman on a Mexican ranch.		
""			
8	BAD LOVE, by Jonathan Kellerman. (Bantam, $22.95.) The psychologist-detective	6	5
""	Alex Delaware tracks a series of violent deaths.		
""			
9	HONOR BOUND, by W.E.B. Griffin. (Putnam, $22.95.) Three American	7	4
""	servicemen on a mission to sabotage German activities in Buenos Aires in 1942.		
""			
10	WITHOUT REMORSE, by Tom Clancy. (Putnam, $24.95.) John Kelly becomes	11	26
""	involved in a Pentagon project to rescue prisoners held in North Vietnam.		
""			
11	SMILLA'S SENSE OF SNOW, by Peter Hoeg. (Farrar, Straus & Giroux, $21.) In	9	9
""	Copenhagen and Greenland, a woman investigates a child's mysterious death.		
""			
12	MCNALLY'S CAPER, by Lawrence Sanders. (Putnam, $22.95.) Archy McNally's	--	1
""	search for the thief of a family's heirlooms uncovers a string of surprises.		
""			
13	VOYAGER, by Diana Gabaldon. (Delacorte, $21.95.) A woman finds love while	12	3
""	commuting between 18th- and 20th-century Scotland.		
""			
14	GRAND PASSION, by Jayne Ann Krentz. (Pocket, $22.) A romantic encounter	13	3
""	between a small-inn keeper and the man behind a large hotel chain.		
""			
15	PADDY CLARKE HA HA HA, by Roddy Doyle. (Viking, $20.95.) The travails of a	--	1
""	boy growing up in 1960's Dublin.		
This	February 20, 1994	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EMBRACED BY THE LIGHT, by Betty J. Eadie with Curtis Taylor. (Gold Leaf	1	41
""	Press, $16.95.) A woman's near-death experience.		
""			
2	THE BOOK OF VIRTUES, by William J. Bennett. (Simon & Schuster, $27.50.)	2	9
""	Moral stories adapted from the Greeks, the Bible, folklore and elsewhere.		
""			
3	SOUL MATES, by Thomas Moore. (HarperCollins, $25.) A psychotherapist	3	6
""	discusses love and relationships.		
""			
4	THE HIDDEN LIFE OF DOGS, by Elizabeth Marshall Thomas. (Davison/Houghton	4	26
""	Mifflin, $18.95.) An analysis of canine behavior.		
""			
5	WOULDN'T TAKE NOTHING FOR MY JOURNEY NOW, by Maya Angelou.	5	20
""	(Random House, $17.) Essays about life and death, good and evil.		
""			
6	HAVING OUR SAY, by Sarah and A. Elizabeth Delany with Amy Hill Hearth.	6	12
""	(Kodansha, $20.) Two black sisters, both of them over 100, reflect on their lives.		
""			
7	SEINLANGUAGE, by Jerry Seinfeld. (Bantam, $19.95.) Observations on life's	7	24
""	"pleasures and ordeals by the star of the television show ""Seinfeld."""		
""			
8	SEE, I TOLD YOU SO, by Rush H. Limbaugh 3d. (Pocket, $24.) More comments	8	14
""	on the state of the nation by the talk show host.		
""			
9	A DRINKING LIFE, by Pete Hamill. (Little, Brown, $21.95.) The memoirs of a New	--	1
""	York born-and-bred Irish-American journalist.		
""			
10	REENGINEERING THE CORPORATION, by Michael Hammer and James	12	29
""	Champy. (Harper Business, $25.) A manifesto for business innovation.		
""			
11	FURTHER ALONG THE ROAD LESS TRAVELED, by M. Scott Peck. (Simon &	9	20
""	Schuster, $21.) Discussions of love, self-esteem, relationships and spiritual		
""	growth.		
""			
12	WOMEN WHO RUN WITH THE WOLVES, by Clarissa Pinkola Estes. (Ballantine,	11	80
""	$23.) How myths and folk tales can enable women to understand their psyches.		
""			
13	PRIVATE PARTS, by Howard Stern. (Simon & Schuster, $23.) The memoirs of the	10	18
""	radio and television personality.		
""			
14	LOVE CAN BUILD A BRIDGE, by Naomi Judd. (Villard, $24.) The country singer's	--	10
""	memoirs, with an account of her relations with daughters Wynonna and Ashley.		
""			
15	A HISTORY OF GOD, by Karen Armstrong. (Knopf, $27.50.) The development of	14	6
""	monotheism over the past 4,000 years in Judaism, Christianity and Islam.		
