This	June 7, 1992	Last	Weeks
Week	Fiction	Week	On List
""			
1	JEWELS, by Danielle Steel. (Delacorte, $23.) From New York schoolgirl to	1	4
""	doyenne of a French chateau: the life of a woman who becomes rich by dealing in		
""	precious stones.		
""			
2	SAHARA, by Clive Cussler. (Simon & Schuster, $23.) On a mission to Africa, Dirk	2	3
""	Pitt uncovers secrets from the past and a plot that may extinguish all life in the		
""	world's seas.		
""			
3	DARK FORCE RISING, by Timothy Zahn. (Spectra/Bantam, $18.50.) An insane	--	1
""	"Jedi threatens Luke Skywalker in the second volume of a ""Star Wars"" trilogy."		
""			
4	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) Verse	3	111
""	and pictures.		
""			
5	THE PELICAN BRIEF, by John Grisham. (Doubleday, $22.50.) A woman law	4	13
""	student seeks to discover the truth about the murder of two Supreme Court		
""	justices.		
""			
6	ALL AROUND THE TOWN, by Mary Higgins Clark. (Simon & Schuster, $22.) The	5	7
""	plight of a college student accused of killing her professor.		
""			
7	JAZZ, by Toni Morrison. (Knopf, $21.) A couple in the Harlem of the 1920's learn	7	8
""	again and again that life does not keep its promises.		
""			
8	"""I"" IS FOR INNOCENT, by Sue Grafton. (Holt, $18.95.) Kinsey Millhone"	8	7
""	investigates the case of a man once charged with murdering his rich wife.		
""			
9	THE ROAD TO OMAHA, by Robert Ludlum. (Random House, $23.95.) A retired	13	14
""	general and a lawyer scheme to take possession of Nebraska on behalf of an		
""	obscure Indian tribe.		
""			
10	FRENCH SILK, by Sandra Brown. (Warner, $18.95.) The ordeal of a New Orleans	9	6
""	woman suspected of killing a television evangelist.		
""			
11	WAITING TO EXHALE, by Terry McMillan. (Viking, $22.) The friendships and	6	2
""	romances of four black women in Phoenix.		
""			
12	RISING SUN, by Michael Crichton. (Knopf, $22.) The death of a woman leads to	10	17
""	an investigation involving the American-Japanese rivalry.		
""			
13	TURTLE MOON, by Alice Hoffman. (Putnam, $21.95.) Two damaged adults and a	--	2
""	troubled child strive valiantly to achieve happiness.		
""			
14	THE LIVING, by Annie Dillard. (HarperCollins, $22.50.) Four decades in the lives	11	4
""	of the motley residents of the 19th-century Washington Territory.		
""			
15	ALL THE PRETTY HORSES, by Cormac McCarthy. (Knopf, $21.) The adventures	--	1
This	June 7, 1992	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SILENT PASSAGE, by Gail Sheehy. (Random House, $16.) The	8	2
""	psychological and social significance of menopause for today's women.		
""			
2	CHIEF, by Daryl F. Gates with Diane K. Shah. (Bantam, $22.50.) The	--	1
""	autobiography of the man who has headed the Los Angeles Police Department		
""	since 1978.		
""			
3	REVOLUTION FROM WITHIN, by Gloria Steinem. (Little, Brown, $22.95.) The	2	19
""	reflections of a feminist on the struggle to achieve self-esteem.		
""			
4	GIVE WAR A CHANCE, by P. J. O'Rourke. (Atlantic Monthly, $20.95.) Satirical	1	7
""	essays on recent social and political developments.		
""			
5	DIANA IN PRIVATE, by Lady Colin Campbell. (St. Martin's, $19.95.) A biography	10	2
""	of the Princess of Wales.		
""			
6	ELEANOR ROOSEVELT, by Blanche Wiesen Cook. (Viking, $27.50.) From	15	3
""	childhood in New York to the White House: the first 49 years of a pre-eminent First		
""	Lady.		
""			
7	BACKLASH, by Susan Faludi. (Crown, $24.) A journalist contends that the media	3	29
""	and political groups are staging a war against women's rights.		
""			
8	TWO NATIONS, by Andrew Hacker. (Scribners, $24.95.) A political scientist	5	6
""	discusses the way racism affects American life.		
""			
9	RACE, by Studs Terkel. (New Press, $24.95.) Conversations with blacks and	--	1
""	"whites about ""the American obsession."""		
""			
10	THE WAY I SEE IT, by Patti Davis. (Putnam, $22.95.) The autobiography of the	6	4
""	daughter of Ronald and Nancy Reagan.		
""			
11	HEAD TO HEAD, by Lester Thurow. (Morrow, $25.) The upcoming economic	4	5
""	battle among Japan, Europe and the United States.		
""			
12	WHO WILL TELL THE PEOPLE, by William Greider. (Simon & Schuster, $25.) A	7	5
""	journalist's account of how powerful monied interests and elite groups dominate		
""	the Federal Government.		
""			
13	ROGUE WARRIOR, by Richard Marcinko with John Weisman. (Pocket, $22.) The	9	12
""	autobiography of the retired commander of a Navy counterterrorist unit.		
""			
14	PLAYING IN THE DARK, by Toni Morrison. (Harvard University, $14.95.) The	11	4
""	novelist-critic's call for literary scholarship that will bring the black experience to		
""	the attention of all Americans.		
""			
15	PEROT, by Todd Mason. (Dow Jones-Irwin, $16.95.) An unauthorized biography	--	1
